sample_ID_SEG,sample_ID,Transect,Recipient,Donor,Gen,SegPos,Plant_ID,Sequence,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,F_Num_01,F_Num_02,F_Num_03,skel_dryweight_mg,skel_dryweight_mg_SEG,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,mean_seed_mass_mg,corolla_diam_mm,photo_date,corolla_diam_mm_SEG,photo_date_SEG,leaf_area_mm2,leaf_dryweight_mg,leaf_area_mm2_SEG,leaf_dryweight_mg_SEG,SLA_SEG,SLA,LMA_SEG,LMA,d13C,sample_weight_mg,d13C_SEG,sample_weight_mg_SEG,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
BO-066-G1-008-24R,BO-066-G1-008-24R-4,8,BO_066,BO_070,G1,24R,4,248,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,7.74,7.74,3,0,4,6,3,1.333333333,4,6.405,22.651,2023-05-05,22.651,2023-05-05,,,,,,,,,-28.71,3.74,-28.71,3.74,1,1,1,1
BO-066-G1-009-17L,BO-066-G1-009-17L-1,9,BO_066,BO_070,G1,17L,1,266,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,1,,2.34,2.34,1,0,2,2,1,2,2,2.445,21.05,2023-05-17,21.05,2023-05-17,,,,,,,,,,,,,1,1,1,1
BO-067-G1-002-8R,BO-067-G1-002-8R-1,2,BO_067,BO_040,G1,8R,1,48,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,1,0,0,0
BO-067-G1-002-9L,BO-067-G1-002-9L-1,2,BO_067,BO_040,G1,9L,1,49,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-06-01,15,,,,19.02,19.02,4,0,12,12,4,3,12,2.626666667,,,,,,,,,,,,,-28.74,2.42,-28.74,2.42,1,1,1,1
BO-067-G2-006-2R,BO-067-G2-006-2R-1,6,BO_067,BO_040,G2,2R,1,170,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,2,2,,21.3,21.3,5,0,8,9,5,1.6,8,3.9825,,,29.164,2023-05-05,,,,,,,,,-30.23,1.77,-30.23,1.77,1,1,1,1
BO-069-G1-006-19L,BO-069-G1-006-19L-1,6,BO_069,BO_199,G1,19L,1,187,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,,,,,,3,2,9,11,5,3,15,1.753333333,31.526,2023-04-21,31.526,2023-04-21,,,30.59,2.4,12.745833333333334,,0.07845701209545602,,,,,,1,1,1,1
BO-069-G1-008-11R,BO-069-G1-008-11R-3,8,BO_069,BO_199,G1,11R,3,235,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-06-02,16,,2,,,,0,0,0,0,0,,0,,20.503,2023-05-17,20.503,2023-05-17,,,,,,,,,-28.75,4,-28.75,4,1,0,0,0
BO-069-G2-005-6L,BO-069-G2-005-6L-4,5,BO_069,BO_199,G2,6L,4,130,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-06-01,15,,1,0,13.23,13.23,1,2,4,5,3,4,12,2.7625,,,,,,,,,,,,,-29.83,3.1,-29.83,3.1,1,1,1,1
BO-070-G1-009-9R,BO-070-G1-009-9R-4,9,BO_070,BO_073,G1,9R,4,258,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,4.51,4.51,1,1,2,3,2,2,4,3.59,,,,,29.139,1.73,29.139,1.73,16.84335260115607,16.84335260115607,0.05937060297196197,0.05937060297196197,-28.85,2.67,-28.85,2.67,1,1,1,1
BO-071-G1-006-20R,BO-071-G1-006-20R-4,6,BO_071,BO_185,G1,20R,4,188,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,1,,6.41,6.41,0,0,0,0,0,,0,,,,27.473,2023-04-21,,,,,,,,,-28.91,1.59,-28.91,1.59,1,0,0,0
BO-071-G2-007-20R,BO-071-G2-007-20R-5,7,BO_071,BO_185,G2,20R,5,218,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,16.86,16.86,3,0,0,4,3,0,0,,23.283,2023-05-05,23.283,2023-05-05,,,,,,,,,-30.15,4.26,-30.15,4.26,1,1,1,0
BO-072-G1-008-19L,BO-072-G1-008-19L-4,8,BO_072,BO_163,G1,19L,4,243,TRUE,2022-10-31,2022-11-03,,,,,,,,,8.85,8.85,2,0,10,10,2,5,10,3.173125,,,25.714,2023-05-05,,,48.211,3.18,15.16069182389937,,0.06596005061085645,,-29.38,4.07,-29.38,4.07,0,1,1,1
BO-072-G2-003-12L,BO-072-G2-003-12L-3,3,BO_072,BO_163,G2,12L,3,83,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,,,10.49,10.49,0,4,0,0,4,,,,26.324,2023-05-17,26.324,2023-05-17,,,,,,,,,-29.25,2.89,-29.25,2.89,1,1,0,0
BO-072-G2-006-8L,BO-072-G2-006-8L-1,6,BO_072,BO_163,G2,8L,1,176,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-06-01,41,0,,0,4.24,4.24,2,0,3,3,2,1.5,3,1.876666667,25.457,2023-04-21,25.457,2023-04-21,,,,,,,,,-28.16,0.97,-28.16,0.97,1,1,1,1
BO-078-G1-005-16R,BO-078-G1-005-16R-5,5,BO_078,BO_065,G1,16R,5,140,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,4.95,4.95,3,1,15,15,4,5,20,3.830416667,,,,,,,,,,,,,-30.74,2.96,-30.74,2.96,1,1,1,1
BO-079-G1-008-15R,BO-079-G1-008-15R-2,8,BO_079,BO_173,G1,15R,2,239,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,26.88,26.88,5,4,4,10,9,0.8,7.2,5.0675,,,27.071,2023-04-21,,,53.376,3.03,17.615841584158417,,0.056767086330935246,,-28.98,4.91,-28.98,4.91,1,1,1,1
BO-079-G2-010-17R,BO-079-G2-010-17R-3,10,BO_079,BO_173,G2,17R,3,296,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-06-02,42,1,1,,,,8,2,22,23,10,2.75,27.5,4.274529412,24.496,2023-04-21,24.496,2023-04-21,44.683,2.21,44.683,2.21,20.218552036199096,20.218552036199096,0.04945952599422599,0.04945952599422599,,,,,1,1,1,1
BO-080-G2-008-2R,BO-080-G2-008-2R-3,8,BO_080,BO_101,G2,2R,3,226,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,1,,,,1,1,0,2,2,0,0,,15.906,2023-05-17,15.906,2023-05-17,21.18,1.4,21.18,1.4,15.12857142857143,15.12857142857143,0.06610009442870632,0.06610009442870632,-27.94,2.01,-27.94,2.01,1,1,1,0
BO-080-G2-009-13L,BO-080-G2-009-13L-5,9,BO_080,BO_101,G2,13L,5,262,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,0,0,0,0,0,,0,,19.581,2023-04-21,19.581,2023-04-21,,,72.526,4.36,16.63440366972477,,0.060116372059675155,,,,,,1,0,0,0
BO-081-G1-002-12R,BO-081-G1-002-12R-3,2,BO_081,BO_058,G1,12R,3,52,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,0,1,0,0,1,,,,20.08,2023-04-21,20.08,2023-04-21,,,15.862,0.76,20.871052631578948,,0.04791325179674694,,,,,,1,1,0,0
BO-081-G1-002-15R,BO-081-G1-002-15R-5,2,BO_081,BO_058,G1,15R,5,55,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,3,,,12.87,12.87,2,1,2,7,3,1,3,1.565,,,,,,,,,,,,,-29.32,2.9,-29.32,2.9,1,1,1,1
BO-082-G1-008-9L,BO-082-G1-008-9L-2,8,BO_082,BO_038,G1,9L,2,233,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,13.8,13.8,0,0,0,0,0,,0,,18.507,2023-04-21,18.507,2023-04-21,,,48.783,3.07,15.890228013029317,,0.06293175901441075,,-28.29,2.84,-28.29,2.84,1,0,0,0
BO-082-G1-009-6L,BO-082-G1-009-6L-5,9,BO_082,BO_038,G1,6L,5,255,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,7.13,7.13,0,0,0,0,0,,0,,,,,,,,,,,,,,-28.74,2.25,-28.74,2.25,1,0,0,0
BO-085-G1-007-3L,BO-085-G1-007-3L-5,7,BO_085,BO_185,G1,3L,5,201,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,1,1,,,,3,0,1,3,3,0.3333333333,1,1.06,29.949,2023-05-05,29.949,2023-05-05,31.524,2.05,31.524,2.05,15.377560975609757,15.377560975609757,0.0650298185509453,0.0650298185509453,,,,,1,1,1,1
BO-085-G1-009-21R,BO-085-G1-009-21R-5,9,BO_085,BO_185,G1,21R,5,270,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,13.58,13.58,3,1,8,8,4,2.666666667,10.66666667,2.795714286,,,,,36.802,2.43,36.802,2.43,15.144855967078188,15.144855967078188,0.06602902016194773,0.06602902016194773,-30.26,1.56,-30.26,1.56,1,1,1,1
BO-086-G1-003-5R,BO-086-G1-003-5R-5,3,BO_086,BO_189,G1,5R,5,76,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,1,4,,25.15,25.15,1,0,1,1,1,1,1,4.46,29.943,2023-05-05,29.943,2023-05-05,,,18.553,1.47,12.621088435374151,,0.07923246914245674,,-30.76,5.21,-30.76,5.21,1,1,1,1
BO-086-G2-005-18R,BO-086-G2-005-18R-5,5,BO_086,BO_189,G2,18R,5,142,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-06-01,27,,3,0,,,0,1,0,0,1,,,,26.271,2023-05-05,26.271,2023-05-05,,,,,,,,,-30.69,3.16,-30.69,3.16,1,1,0,0
BO-086-G2-006-29R,BO-086-G2-006-29R-2,6,BO_086,BO_189,G2,29R,2,196,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,5.88,5.88,1,0,2,2,1,2,2,1.455,,,,,,,,,,,,,-29.92,1.75,-29.92,1.75,1,1,1,1
BO-087-G1-001-14L,BO-087-G1-001-14L-4,1,BO_087,BO_039,G1,14L,4,14,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,22.55,22.55,2,9,0,0,11,0,0,,,,,,,,,,,,,,-29.26,4.92,-29.26,4.92,1,1,1,0
BO-087-G1-006-9R,BO-087-G1-006-9R-4,6,BO_087,BO_039,G1,9R,4,177,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,7.41,7.41,0,0,0,0,0,,0,,21.235,2023-04-21,21.235,2023-04-21,,,34.888,2.73,12.779487179487178,,0.07825040128410915,,-28.58,2.53,-28.58,2.53,1,0,0,0
BO-087-G1-008-4R,BO-087-G1-008-4R-1,8,BO_087,BO_039,G1,4R,1,228,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,2,1,,33.65,33.65,6,0,13,23,6,2.166666667,13,2.883452381,28.317,2023-05-05,28.317,2023-05-05,,,46.919,4.55,10.311868131868131,,0.09697563886698353,,-28.29,3.3,-28.29,3.3,1,1,1,1
BO-088-G2-010-30L,BO-088-G2-010-30L-1,10,BO_088,BO_032,G2,30L,1,309,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,10.66,10.66,3,0,10,10,3,3.333333333,10,2.237083333,,,,,,,38.259,2.24,17.079910714285713,,0.058548315429049376,,-28.27,3.39,-28.27,3.39,1,1,1,1
BO-089-G1-001-30L,BO-089-G1-001-30L-1,1,BO_089,BO_162,G1,30L,1,30,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,6,,,55.84,55.84,8,10,25,36,18,3.125,56.25,4.004673913,26.29,2023-04-21,26.29,2023-04-21,,,,,,,,,-29.46,5.23,-29.46,5.23,1,1,1,1
BO-089-G1-006-3R,BO-089-G1-006-3R-5,6,BO_089,BO_162,G1,3R,5,171,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-06-01,41,0,,0,12.11,12.11,1,3,3,3,4,3,12,4.913333333,,,22.639,2023-04-21,,,56.661,3.76,15.069414893617022,,0.066359577134184,,-30.99,3.19,-30.99,3.19,1,1,1,1
BO-089-G1-009-15L,BO-089-G1-009-15L-1,9,BO_089,BO_162,G1,15L,1,264,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,0,2,0,0,2,,,,26.503,2023-04-21,26.503,2023-04-21,,,15.162,1.07,14.170093457943926,,0.07057116475399024,,,,,,1,1,0,0
BO-089-G2-007-2R,BO-089-G2-007-2R-5,7,BO_089,BO_162,G2,2R,5,200,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,1,2,,28.12,28.12,5,0,8,9,5,1.6,8,5.35375,25.294,2023-05-17,25.294,2023-05-17,75.548,5.11,75.548,5.11,14.784344422700586,14.784344422700586,0.06763911685286177,0.06763911685286177,-29.93,3.29,-29.93,3.29,1,1,1,1
BO-089-G2-010-9R,BO-089-G2-010-9R-5,10,BO_089,BO_162,G2,9R,5,288,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2,,,17.74,17.74,1,0,5,5,1,5,5,1.44,25.292,2023-05-05,25.292,2023-05-05,48.265,3.39,48.265,3.39,14.237463126843657,14.237463126843657,0.07023723194861702,0.07023723194861702,-29.34,4.38,-29.34,4.38,1,1,1,1
BO-090-G1-008-16L,BO-090-G1-008-16L-5,8,BO_090,BO_029,G1,16L,5,240,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,3.72,3.72,1,0,0,0,1,0,0,,,,,,,,27.463,1.47,18.68231292517007,,0.05352656301205257,,-27.9,1.4,-27.9,1.4,1,1,1,0
BO-090-G2-008-11L,BO-090-G2-008-11L-1,8,BO_090,BO_029,G2,11L,1,235,TRUE,2022-10-31,2022-11-03,,,,,,,,,1.32,1.32,0,2,0,0,2,,,,,,26.053,2023-04-21,,,21.046,1.34,15.70597014925373,,0.06367005606766132,,,,,,0,1,0,0
BO-090-G2-008-12R,BO-090-G2-008-12R-2,8,BO_090,BO_029,G2,12R,2,236,TRUE,2022-10-31,2022-11-03,,,,,,,,,2.25,2.25,0,0,0,0,0,,0,,,,,,,,54.15,3.41,15.879765395894427,,0.06297322253000924,,,,,,0,0,0,0
BO-091-G1-008-21R,BO-091-G1-008-21R-2,8,BO_091,BO_173,G1,21R,2,245,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-06-02,42,,,,,,0,0,0,0,0,,0,,24.871,2023-04-21,24.871,2023-04-21,,,29.565,2.45,12.06734693877551,,0.08286825638423813,,-28.65,1.19,-28.65,1.19,1,0,0,0
BO-091-G1-009-14R,BO-091-G1-009-14R-3,9,BO_091,BO_173,G1,14R,3,263,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,0,0,0,0,0,,0,,17.768,2023-04-21,17.768,2023-04-21,,,37.389,2.65,14.109056603773587,,0.07087646099120061,,,,,,1,0,0,0
BO-091-G2-001-21L,BO-091-G2-001-21L-1,1,BO_091,BO_173,G2,21L,1,21,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,,,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,1,0,0,0
BO-094-G1-005-14L,BO-094-G1-005-14L-3,5,BO_094,BO_058,G1,14L,3,138,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,32,32,2,0,4,6,2,2,4,2.3,,,,,,,,,,,,,,,,,1,1,1,1
BO-094-G1-007-16L,BO-094-G1-007-16L-3,7,BO_094,BO_058,G1,16L,3,214,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,2.33,2.33,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,1,1,0,0
BO-094-G2-002-8L,BO-094-G2-002-8L-2,2,BO_094,BO_058,G2,8L,2,48,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-06-01,15,,,,,,2,1,1,3,3,0.5,1.5,7.22,22.551,2023-05-17,22.551,2023-05-17,,,,,,,,,-28.69,4.12,-28.69,4.12,1,1,1,1
BO-094-G2-005-13L,BO-094-G2-005-13L-3,5,BO_094,BO_058,G2,13L,3,137,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,,,0,0,0,0,0,,0,2.2975,,,,,,,,,,,,,-29.54,2.69,-29.54,2.69,1,0,0,0
BO-095-G1-004-9L,BO-095-G1-004-9L-5,4,BO_095,BO_109,G1,9L,5,106,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,,,0,0,0,0,0,,0,,26.968,2023-05-05,26.968,2023-05-05,36.892,2.86,36.892,2.86,12.899300699300701,12.899300699300701,0.07752358234847663,0.07752358234847663,-30.49,4.31,-30.49,4.31,1,0,0,0
BO-095-G1-009-20L,BO-095-G1-009-20L-5,9,BO_095,BO_109,G1,20L,5,269,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,,2,,,,4,1,6,12,5,1.5,7.5,3.67,,,,,94.992,5.57,94.992,5.57,17.054219030520645,17.054219030520645,0.05863651675930605,0.05863651675930605,,,,,1,1,1,1
BO-095-G1-010-14L,BO-095-G1-010-14L-4,10,BO_095,BO_109,G1,14L,4,293,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,13.02,13.02,2,1,7,7,3,3.5,10.5,1.518571429,21.002,2023-04-21,21.002,2023-04-21,,,102.778,5.29,19.42873345935728,,0.05147015898344003,,-30.07,3.71,-30.07,3.71,1,1,1,1
BO-095-G2-002-7L,BO-095-G2-002-7L-5,2,BO_095,BO_109,G2,7L,5,47,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,,,,,3,0,1,4,3,0.3333333333,1,2.36,18.028,2023-05-17,18.028,2023-05-17,,,,,,,,,-27.11,2.67,-27.11,2.67,1,1,1,1
BO-096-G1-002-14L,BO-096-G1-002-14L-5,2,BO_096,BO_032,G1,14L,5,54,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,3.39,3.39,1,0,1,1,1,1,1,6.09,,,,,,,32.519,2.09,15.55933014354067,,0.06427011900734955,,-30.45,1.93,-30.45,1.93,1,1,1,1
BO-098-G1-010-23R,BO-098-G1-010-23R-2,10,BO_098,BO_194,G1,23R,2,302,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,4.94,4.94,1,2,2,2,3,2,6,3.475,25.719,2023-04-21,25.719,2023-04-21,,,8.791,0.09,97.67777777777779,,0.010237743146399726,,-30.95,2.78,-30.95,2.78,1,1,1,1
BO-099-G1-001-24L,BO-099-G1-001-24L-1,1,BO_099,BO_033,G1,24L,1,24,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,6.78,6.78,1,2,0,3,3,0,0,,26.275,2023-05-05,26.275,2023-05-05,21.346,1.4,21.346,1.4,15.247142857142858,15.247142857142858,0.0655860582778975,0.0655860582778975,-30.67,3.96,-30.67,3.96,1,1,1,0
BO-099-G1-007-7L,BO-099-G1-007-7L-1,7,BO_099,BO_033,G1,7L,1,205,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,1,0,0,1,1,0,0,,,,,,,,40.338,2.79,14.458064516129033,,0.06916555109326193,,,,,,1,1,1,0
BO-099-G2-006-31R,BO-099-G2-006-31R-1,6,BO_099,BO_033,G2,31R,1,198,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,,1,,8.89,8.89,0,0,0,0,0,,0,,,,26.719,2023-04-21,,,23.137,2.04,11.341666666666667,,0.0881704628949302,,-29.32,3.36,-29.32,3.36,1,0,0,0
BO-104-G1-002-15L,BO-104-G1-002-15L-2,2,BO_104,BO_106,G1,15L,2,55,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,1,,,,,3,0,0,0,3,0,0,,28.056,2023-05-05,28.056,2023-05-05,,,,,,,,,-31.13,4.95,-31.13,4.95,1,1,1,0
BO-105-G1-009-12L,BO-105-G1-009-12L-5,9,BO_105,BO_128,G1,12L,5,261,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,12.62,12.62,3,0,3,3,3,1,3,5.076666667,24.086,2023-04-21,24.086,2023-04-21,,,28.058,1.95,14.388717948717948,,0.06949889514576948,,-30.18,3.93,-30.18,3.93,1,1,1,1
BO-106-G1-009-24R,BO-106-G1-009-24R-1,9,BO_106,BO_149,G1,24R,1,273,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,5.48,5.48,0,1,0,0,1,,,,24.019,2023-04-21,24.019,2023-04-21,13.584,0.81,13.584,0.81,16.77037037037037,16.77037037037037,0.059628975265017675,0.059628975265017675,-30.97,1.89,-30.97,1.89,1,1,0,0
BO-108-G1-010-19R,BO-108-G1-010-19R-3,10,BO_108,BO_162,G1,19R,3,298,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,15.39,15.39,1,1,0,0,2,0,0,,30.68,2023-04-21,30.68,2023-04-21,,,25.973,2.16,12.024537037037035,,0.08316328494975553,,-27.89,2.72,-27.89,2.72,1,1,1,0
BO-108-G2-005-32R,BO-108-G2-005-32R-5,5,BO_108,BO_162,G2,32R,5,156,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,,,2.09,2.09,1,0,2,2,1,2,2,1.305,,,,,,,,,,,,,,,,,1,1,1,1
BO-111-G1-003-6R,BO-111-G1-003-6R-4,3,BO_111,BO_170,G1,6R,4,77,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2,,,71.88,71.88,5,0,6,7,5,1.2,6,3.001666667,27.93,2023-05-05,27.93,2023-05-05,,,,,,,,,-28.94,3.79,-28.94,3.79,1,1,1,1
BO-111-G1-009-25L,BO-111-G1-009-25L-4,9,BO_111,BO_170,G1,25L,4,274,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,0,0,0,0,0,,0,,18.537,2023-04-21,18.537,2023-04-21,,,,,,,,,,,,,1,0,0,0
BO-115-G1-008-6R,BO-115-G1-008-6R-2,8,BO_115,BO_065,G1,6R,2,230,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,17.36,17.36,2,2,4,4,4,2,8,4.3525,23.463,2023-04-21,23.463,2023-04-21,,,47.744,4.91,9.723828920570265,,0.1028401474530831,,-29.9,0.95,-29.9,0.95,1,1,1,1
BO-115-G2-007-1L,BO-115-G2-007-1L-5,7,BO_115,BO_065,G2,1L,5,199,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,2,2,,39.59,39.59,5,1,30,32,6,6,36,4.626923077,,,,,,,90.5,6.7,13.507462686567164,,0.07403314917127071,,-30.26,2.91,-30.26,2.91,1,1,1,1
BO-115-G2-009-7R,BO-115-G2-009-7R-3,9,BO_115,BO_065,G2,7R,3,256,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2,,,9.75,9.75,0,3,0,0,3,,,,24.765,2023-05-05,24.765,2023-05-05,,,17.092,0.99,17.264646464646464,,0.05792183477650363,,-28.96,2.96,-28.96,2.96,1,1,0,0
BO-115-G2-010-7L,BO-115-G2-010-7L-4,10,BO_115,BO_065,G2,7L,4,286,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,,,0,6,0,0,6,,,,24.033,2023-04-21,24.033,2023-04-21,,,28.632,1.51,18.961589403973512,,0.05273819502654372,,-29.34,5.6,-29.34,5.6,1,1,0,0
BO-116-G1-007-5R,BO-116-G1-007-5R-1,7,BO_116,BO_183,G1,5R,1,203,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2,,,28.4,28.4,2,0,17,17,2,8.5,17,3.534117647,24.627,2023-05-05,24.627,2023-05-05,,,71.673,4.84,14.808471074380167,,0.06752891604927935,,-30.25,3.23,-30.25,3.23,1,1,1,1
BO-117-G1-006-20L,BO-117-G1-006-20L-4,6,BO_117,BO_073,G1,20L,4,188,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,5.78,5.78,0,2,0,0,2,,,,,,,,,,,,,,,,-28.6,1.34,-28.6,1.34,1,1,0,0
BO-117-G1-009-2R,BO-117-G1-009-2R-4,9,BO_117,BO_073,G1,2R,4,251,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,2,1,,40.75,40.75,4,3,13,14,7,3.25,22.75,2.503846154,,,,,,,49.732,3.36,14.801190476190477,,0.06756213303305718,,-27.76,4.44,-27.76,4.44,1,1,1,1
BO-118-G1-007-25R,BO-118-G1-007-25R-1,7,BO_118,BO_074,G1,25R,1,223,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,,,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,0
BO-118-G1-009-9L,BO-118-G1-009-9L-1,9,BO_118,BO_074,G1,9L,1,258,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,2,,,10.96,10.96,0,4,0,0,4,,,,23.118,2023-05-05,23.118,2023-05-05,,,58.598,4.83,12.132091097308487,,0.08242602136591694,,-29.31,4.17,-29.31,4.17,1,1,0,0
BO-120-G1-006-27L,BO-120-G1-006-27L-4,6,BO_120,BO_130,G1,27L,4,194,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,,,,3,3,2,0,2,5,2,1,2,2.35,25.09,2023-04-21,25.09,2023-04-21,,,39.22,2.1,18.676190476190474,,0.05354411014788374,,,,,,1,1,1,1
BO-121-G1-006-8R,BO-121-G1-006-8R-2,6,BO_121,BO_177,G1,8R,2,176,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-17,26,,2,,140.1,140.1,17,3,104,117,20,6.117647059,122.3529412,2.553777778,27.808,2023-04-21,27.808,2023-04-21,,,,,,,,,-30.82,4.39,-30.82,4.39,1,1,1,1
BO-121-G2-009-4R,BO-121-G2-009-4R-4,9,BO_121,BO_177,G2,4R,4,253,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,,,,10.35,10.35,0,2,0,0,2,,,,22.455,2023-04-21,22.455,2023-04-21,,,,,,,,,-29.73,3.26,-29.73,3.26,1,1,0,0
BO-122-G1-008-6L,BO-122-G1-008-6L-1,8,BO_122,BO_005,G1,6L,1,230,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-04-21,0,,,,11.6,11.6,3,1,9,13,4,3,12,3.708888889,27.152,2023-04-21,27.152,2023-04-21,,,,,,,,,-27.92,3.24,-27.92,3.24,1,1,1,1
BO-122-G1-008-7R,BO-122-G1-008-7R-2,8,BO_122,BO_005,G1,7R,2,231,TRUE,2022-10-31,2022-11-03,2023-04-21,172,169,2023-05-05,14,1,,,20.3,20.3,3,1,13,13,4,4.333333333,17.33333333,2.357692308,,,,,,,33.249,4.48,7.421651785714285,,0.13474089446299137,,-27.54,2.84,-27.54,2.84,1,1,1,1
