Sample ID,δ13CVPDB (‰),Total C (µg),C Comment,Tray Name,Well Id,Type of Material,Analysis,Sample Weight (mg) from Sample List,Internal ID,Analysis Number,Mass Spec
HR-035-G2-007-18L-1,-29.56,475.41,,Nemo2023HR5,E8,plant stem tissue,13C,1.74,2016629,699838,H
HR-050-G2-007-19R-1,-31.04,434.40,,Nemo2023HR5,E9,plant stem tissue,13C,1.66,2016630,699839,H
HR-150-G2-007-20L-4,-30.76,478.56,,Nemo2023HR5,E10,plant stem tissue,13C,1.33,2016631,699840,H
HR-127-G1-007-21R-5,-31.11,764.69,,Nemo2023HR5,E11,plant stem tissue,13C,2.41,2016632,699841,H
HR-087-G2-007-24R-5,-32.30,896.20,,Nemo2023HR5,E12,plant stem tissue,13C,3.15,2016633,699842,H
HR-087-G1-007-26L-5,-30.38,352.27,,Nemo2023HR5,F1,plant stem tissue,13C,1.23,2016634,699849,H
HR-131-G2-007-27L-5,-28.70,345.95,,Nemo2023HR5,F2,plant stem tissue,13C,0.87,2016635,699850,H
HR-083-G1-007-27R-5,-28.19,1139.51,,Nemo2023HR5,F3,plant stem tissue,13C,3.4,2016636,699851,H
HR-011-G2-007-28L-1,-30.54,595.10,,Nemo2023HR5,F4,plant stem tissue,13C,2.65,2016637,699852,H
HR-023-G2-007-28R-1,-30.77,921.21,,Nemo2023HR5,F5,plant stem tissue,13C,3.21,2016638,699853,H
HR-113-G2-007-29L-5,-30.20,620.26,,Nemo2023HR5,F6,plant stem tissue,13C,1.85,2016639,699854,H
HR-148-G2-007-30R-5,-30.59,711.36,,Nemo2023HR5,F7,plant stem tissue,13C,1.75,2016640,699855,H
HR-014-G1-007-31L-5,-30.60,349.11,,Nemo2023HR5,F8,plant stem tissue,13C,1.03,2016641,699856,H
HR-049-G2-007-31R-2,-29.51,585.66,,Nemo2023HR5,F9,plant stem tissue,13C,1.93,2016642,699857,H
HR-101-G1-007-32L-1,-31.47,986.80,,Nemo2023HR5,F10,plant stem tissue,13C,3.71,2016643,699858,H
HR-184-G2-007-32R-1,-29.52,1322.75,,Nemo2023HR5,F11,plant stem tissue,13C,4.07,2016644,699859,H
HR-113-G1-007-33L-5,-31.10,1260.71,,Nemo2023HR5,F12,plant stem tissue,13C,4.51,2016645,699860,H
HR-161-G1-007-33R-2,-31.08,1610.20,,Nemo2023HR5,G1,plant stem tissue,13C,4.64,2016646,699865,H
HR-168-G1-007-35L-1,-29.87,390.19,,Nemo2023HR5,G2,plant stem tissue,13C,1.09,2016647,699866,H
HR-088-G1-007-36R-3,-30.47,1424.94,,Nemo2023HR5,G3,plant stem tissue,13C,4.86,2016648,699867,H
HR-059-G2-007-37L-2,-32.00,1813.16,,Nemo2023HR5,G4,plant stem tissue,13C,5.07,2016649,699868,H
HR-195-G2-007-38L-2,-31.97,1619.44,,Nemo2023HR5,G5,plant stem tissue,13C,4.49,2016650,699869,H
HR-066-G2-007-38R-4,-31.41,399.67,,Nemo2023HR5,G6,plant stem tissue,13C,0.94,2016651,699870,H
HR-169-G1-007-39L-2,-30.39,626.55,,Nemo2023HR5,G7,plant stem tissue,13C,2.46,2016652,699871,H
HR-068-G1-007-39R-2,-30.72,484.87,,Nemo2023HR5,G8,plant stem tissue,13C,1.23,2016653,699872,H
HR-197-G2-007-40L-4,-30.50,535.29,,Nemo2023HR5,G9,plant stem tissue,13C,2.18,2016654,699873,H
HR-007-G2-007-41L-4,-31.55,342.79,,Nemo2023HR5,G10,plant stem tissue,13C,1.54,2016655,699874,H
HR-159-G1-007-42R-2,-30.67,532.14,,Nemo2023HR5,G11,plant stem tissue,13C,1.81,2016656,699875,H
HR-059-G2-007-45L-4,-31.53,387.04,,Nemo2023HR5,G12,plant stem tissue,13C,1.26,2016657,699876,H
HR-103-G1-008-1L-5,-31.40,1690.26,,Nemo2023HR5,H1,plant stem tissue,13C,5.74,2016658,699880,H
HR-147-G2-008-1R-2,-31.21,1412.57,,Nemo2023HR5,H2,plant stem tissue,13C,3.97,2016659,699881,H
HR-011-G2-008-2L-1,-30.43,1254.50,,Nemo2023HR5,H3,plant stem tissue,13C,3.46,2016660,699882,H
HR-001-G1-008-2R-2,-30.69,1932.69,,Nemo2023HR5,H4,plant stem tissue,13C,4.97,2016661,699883,H
HR-145-G1-008-3L-2,-30.27,342.79,,Nemo2023HR5,H5,plant stem tissue,13C,1.12,2016662,699884,H
HR-114-G1-008-3R-4,-30.29,374.40,,Nemo2023HR5,H6,plant stem tissue,13C,0.96,2016663,699885,H
HR-109-G1-008-4L-1,-29.36,1245.19,,Nemo2023HR5,H7,plant stem tissue,13C,4.23,2016664,699886,H
HR-155-G2-008-4R-4,-30.43,1530.01,,Nemo2023HR5,H8,plant stem tissue,13C,4.31,2016665,699887,H
HR-014-G2-008-6L-1,-31.21,557.33,,Nemo2023HR5,H9,plant stem tissue,13C,1.68,2016666,699888,H
HR-073-G1-008-6R-5,-31.38,1853.04,,Nemo2023HR5,H10,plant stem tissue,13C,5.01,2016667,699889,H
HR-046-G1-008-7L-1,-30.87,1745.60,,Nemo2023HR5,H11,plant stem tissue,13C,4.63,2016668,699890,H
HR-105-G1-008-7R-4,-31.07,1301.05,,Nemo2023HR5,H12,plant stem tissue,13C,4.61,2016669,699891,H
HR-113-G1-008-8L-3,-30.62,698.81,,Nemo2023HR6,A1,plant stem tissue,13C,2.12,2016670,699898,H
HR-046-G2-008-8R-3,-29.49,513.24,,Nemo2023HR6,A2,plant stem tissue,13C,2.04,2016671,699899,H
HR-176-G2-008-9L-4,-30.34,1613.28,,Nemo2023HR6,A3,plant stem tissue,13C,4.49,2016672,699900,H
HR-079-G1-008-10L-4,-30.44,1332.05,,Nemo2023HR6,A4,plant stem tissue,13C,3.87,2016673,699901,H
HR-010-G1-008-10R-5,-30.88,1733.31,,Nemo2023HR6,A5,plant stem tissue,13C,4.6,2016674,699902,H
HR-183-G2-008-11R-5,-29.78,811.70,,Nemo2023HR6,A6,plant stem tissue,13C,2.27,2016675,699903,H
HR-059-G2-008-12L-3,-28.63,893.07,,Nemo2023HR6,A7,plant stem tissue,13C,3.21,2016676,699904,H
HR-078-G2-008-12R-3,-30.31,538.44,,Nemo2023HR6,A8,plant stem tissue,13C,2.14,2016677,699905,H
HR-005-G1-008-13L-4,-30.48,1637.93,,Nemo2023HR6,A9,plant stem tissue,13C,5.28,2016678,699906,H
HR-023-G1-008-13R-3,-28.85,1285.54,,Nemo2023HR6,A10,plant stem tissue,13C,4.3,2016679,699907,H
HR-080-G1-008-14L-4,-30.74,258.62,,Nemo2023HR6,A11,plant stem tissue,13C,1.43,2016680,699908,H
HR-018-G1-008-14R-3,-30.29,443.86,,Nemo2023HR6,A12,plant stem tissue,13C,1.61,2016681,699909,H
HR-196-G1-008-15L-1,-30.37,1403.28,,Nemo2023HR6,B1,plant stem tissue,13C,4.69,2016682,699913,H
HR-165-G1-008-17L-5,-30.85,1105.27,,Nemo2023HR6,B2,plant stem tissue,13C,3.72,2016683,699914,H
HR-016-G2-008-18L-1,-30.34,503.78,,Nemo2023HR6,B3,plant stem tissue,13C,1.86,2016684,699915,H
HR-086-G2-008-19R-2,-29.61,336.47,,Nemo2023HR6,B4,plant stem tissue,13C,2,2016685,699916,H
HR-079-G2-008-20R-3,-30.61,1634.85,,Nemo2023HR6,B5,plant stem tissue,13C,4.68,2016686,699917,H
HR-041-G2-008-23L-1,-30.84,588.80,,Nemo2023HR6,B6,plant stem tissue,13C,2.13,2016687,699918,H
HR-118-G1-008-23R-2,-28.08,450.17,,Nemo2023HR6,B7,plant stem tissue,13C,2.16,2016688,699919,H
HR-047-G2-008-24L-4,-29.91,661.12,,Nemo2023HR6,B8,plant stem tissue,13C,2.68,2016689,699920,H
HR-019-G2-008-25R-1,-30.14,390.19,,Nemo2023HR6,B9,plant stem tissue,13C,1.17,2016690,699921,H
HR-035-G1-008-26L-2,-29.99,275.40,,Nemo2023HR6,B10,plant stem tissue,13C,1.69,2016691,699922,H
HR-019-G2-008-27L-3,-30.65,964.95,,Nemo2023HR6,B11,plant stem tissue,13C,2.71,2016692,699923,H
HR-027-G2-008-27R-1,-31.03,861.79,,Nemo2023HR6,B12,plant stem tissue,13C,3.2,2016693,699924,H
HR-004-G1-008-28L-2,-30.06,440.71,,Nemo2023HR6,C1,plant stem tissue,13C,2.08,2016694,699929,H
HR-164-G2-008-29R-2,-30.02,654.83,,Nemo2023HR6,C2,plant stem tissue,13C,1.98,2016695,699930,H
HR-123-G1-008-30L-5,-31.15,1600.95,,Nemo2023HR6,C3,plant stem tissue,13C,4.21,2016696,699931,H
HR-070-G1-008-30R-2,-30.56,993.04,,Nemo2023HR6,C4,plant stem tissue,13C,3.22,2016697,699932,H
HR-153-G2-008-31R-1,-30.27,1058.54,,Nemo2023HR6,C5,plant stem tissue,13C,2.92,2016698,699933,H
HR-032-G2-008-32L-2,-30.38,1733.31,,Nemo2023HR6,C6,plant stem tissue,13C,5.86,2016699,699934,H
HR-056-G2-008-32R-4,-32.05,387.04,,Nemo2023HR6,C7,plant stem tissue,13C,1.86,2016700,699935,H
HR-175-G2-008-33L-2,-29.52,861.79,,Nemo2023HR6,C8,plant stem tissue,13C,3.53,2016701,699936,H
HR-126-G1-008-33R-2,-31.48,1653.32,,Nemo2023HR6,C9,plant stem tissue,13C,4.49,2016702,699937,H
HR-169-G2-008-34L-1,-30.32,481.72,,Nemo2023HR6,C10,plant stem tissue,13C,2.67,2016703,699938,H
HR-124-G1-008-34R-5,-29.46,212.99,,Nemo2023HR6,C11,plant stem tissue,13C,0.79,2016704,699939,H
HR-183-G1-008-35R-3,-29.95,418.61,,Nemo2023HR6,C12,plant stem tissue,13C,2.17,2016705,699940,H
HR-006-G2-008-36L-1,-30.28,595.10,,Nemo2023HR6,D1,plant stem tissue,13C,2.68,2016706,699947,H
HR-131-G1-008-36R-2,-30.73,194.29,,Nemo2023HR6,D2,plant stem tissue,13C,1.48,2016707,699948,H
HR-152-G2-008-37L-5,-29.63,667.40,,Nemo2023HR6,D3,plant stem tissue,13C,1.73,2016708,699949,H
HR-064-G2-008-37R-4,-30.59,355.44,,Nemo2023HR6,D4,plant stem tissue,13C,1.51,2016709,699950,H
HR-107-G1-008-38L-3,-31.32,1285.54,,Nemo2023HR6,D5,plant stem tissue,13C,3.28,2016710,699951,H
HR-111-G2-008-38R-1,-30.67,1585.54,,Nemo2023HR6,D6,plant stem tissue,13C,5.3,2016711,699952,H
HR-064-G2-008-39L-5,-29.05,93.35,Precision decreases for samples containing less than 100ugC,Nemo2023HR6,D7,plant stem tissue,13C,1.22,2016712,699953,H
HR-044-G1-008-39R-2,-31.30,648.55,,Nemo2023HR6,D8,plant stem tissue,13C,1.94,2016713,699954,H
HR-178-G2-008-40L-3,-29.74,563.63,,Nemo2023HR6,D9,plant stem tissue,13C,2.13,2016714,699955,H
HR-027-G1-008-43L-4,-31.66,1260.71,,Nemo2023HR6,D10,plant stem tissue,13C,4.03,2016715,699956,H
HR-146-G2-008-43R-4,-30.95,989.92,,Nemo2023HR6,D11,plant stem tissue,13C,2.64,2016716,699957,H
HR-083-G1-008-44R-1,-30.18,836.75,,Nemo2023HR6,D12,plant stem tissue,13C,3.09,2016717,699958,H
HR-033-G1-008-45L-1,-30.41,613.26,,Nemo2023HR6,E1,plant stem tissue,13C,1.31,2016718,700600,H
HR-028-G1-008-45R-2,-30.03,1473.59,,Nemo2023HR6,E2,plant stem tissue,13C,3.73,2016719,700601,H
HR-190-G1-009-1L-2,-30.21,1340.48,,Nemo2023HR6,E3,plant stem tissue,13C,4.12,2016720,700602,H
HR-020-G1-009-1R-3,-30.77,509.45,,Nemo2023HR6,E4,plant stem tissue,13C,2.26,2016721,700603,H
HR-001-G1-009-2L-3,-30.32,616.40,,Nemo2023HR6,E5,plant stem tissue,13C,1.48,2016722,700604,H
HR-196-G2-009-2R-2,-31.19,898.49,,Nemo2023HR6,E6,plant stem tissue,13C,3.55,2016723,700605,H
HR-019-G1-009-3R-2,-30.92,1172.84,,Nemo2023HR6,E7,plant stem tissue,13C,4.17,2016724,700606,H
HR-148-G2-009-4L-5,-30.21,845.32,,Nemo2023HR6,E8,plant stem tissue,13C,3.2,2016725,700607,H
HR-086-G2-009-4R-1,-29.47,1343.58,,Nemo2023HR6,E9,plant stem tissue,13C,4.66,2016726,700608,H
HR-039-G1-009-5R-4,-29.52,1266.04,,Nemo2023HR6,E10,plant stem tissue,13C,3.54,2016727,700609,H
HR-034-G2-009-6L-5,-32.12,1160.40,,Nemo2023HR6,E11,plant stem tissue,13C,2.8,2016728,700610,H
HR-025-G1-009-7L-3,-29.55,1510.67,,Nemo2023HR6,E12,plant stem tissue,13C,4.02,2016729,700611,H
HR-080-G2-009-7R-2,-31.15,1241.21,,Nemo2023HR6,F1,plant stem tissue,13C,3.73,2016730,700618,H
HR-021-G2-009-8L-1,-27.62,1507.58,,Nemo2023HR6,F2,plant stem tissue,13C,5.08,2016731,700619,H
HR-118-G1-009-8R-3,-29.60,779.57,,Nemo2023HR6,F3,plant stem tissue,13C,2.62,2016732,700620,H
HR-032-G1-009-9L-5,-29.83,1057.66,,Nemo2023HR6,F4,plant stem tissue,13C,2.82,2016733,700621,H
HR-009-G1-009-9R-4,-29.32,1664.90,,Nemo2023HR6,F5,plant stem tissue,13C,5.6,2016734,700622,H
HR-015-G2-009-10L-5,-29.24,867.22,,Nemo2023HR6,F6,plant stem tissue,13C,2.08,2016735,700623,H
HR-137-G2-009-10R-1,-30.55,1451.94,,Nemo2023HR6,F7,plant stem tissue,13C,4.87,2016736,700624,H
HR-064-G1-009-11L-4,-29.97,1606.35,,Nemo2023HR6,F8,plant stem tissue,13C,5.24,2016737,700625,H
HR-105-G2-009-11R-5,-29.76,948.48,,Nemo2023HR6,F9,plant stem tissue,13C,3.15,2016738,700626,H
HR-114-G2-009-12L-2,-30.57,1334.28,,Nemo2023HR6,F10,plant stem tissue,13C,3.64,2016739,700627,H
HR-053-G2-009-13L-1,-30.25,1501.40,,Nemo2023HR6,F11,plant stem tissue,13C,4.33,2016740,700628,H
HR-139-G1-009-13R-3,-30.22,1210.14,,Nemo2023HR6,F12,plant stem tissue,13C,4.18,2016741,700629,H
HR-161-G1-009-14L-1,-29.52,638.40,,Nemo2023HR6,G1,plant stem tissue,13C,2.56,2016742,700634,H
HR-159-G2-009-14R-4,-30.83,1293.97,,Nemo2023HR6,G2,plant stem tissue,13C,3.29,2016743,700635,H
HR-115-G2-009-15L-5,-28.97,1324.98,,Nemo2023HR6,G3,plant stem tissue,13C,3.64,2016744,700636,H
HR-092-G2-009-15R-4,-30.21,1701.84,,Nemo2023HR6,G4,plant stem tissue,13C,5.59,2016745,700637,H
HR-174-G2-009-16L-4,-29.95,430.67,,Nemo2023HR6,G5,plant stem tissue,13C,1.17,2016746,700638,H
HR-116-G2-009-16R-2,-29.76,1439.57,,Nemo2023HR6,G6,plant stem tissue,13C,4.64,2016747,700639,H
HR-133-G1-009-17L-4,-31.29,1470.49,,Nemo2023HR6,G7,plant stem tissue,13C,4.66,2016748,700640,H
HR-038-G2-009-17R-1,-30.14,1560.07,,Nemo2023HR6,G8,plant stem tissue,13C,4.42,2016749,700641,H
HR-121-G1-009-18R-1,-30.28,1343.58,,Nemo2023HR6,G9,plant stem tissue,13C,4.79,2016750,700642,H
HR-023-G1-009-19L-3,-30.30,1575.50,,Nemo2023HR6,G10,plant stem tissue,13C,4.93,2016751,700643,H
HR-021-G1-009-19R-3,-30.02,436.97,,Nemo2023HR6,G11,plant stem tissue,13C,1.42,2016752,700644,H
HR-016-G1-009-20L-3,-30.44,663.52,,Nemo2023HR6,G12,plant stem tissue,13C,1.75,2016753,700645,H
HR-141-G2-009-20R-4,-30.25,603.83,,Nemo2023HR6,H1,plant stem tissue,13C,2.78,2016754,700649,H
HR-027-G1-009-21L-1,-30.61,1063.90,,Nemo2023HR6,H2,plant stem tissue,13C,3.14,2016755,700650,H
HR-126-G1-009-22L-3,-31.10,1001.54,,Nemo2023HR6,H3,plant stem tissue,13C,2.92,2016756,700651,H
HR-009-G2-009-22R-4,-31.12,455.89,,Nemo2023HR6,H4,plant stem tissue,13C,1.23,2016757,700652,H
HR-054-G1-009-23L-1,-30.33,1073.24,,Nemo2023HR6,H5,plant stem tissue,13C,4.09,2016758,700653,H
HR-127-G1-009-23R-4,-30.85,1284.66,,Nemo2023HR6,H6,plant stem tissue,13C,3.74,2016759,700654,H
HR-131-G1-009-24L-1,-30.53,835.93,,Nemo2023HR6,H7,plant stem tissue,13C,3.34,2016760,700655,H
HR-176-G2-009-24R-4,-30.69,1763.36,,Nemo2023HR6,H8,plant stem tissue,13C,5.34,2016761,700656,H
HR-112-G2-009-25L-2,-31.73,638.40,,Nemo2023HR6,H9,plant stem tissue,13C,1.53,2016762,700657,H
HR-136-G2-009-25R-5,-30.82,399.12,,Nemo2023HR6,H10,plant stem tissue,13C,2.58,2016763,700658,H
HR-141-G2-009-26L-2,-29.89,1172.84,,Nemo2023HR6,H11,plant stem tissue,13C,3.23,2016764,700659,H
HR-150-G1-009-26R-3,-29.88,1492.13,,Nemo2023HR6,H12,plant stem tissue,13C,5.22,2016765,700660,H
HR-050-G1-009-27L-5,-31.56,1371.47,,Nemo2023HR7,A1,plant stem tissue,13C,4.78,2016766,700666,H
HR-057-G1-009-27R-4,-30.00,1584.76,,Nemo2023HR7,A2,plant stem tissue,13C,4.43,2016767,700667,H
HR-148-G1-009-28L-3,-30.64,1757.21,,Nemo2023HR7,A3,plant stem tissue,13C,4.8,2016768,700668,H
HR-148-G2-009-28R-5,-29.88,1247.42,,Nemo2023HR7,A4,plant stem tissue,13C,4.34,2016769,700669,H
HR-162-G2-009-29L-2,-30.46,1498.31,,Nemo2023HR7,A5,plant stem tissue,13C,4.29,2016770,700670,H
HR-046-G2-009-29R-3,-29.74,1380.76,,Nemo2023HR7,A6,plant stem tissue,13C,4.28,2016771,700671,H
HR-147-G2-009-30L-1,-29.70,1343.58,,Nemo2023HR7,A7,plant stem tissue,13C,3.89,2016772,700672,H
HR-141-G2-009-30R-5,-30.80,348.61,,Nemo2023HR7,A8,plant stem tissue,13C,1.06,2016773,700673,H
HR-136-G1-009-31L-5,-29.97,235.42,,Nemo2023HR7,A9,plant stem tissue,13C,1.08,2016774,700674,H
HR-043-G1-009-31R-5,-29.29,1873.90,,Nemo2023HR7,A10,plant stem tissue,13C,5.69,2016775,700675,H
HR-037-G2-009-32L-3,-30.69,1138.63,,Nemo2023HR7,A11,plant stem tissue,13C,3.74,2016776,700676,H
HR-050-G2-009-33R-1,-30.54,323.34,,Nemo2023HR7,A12,plant stem tissue,13C,1.4,2016777,700677,H
HR-169-G2-009-34L-2,-30.84,939.11,,Nemo2023HR7,B1,plant stem tissue,13C,2.18,2016778,700681,H
HR-155-G2-009-34R-5,-30.25,1079.47,,Nemo2023HR7,B2,plant stem tissue,13C,3.91,2016779,700682,H
HR-201-G1-009-35L-5,-30.69,1095.05,,Nemo2023HR7,B3,plant stem tissue,13C,3.57,2016780,700683,H
HR-012-G1-009-35R-4,-30.15,550.37,,Nemo2023HR7,B4,plant stem tissue,13C,2.05,2016781,700684,H
HR-085-G1-009-36R-2,-30.30,704.32,,Nemo2023HR7,B5,plant stem tissue,13C,2.65,2016782,700685,H
HR-064-G1-009-37L-4,-31.44,1658.74,,Nemo2023HR7,B6,plant stem tissue,13C,5.27,2016783,700686,H
HR-180-G2-009-38L-1,-29.60,885.98,,Nemo2023HR7,B7,plant stem tissue,13C,3.03,2016784,700687,H
HR-092-G2-009-39L-3,-30.33,1051.43,,Nemo2023HR7,B8,plant stem tissue,13C,3.47,2016785,700688,H
HR-105-G2-009-40R-4,-30.25,351.77,,Nemo2023HR7,B9,plant stem tissue,13C,1.36,2016786,700689,H
HR-201-G2-009-41L-3,-30.69,402.28,,Nemo2023HR7,B10,plant stem tissue,13C,1.13,2016787,700690,H
HR-152-G1-009-42R-1,-29.34,421.20,,Nemo2023HR7,B11,plant stem tissue,13C,1.57,2016788,700691,H
HR-043-G2-009-44L-2,-29.64,992.18,,Nemo2023HR7,B12,plant stem tissue,13C,3.23,2016789,700692,H
HR-113-G2-009-44R-3,-31.59,399.12,,Nemo2023HR7,C1,plant stem tissue,13C,0.81,2016790,700697,H
HR-166-G2-009-45L-5,-30.49,351.77,,Nemo2023HR7,C2,plant stem tissue,13C,1.48,2016791,700698,H
HR-177-G1-009-45R-1,-30.54,773.30,,Nemo2023HR7,C3,plant stem tissue,13C,2.52,2016792,700699,H
HR-038-G1-009-46R-3,-30.98,757.63,,Nemo2023HR7,C4,plant stem tissue,13C,1.9,2016793,700700,H
