"cgplaid","newplantid","lds1","lds2","lds3","ld01","crosstype","yearcross","flat","site_patfam","SitemaxFloweringPl","DistNearestSite","mass","row","posi","ld.2004","fl.2004","hdct.2004","achct.2004","ld.2002","achct.2002","ld.2003","achct.2003","ld.2005","fl.2005","hdct.2005","achct.2005","ld.2006","fl.2006","hdct.2006","achct.2006","ld.2007","fl.2007","hdct.2007","achct.2007","ld.2008","fl.2008"
3279,774,1,1,1,1,"Br","2000","2","Stevens",56,9999,0.623195691202873,"12",0.0950000000000006,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3280,23,1,1,1,1,"Br","2000","3","NWLF",14,9999,1.92319569120287,"12",0.100000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3281,32,1,1,1,1,"Wi","2000","1","Stevens",56,170,0.823195691202872,"12",0.105,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,1024,1,1,1,1,"Br","1999","2","SPP",5044,9999,-1.24680430879713,"12",0.110000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3283,149,1,1,1,1,"Br","2000","3","SPP",5044,9999,1.33319569120287,"12",0.115,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3284,12,1,1,1,1,"Br","2000","1","SPP",5044,9999,1.28319569120287,"12",0.120000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3285,1172,1,1,1,0,"Br","1999","2","Lf",144,9999,0.683195691202872,"12",0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,507,1,1,1,1,"Br","2000","2","Stevens",56,9999,0.0231956912028721,"12",0.130000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3287,602,1,1,1,1,"Wr","2000","1","Lf",144,10,-0.0568043087971275,"12",0.135000000000002,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,149,1,0,0,0,0,0
3288,1031,1,1,1,1,"Wr","1999","1","Eriley",25,80,-1.22680430879713,"12",0.140000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3289,779,1,1,1,1,"Br","2000","3","NWLF",14,9999,0.503195691202872,"12",0.145000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3290,326,1,1,1,1,"Br","2000","1","Lf",144,9999,0.743195691202872,"12",0.15,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3291,888,1,1,1,1,"Wi","2000","2","NWLF",14,300,0.763195691202872,"12",0.155000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3292,778,1,1,1,0,"Br","2000","2","NWLF",14,9999,0.323195691202872,"12",0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293,891,1,1,1,1,"Br","2000","1","Lf",144,9999,0.833195691202872,"12",0.165000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3294,485,1,1,1,1,"Wi","2000","2","SPP",5044,600,0.113195691202872,"12",0.17,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3295,1087,1,1,1,1,"Br","1999","1","SPP",5044,9999,0.0931956912028729,"12",0.175000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3296,601,1,1,1,1,"Wr","2000","3","Lf",144,10,-0.0468043087971277,"12",0.180000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3297,185,1,1,1,0,"Wr","2000","1","NWLF",14,300,2.05319569120287,"12",0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,1023,1,1,1,1,"Br","1999","3","SPP",5044,9999,-1.04680430879713,"12",0.190000000000001,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3299,1088,1,1,1,1,"Wr","1999","1","Eriley",25,80,0.483195691202873,"12",0.195,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3301,515,1,1,1,1,"Br","2000","3","SPP",5044,9999,0.563195691202873,"12",0.205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302,765,1,1,1,1,"Br","2000","3","Lf",144,9999,-0.506804308797128,"12",0.210000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303,491,1,1,1,1,"Wi","2000","3","SPP",5044,600,-0.176804308797128,"12",0.215,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304,1164,1,1,1,1,"Wr","1999","2","Lf",144,10,-1.29680430879713,"12",0.220000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3305,361,1,1,1,1,"Wi","2000","3","Stevens",56,170,-1.17680430879713,"12",0.225000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3307,837,1,1,1,1,"Wi","2000","1","Stevens",56,170,0.0331956912028724,"12",0.235000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,798,1,1,1,1,"Wr","2000","3","Lf",144,10,0.223195691202873,"12",0.25,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3311,787,1,1,1,1,"Wr","2000","2","Lf",144,10,0.223195691202873,"12",0.255000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3312,1044,1,1,1,1,"Br","1999","3","Eriley",25,9999,-1.47680430879713,"12",0.260000000000002,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3313,75,1,1,1,1,"Wi","2000","1","SPP",5044,600,-0.826804308797128,"12",0.265000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3314,973,1,1,1,1,"Wr","1999","3","SPP",5044,600,-1.39680430879713,"12",0.270000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,114,1,0,0,0,0,0
3315,10,1,1,1,1,"Wr","2000","3","NWLF",14,300,0.993195691202872,"12",0.275,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3316,838,1,1,1,1,"Wi","2000","1","Stevens",56,170,0.613195691202872,"12",0.280000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3317,84,1,1,1,1,"Wr","2000","1","NWLF",14,300,0.243195691202872,"12",0.285,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3318,277,1,1,1,1,"Wi","2000","1","SPP",5044,600,-0.276804308797128,"12",0.290000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,725,1,1,1,1,"Wi","2000","3","NWLF",14,300,-0.076804308797128,"12",0.295,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3321,1010,1,1,1,1,"Wr","1999","2","SPP",5044,600,-1.01680430879713,"12",0.305000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3323,703,1,1,1,1,"Wi","2000","1","Stevens",56,170,-1.74680430879713,"12",0.315000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,1007,1,1,1,1,"Wr","1999","1","SPP",5044,600,-0.766804308797127,"12",0.325000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,972,1,1,1,0,"Wr","1999","1","SPP",5044,600,-0.196804308797128,"12",0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,35,1,1,1,1,"Wi","2000","1","Stevens",56,170,0.813195691202873,"12",0.335000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,104,1,1,1,1,"Wi","2000","2","SPP",5044,600,-0.926804308797128,"12",0.34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,751,1,1,1,1,"Wr","2000","1","Lf",144,10,-2.49680430879713,"12",0.345000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3330,443,1,1,1,1,"Br","2000","1","Stevens",56,9999,1.60319569120287,"12",0.350000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3331,687,1,1,1,1,"Br","2000","1","Lf",144,9999,-0.146804308797128,"13",-0.35,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3332,1050,1,1,1,1,"Br","1999","1","SPP",5044,9999,-0.486804308797128,"13",-0.344999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,180,1,0,0,0,1,1
3333,1063,1,1,1,1,"Br","1999","3","SPP",5044,9999,0.943195691202872,"13",-0.34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,1233,1,1,1,1,"Wi","1999","1","Stevens",56,170,-0.126804308797127,"13",-0.334999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3335,1032,1,1,1,1,"Br","1999","1","SPP",5044,9999,-1.11680430879713,"13",-0.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3336,15,1,1,1,1,"Br","2000","2","SPP",5044,9999,1.31319569120287,"13",-0.324999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3337,391,1,1,1,1,"Wi","2000","1","SPP",5044,600,-0.386804308797128,"13",-0.319999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3338,669,1,1,1,1,"Wi","2000","2","Eriley",25,80,0.0431956912028721,"13",-0.315,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3339,247,1,1,1,1,"Br","2000","3","NWLF",14,9999,0.173195691202872,"13",-0.309999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,223,1,1,1,171,1,0
3340,689,1,1,1,0,"Wi","2000","3","Eriley",25,80,-0.966804308797128,"13",-0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,1136,1,1,1,1,"Br","1999","1","Lf",144,9999,-1.37680430879713,"13",-0.299999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,47,1,1,1,16,1,0
3342,488,1,1,1,1,"Wi","2000","2","SPP",5044,600,0.213195691202872,"13",-0.295,1,1,1,143,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3343,114,1,1,1,1,"Wi","2000","2","SPP",5044,600,-0.606804308797127,"13",-0.289999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3344,1051,1,1,1,1,"Br","1999","3","SPP",5044,9999,-0.656804308797128,"13",-0.285,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3345,930,1,1,1,1,"Br","2000","3","Lf",144,9999,-0.426804308797128,"13",-0.279999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3346,1065,1,1,1,1,"Br","1999","2","SPP",5044,9999,1.10319569120287,"13",-0.274999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3347,405,1,1,1,1,"Br","2000","1","Eriley",25,9999,-1.27680430879713,"13",-0.27,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3348,528,1,1,1,1,"Br","2000","3","Lf",144,9999,0.663195691202872,"13",-0.264999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3349,285,1,1,1,1,"Wi","2000","2","SPP",5044,600,-0.166804308797128,"13",-0.26,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3350,482,1,1,1,1,"Br","2000","1","Lf",144,9999,1.29319569120287,"13",-0.254999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3351,1018,1,1,1,1,"Br","1999","1","SPP",5044,9999,-0.906804308797128,"13",-0.25,1,0,0,0,1,0,1,0,1,1,1,132,1,1,3,376,1,1,1,220,1,1
3353,407,1,1,1,1,"Br","2000","1","Eriley",25,9999,-1.10680430879713,"13",-0.239999999999998,1,0,0,0,1,0,1,0,1,0,0,0,1,1,4,279,1,1,2,384,1,1
3354,524,1,1,1,1,"Br","2000","1","Lf",144,9999,0.683195691202872,"13",-0.234999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3355,532,1,1,1,1,"Br","2000","1","Stevens",56,9999,0.543195691202872,"13",-0.229999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3357,192,1,1,1,1,"Br","2000","2","Lf",144,9999,2.19319569120287,"13",-0.219999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,175,1,0,0,0,1,1
3358,929,1,1,1,1,"Br","2000","2","Lf",144,9999,-0.216804308797128,"13",-0.215,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,2,346,0,0
3359,846,1,1,1,1,"Br","2000","2","Lf",144,9999,0.523195691202873,"13",-0.209999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,1,4,706,1,1,3,382,0,0
3360,565,1,1,1,1,"Br","2000","2","Eriley",25,9999,0.953195691202872,"13",-0.205,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3361,1099,1,1,1,1,"Br","1999","3","Lf",144,9999,0.0631956912028717,"13",-0.199999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,34,0,0
3362,86,1,1,1,1,"Wr","2000","1","NWLF",14,300,-0.00680430879712768,"13",-0.194999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,359,1,1,1,1,"Wi","2000","2","Stevens",56,170,-0.826804308797128,"13",-0.184999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3365,184,1,1,1,1,"Wr","2000","2","NWLF",14,300,2.15319569120287,"13",-0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3366,460,1,1,1,0,"Br","2000","2","Stevens",56,9999,-1.25680430879713,"13",-0.174999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,769,1,1,1,1,"Br","2000","1","Lf",144,9999,-0.166804308797128,"13",-0.17,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3368,840,1,1,1,1,"Wi","2000","3","Stevens",56,170,0.253195691202872,"13",-0.164999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,428,1,1,1,1,"Wi","2000","2","Lf",144,10,-0.476804308797127,"13",-0.149999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,270,0,0
3372,18,1,1,1,1,"Br","2000","3","NWLF",14,9999,0.273195691202873,"13",-0.145,1,1,1,166,1,0,1,0,1,1,1,184,1,1,2,310,1,1,4,549,0,0
3373,233,1,1,1,0,"Wr","2000","1","NWLF",14,300,1.00319569120287,"13",-0.139999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,676,1,1,1,1,"Wr","2000","1","Eriley",25,80,-0.226804308797128,"13",-0.135,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,222,0,0
3375,17,1,1,1,1,"Br","2000","3","NWLF",14,9999,0.233195691202873,"13",-0.129999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3376,832,1,1,1,1,"Br","2000","3","Lf",144,9999,0.383195691202872,"13",-0.125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,60,1,1,1,1,"Br","2000","3","SPP",5044,9999,0.363195691202872,"13",-0.119999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3378,608,1,1,1,1,"Br","2000","1","NWLF",14,9999,-1.40680430879713,"13",-0.114999999999998,1,0,0,0,1,0,1,0,1,0,0,0,1,1,2,293,1,0,0,0,0,0
3379,538,1,1,1,1,"Wr","2000","3","NWLF",14,300,0.933195691202872,"13",-0.109999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3380,1171,1,1,1,1,"Br","1999","3","Lf",144,9999,0.893195691202872,"13",-0.104999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3381,1006,1,1,1,0,"Wr","1999","2","SPP",5044,600,-0.926804308797128,"13",-0.0999999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3382,927,1,1,1,1,"Br","2000","2","Lf",144,9999,0.0831956912028722,"13",-0.0949999999999989,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,165,1,0
3383,1103,1,1,1,1,"Br","1999","1","Lf",144,9999,-1.13680430879713,"13",-0.0899999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3386,586,1,1,1,1,"Wr","2000","3","Lf",144,10,1.04319569120287,"13",-0.0749999999999993,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3387,1106,1,1,1,1,"Br","1999","1","Eriley",25,9999,-1.19680430879713,"13",-0.0699999999999985,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3388,833,1,1,1,1,"Br","2000","2","Lf",144,9999,1.57319569120287,"13",-0.0649999999999995,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3389,642,1,1,1,1,"Br","2000","1","Lf",144,9999,0.113195691202872,"13",-0.0599999999999987,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3390,243,1,1,1,1,"Br","2000","3","NWLF",14,9999,0.583195691202872,"13",-0.0549999999999997,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3391,180,1,1,1,1,"Br","2000","1","Stevens",56,9999,1.69319569120287,"13",-0.0499999999999989,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3392,619,1,1,1,1,"Wi","2000","2","NWLF",14,300,-0.416804308797127,"13",-0.0449999999999999,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3394,790,1,1,1,1,"Br","2000","1","Stevens",56,9999,0.663195691202872,"13",-0.0350000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,67,1,0,0,0,1,0
3395,1004,1,1,1,1,"Wr","1999","2","SPP",5044,600,-0.986804308797128,"13",-0.0299999999999994,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3396,1084,1,1,1,1,"Br","1999","3","SPP",5044,9999,-0.00680430879712768,"13",-0.0249999999999986,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,131,1,0,0,0,1,0
3397,342,1,1,1,1,"Br","2000","3","NWLF",14,9999,0.523195691202873,"13",-0.0199999999999996,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,275,1,1
3398,191,1,1,1,1,"Br","2000","1","Lf",144,9999,2.53319569120287,"13",-0.0149999999999988,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,209,1,0,0,0,1,1
3399,1014,1,1,1,0,"Br","1999","3","Eriley",25,9999,-1.25680430879713,"13",-0.00999999999999979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,757,1,1,1,1,"Wr","2000","2","Stevens",56,170,0.0331956912028724,"13",-0.00499999999999901,1,0,0,0,1,0,1,0,1,0,0,0,1,1,2,365,1,0,0,0,0,0
3401,416,1,1,1,1,"Br","2000","1","Stevens",56,9999,-0.556804308797128,"13",0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3402,92,1,1,1,1,"Br","2000","2","Lf",144,9999,0.273195691202873,"13",0.00500000000000078,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3403,589,1,1,1,1,"Wr","2000","1","Lf",144,10,0.593195691202872,"13",0.0100000000000016,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3404,27,1,1,1,1,"Br","2000","3","Lf",144,9999,0.423195691202872,"13",0.0150000000000006,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3405,555,1,1,1,1,"Br","2000","3","SPP",5044,9999,0.733195691202873,"13",0.0200000000000014,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3406,521,1,1,1,1,"Br","2000","3","Lf",144,9999,0.593195691202872,"13",0.0250000000000004,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3407,207,1,1,1,1,"Br","2000","1","SPP",5044,9999,0.623195691202873,"13",0.0300000000000011,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3408,865,1,1,1,1,"Br","2000","1","NWLF",14,9999,1.37319569120287,"13",0.0350000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3409,332,1,1,1,1,"Br","2000","2","Lf",144,9999,0.773195691202873,"13",0.0400000000000009,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3410,278,1,1,1,1,"Wi","2000","3","SPP",5044,600,-0.266804308797127,"13",0.0449999999999999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3411,446,1,1,1,1,"Wi","2000","3","Eriley",25,80,1.08319569120287,"13",0.0500000000000007,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3412,1138,1,1,1,1,"Br","1999","2","Lf",144,9999,-1.56680430879713,"13",0.0550000000000015,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,125,1,0
3413,864,1,1,1,1,"Br","2000","1","NWLF",14,9999,1.17319569120287,"13",0.0600000000000005,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
3414,808,1,1,1,1,"Wr","2000","1","NWLF",14,300,1.61319569120287,"13",0.0650000000000013,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,609,1,1,1,1,"Wi","2000","1","Lf",144,10,-1.72680430879713,"13",0.0700000000000003,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,365,1,1,1,1,"Wi","2000","2","Lf",144,10,-1.67680430879713,"13",0.0750000000000011,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3417,975,1,1,1,1,"Wr","1999","2","SPP",5044,600,-0.496804308797127,"13",0.0800000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,52,1,0,0,0,1,0
3418,1175,1,1,1,1,"Br","1999","3","Lf",144,9999,0.543195691202872,"13",0.0850000000000009,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,13,1,0,0,0,1,0
3419,281,1,1,1,1,"Wi","2000","3","SPP",5044,600,-0.296804308797128,"13",0.0899999999999999,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3421,817,1,1,1,1,"Br","2000","2","SPP",5044,9999,2.26319569120287,"13",0.100000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,206,1,1,1,1,"Br","2000","1","SPP",5044,9999,-0.156804308797128,"13",0.105,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,504,1,1,1,1,"Wi","2000","3","Lf",144,10,-0.626804308797127,"13",0.110000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3424,85,1,1,1,1,"Wr","2000","1","NWLF",14,300,0.213195691202872,"13",0.115,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,536,1,1,1,1,"Br","2000","1","Lf",144,9999,0.543195691202872,"13",0.120000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,604,1,1,1,1,"Wr","2000","3","Lf",144,10,0.383195691202872,"13",0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,819,1,1,1,1,"Br","2000","2","SPP",5044,9999,0.483195691202873,"13",0.130000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3428,945,1,1,1,0,"Wi","2000","2","Lf",144,10,-0.656804308797128,"13",0.135000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3429,991,1,1,1,1,"Wr","1999","3","SPP",5044,600,-1.17680430879713,"13",0.140000000000001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3430,566,1,1,1,1,"Br","2000","1","Stevens",56,9999,1.48319569120287,"13",0.145000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3431,87,1,1,1,1,"Wr","2000","1","NWLF",14,300,0.233195691202873,"13",0.15,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3432,59,1,1,1,1,"Br","2000","2","SPP",5044,9999,0.343195691202872,"13",0.155000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3434,624,1,1,1,1,"Br","2000","2","Lf",144,9999,-0.656804308797128,"13",0.165000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3435,764,1,1,1,1,"Br","2000","2","NWLF",14,9999,-0.156804308797128,"13",0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3436,1085,1,1,1,1,"Br","1999","3","SPP",5044,9999,0.473195691202873,"13",0.175000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3437,818,1,1,1,1,"Br","2000","3","SPP",5044,9999,1.03319569120287,"13",0.180000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
3438,963,1,1,1,1,"Wi","2000","3","Eriley",25,80,-1.03680430879713,"13",0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3439,472,1,1,1,1,"Br","2000","3","Lf",144,9999,0.833195691202872,"13",0.190000000000001,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3440,784,1,1,1,1,"Wr","2000","2","Lf",144,10,0.613195691202872,"13",0.195,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
