ID	Block	Pop	CrossPop	SurvWin1	ReprS1	TotFr1	Seed1	Samp1	FruitSeed1	FruitSeedcr1	FruitSeedR1	SurvWin2	ReprS2	TotFr2	Seed2	Samp2	FruitSeed2	FruitSeedcr2	FruitSeedR2	SurvWin3	ReprS3	TotFr3	Seed3	Samp3	FruitSeed3	FruitSeedcr3	FruitSeedR3
300	S3	D	DA 	1	1	32	17	3	181.3333333	5.660123166	181	1	1	2	1	1	2	1.25992105	2	1	1	14	4	3	18.66666667	2.652704805	19
301	S3	D	DB	1	1	16	27	3	144	5.241482788	144	1	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0
302	S3	D	DA 	1	1	27	4	3	36	3.301927249	36	1	1	18	21	3	126	5.013297935	126	1	0	0	0	3	0	0	0
303	S3	B	B	1	1	22	11	3	80.66666667	4.320805367	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	S3	D	DA 	1	1	46	11	3	168.6666667	5.525137461	169	1	1	24	17	3	136	5.142563181	136	1	1	23	2	3	15.33333333	2.484346638	15
306	S3	C 	CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	S3	C	CA	1	1	25	30	3	250	6.299605249	250	1	1	19	20	3	126.6666667	5.022124182	127	1	1	28	6	3	56	3.825862366	56
309	S3	D	DA 	1	1	18	9	3	54	3.77976315	54	1	1	9	23	3	69	4.10156593	69	1	1	15	15	3	75	4.217163327	75
311	S3	D	DA 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	S3	D	DA 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	S3	D	DA 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	S3	D	DA 	1	1	19	43	3	272.3333333	6.481869264	272	1	0	0	0	0	0	0	0	1	1	4	3	1	12	2.289428485	12
321	S3	C 	CB	1	1	28	28	3	261.3333333	6.393395965	261	1	1	18	16	3	96	4.57885697	96	1	1	23	7	3	53.66666667	3.771969802	54
322	S3	D	DA 	1	1	38	25	3	316.6666667	6.816071176	317	1	1	12	10	3	40	3.419951893	40	1	1	25	9	3	75	4.217163327	75
325	S3	D	DA 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	S3	D	DA 	1	1	13	15	3	65	4.020725759	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	S3	D	DB	1	1	3	6	2	9	2.080083823	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	S3	D	DA 	1	1	19	7	3	44.33333333	3.539240938	44	1	0	0	0	0	0	0	0	1	1	2	1	2	1	1	1
331	S3	C 	CB	1	1	3	15	2	22.5	2.823108087	23	1	0	0	0	0	0	0	0	1	1	3	15	2	22.5	2.823108087	23
332	S3	C 	CB	1	1	12	42	3	168	5.517848353	168	1	0	0	0	0	0	0	0	1	1	6	17	3	34	3.239611801	34
333	S3	D	DA 	1	1	23	40	3	306.6666667	6.74355428	307	1	1	18	14	3	84	4.37951914	84	1	1	21	14	3	98	4.610436292	98
334	S3	B	B	1	1	15	7	3	35	3.27106631	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	S3	D	DB	1	1	25	2	3	16.66666667	2.554364775	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	S3	B	B	1	1	28	14	3	130.6666667	5.074441741	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	S3	A	A	1	1	7	46	3	107.3333333	4.752384152	107	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
339	S3	D	DB	1	1	3	12	3	12	2.289428485	12	1	1	6	7	3	14	2.410142264	14	1	1	3	2	3	2	1.25992105	2
340	S3	D	DB	1	1	14	12	3	56	3.825862366	56	1	1	8	4	3	10.66666667	2.201284833	11	1	1	7	1	3	2.333333333	1.326352403	2
341	S3	D	DB	1	1	3	13	3	13	2.351334688	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	S3	D	DB	1	1	37	12	3	148	5.289572473	148	1	1	11	3	3	11	2.223980091	11	1	1	16	5	3	26.66666667	2.987603164	27
343	S3	D	DA 	1	1	16	16	3	85.33333333	4.402569665	85	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
344	S3	D	DB	1	1	2	10	2	10	2.15443469	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	S3	A	A	1	1	5	51	3	85	4.396829672	85	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
346	S3	A	A	1	1	16	24	3	128	5.0396842	128	1	1	6	12	3	24	2.884499141	24	1	1	7	20	3	46.66666667	3.600274328	47
347	S3	D	DA 	1	1	41	31	3	423.6666667	7.510602289	424	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	S3	C 	CB	1	1	58	54	3	1044	10.14456664	1044	1	1	21	6	3	42	3.476026645	42	1	1	19	4	3	25.33333333	2.936956038	25
349	S3	D	DB	1	1	33	1	3	11	2.223980091	11	1	1	19	2	3	12.66666667	2.331063553	13	1	1	18	2	3	12	2.289428485	12
351	S3	B	B	1	1	4	4	1	16	2.5198421	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	S3	C 	CB	1	1	71	35	3	828.3333333	9.391501801	828	1	1	40	4	3	53.33333333	3.764144115	53	1	1	29	8	3	77.33333333	4.260451019	77
353	S3	D	DA 	1	1	3	45	3	45	3.556893304	45	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
354	S3	D	DB	1	1	45	47	3	705	8.900130453	705	1	1	12	21	3	84	4.37951914	84	1	1	10	4	3	13.33333333	2.371262203	13
355	S3	D	DB	1	1	13	4	3	17.33333333	2.587978692	17	1	1	6	14	3	28	3.036588972	28	0	0	0	0	0	0	0	0
356	S3	B	B	1	1	10	21	3	70	4.1212853	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
357	S3	D	DB	1	1	33	35	3	385	7.274786349	385	1	1	10	18	3	60	3.914867641	60	0	0	0	0	0	0	0	0
358	S3	D	DA 	1	1	14	28	3	130.6666667	5.074441741	131	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361	S3	A	A	1	1	11	44	3	161.3333333	5.443873634	161	1	1	7	28	3	65.33333333	4.027587079	65	1	1	11	17	3	62.33333333	3.964971932	62
362	S3	D	DA 	1	1	24	3	3	24	2.884499141	24	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
365	S3	D	DB	1	1	15	14	3	70	4.1212853	70	1	1	6	14	3	28	3.036588972	28	1	1	13	1	3	4.333333333	1.630324415	4
367	S3	D	DB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	S3	B	B	1	1	23	27	3	207	5.9154817	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370	S3	D	DB	1	1	27	16	3	144	5.241482788	144	1	1	20	3	3	20	2.714417617	20	1	0	0	0	3	0	0	0
371	S3	D	DA 	1	1	44	30	3	440	7.605904922	440	1	1	9	12	3	36	3.301927249	36	1	1	22	2	3	14.66666667	2.447806821	15
372	S3	D	DB	1	1	17	29	3	164.3333333	5.477409636	164	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374	S3	C	CA	1	1	13	2	2	13	2.351334688	13	1	1	4	7	3	9.333333333	2.105453199	9	1	1	18	3	3	18	2.620741394	18
375	S3	D	DB	1	1	16	37	3	197.3333333	5.821927827	197	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	S3	D	DA 	1	1	28	22	3	205.3333333	5.899562673	205	1	0	0	0	0	0	0	0	1	1	11	1	3	3.666666667	1.54202167	4
377	S3	D	DA 	1	1	18	12	3	72	4.160167646	72	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
379	S3	D	DA 	1	1	20	19	3	126.6666667	5.022124182	127	1	1	12	6	3	24	2.884499141	24	1	0	0	0	3	0	0	0
380	S3	C 	CA	1	1	12	23	3	92	4.514357435	92	1	1	10	3	3	10	2.15443469	10	1	1	6	5	3	10	2.15443469	10
382	S3	A	A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	S3	A	A	1	1	25	34	3	283.3333333	6.567991121	283	1	1	4	4	3	5.333333333	1.747160929	5	1	0	0	0	0	0	0	0
385	S3	C 	CB	1	1	12	6	3	24	2.884499141	24	1	1	5	1	2	2.5	1.357208808	3	1	1	34	1	3	11.33333333	2.246221367	11
386	S3	B	B	1	1	13	25	3	108.3333333	4.767097509	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387	S3	A	A	1	1	5	45	3	75	4.217163327	75	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
389	S3	C 	CB	1	1	3	8	3	8	2	8	1	1	1	4	1	4	1.587401052	4	1	0	0	0	0	0	0	0
390	S3	C 	CB	1	1	11	40	3	146.6666667	5.273639929	147	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
391	S3	A	A	1	1	37	26	3	320.6666667	6.844650425	321	1	1	22	29	3	212.6666667	5.968975661	213	1	1	7	43	3	100.3333333	4.646740434	100
393	S3	C 	CB	1	1	17	13	3	73.66666667	4.192023156	74	1	1	16	10	3	53.33333333	3.764144115	53	1	0	0	0	3	0	0	0
394	S3	D	DB	1	1	12	14	3	56	3.825862366	56	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
395	S3	B	B	1	1	6	24	3	48	3.634241186	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	S3	B	B	1	1	6	40	3	80	4.30886938	80	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	S3	B	B	1	1	4	10	2	20	2.714417617	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	S3	D	DA 	1	1	17	20	3	113.3333333	4.839337234	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	S3	D	DB	1	1	51	25	3	425	7.518472981	425	1	1	6	4	3	8	2	8	1	1	22	14	3	102.6666667	4.682485997	103
404	S3	D	DB	1	1	10	38	3	126.6666667	5.022124182	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	S3	D	DB	1	1	17	4	3	22.66666667	2.830061583	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	S4	D	DA 	1	1	2	21	2	21	2.758924176	21	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
408	S4	A	A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	S4	A	A	1	1	7	15	3	35	3.27106631	35	1	1	6	26	3	52	3.732511157	52	1	0	0	0	0	0	0	0
411	S4	A	A	1	1	7	45	3	105	4.71769398	105	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
412	S4	D	DB	1	1	18	7	3	42	3.476026645	42	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
413	S4	D	DB	1	1	4	15	3	20	2.714417617	20	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
416	S4	A	A	1	1	9	51	3	153	5.348481241	153	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
417	S4	D	DB	1	1	8	23	3	61.33333333	3.943654466	61	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
420	S4	D	DA 	1	1	8	7	3	18.66666667	2.652704805	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421	S4	D	DB	1	1	22	14	3	102.6666667	4.682485997	103	1	1	16	19	3	101.3333333	4.662127104	101	1	1	18	3	3	18	2.620741394	18
422	S4	D	DB	1	1	57	18	3	342	6.993190657	342	1	1	18	4	3	24	2.884499141	24	1	1	23	1	3	7.666666667	1.971827233	8
424	S4	D	DB	1	1	14	4	3	18.66666667	2.652704805	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425	S4	A	A	1	1	10	22	3	73.33333333	4.185690785	73	1	1	3	17	3	17	2.571281591	17	1	0	0	0	0	0	0	0
426	S4	B	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	S4	D	DA 	1	1	14	30	3	140	5.192494102	140	1	1	5	13	3	21.66666667	2.787815536	22	1	1	7	1	3	2.333333333	1.326352403	2
429	S4	C 	CB	1	1	13	31	3	134.3333333	5.121469576	134	1	1	4	28	3	37.33333333	3.342198623	37	1	1	8	17	3	45.33333333	3.565654161	45
432	S4	C 	CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	S4	D	DA 	1	1	2	9	2	9	2.080083823	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434	S4	C 	CA	1	1	3	26	3	26	2.962496068	26	1	0	0	0	0	0	0	0	1	1	2	10	2	10	2.15443469	10
435	S4	D	DA 	1	1	4	13	3	17.33333333	2.587978692	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	S4	B	B	1	1	5	1	1	5	1.709975947	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
439	S4	C 	CB	1	1	16	30	3	160	5.428835233	160	1	1	11	21	3	77	4.254320865	77	1	1	8	3	3	8	2	8
440	S4	D	DA 	1	1	17	15	3	85	4.396829672	85	1	1	2	9	2	9	2.080083823	9	1	1	7	18	3	42	3.476026645	42
444	S4	C 	CB	1	1	8	2	3	5.333333333	1.747160929	5	1	0	0	0	3	0	0	0	1	1	18	3	3	18	2.620741394	18
445	S4	B	B	1	1	3	14	3	14	2.410142264	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	S4	C 	CA	1	1	4	31	3	41.33333333	3.457536792	41	1	0	0	0	0	0	0	0	1	1	3	3	3	3	1.44224957	3
449	S4	A	A	1	1	2	4	2	4	1.587401052	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
451	S4	D	DA 	1	1	12	27	3	108	4.762203156	108	1	1	5	1	3	1.666666667	1.185631102	2	1	1	2	1	2	1	1	1
452	S4	C 	CB	1	1	27	41	3	369	7.1725809	369	1	1	2	6	2	6	1.817120593	6	1	1	18	2	3	12	2.289428485	12
453	S4	A	A	1	1	12	34	3	136	5.142563181	136	1	1	8	17	3	45.33333333	3.565654161	45	1	1	4	21	3	28	3.036588972	28
454	S4	D	DA 	1	1	26	10	3	86.66666667	4.425381314	87	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
456	S4	D	DA 	1	1	46	10	3	153.3333333	5.352362578	153	1	1	2	8	2	8	2	8	1	1	6	4	1	24	2.884499141	24
457	S4	D	DB	1	1	9	10	3	30	3.107232506	30	1	1	14	14	3	65.33333333	4.027587079	65	1	1	9	6	3	18	2.620741394	18
458	S4	D	DB	1	1	27	7	3	63	3.979057208	63	1	1	18	3	3	18	2.620741394	18	1	1	13	2	3	8.666666667	2.054080049	9
463	S4	D	DB	1	1	11	16	3	58.66666667	3.885651122	59	1	1	4	2	2	4	1.587401052	4	1	1	2	8	2	8	2	8
464	S4	D	DB	1	1	8	30	3	80	4.30886938	80	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
465	S4	C 	CB	1	1	7	7	3	16.33333333	2.53722087	16	1	1	4	11	3	14.66666667	2.447806821	15	0	0	0	0	0	0	0	0
467	S4	D	DA 	1	1	24	21	3	168	5.517848353	168	1	1	15	11	3	55	3.802952461	55	1	1	14	5	3	23.33333333	2.857539627	23
468	S4	D	DB	1	1	13	19	3	82.33333333	4.350360358	82	1	1	13	13	3	56.33333333	3.83343835	56	1	1	5	11	3	18.33333333	2.636819964	18
469	S4	C	CA	1	1	9	34	3	102	4.672328728	102	1	1	5	12	3	20	2.714417617	20	1	1	5	6	3	10	2.15443469	10
470	S4	C	CA	1	1	23	5	3	38.33333333	3.37177714	38	1	0	0	0	2	0	0	0	1	1	16	1	3	5.333333333	1.747160929	5
471	S4	B	B	1	1	32	15	3	160	5.428835233	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
472	S4	A	A	1	1	4	12	3	16	2.5198421	16	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
473	S4	B	B	1	1	33	21	3	231	6.13579244	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	S4	B	B	1	1	5	19	3	31.66666667	3.163739986	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	S4	D	DB	1	1	23	8	3	61.33333333	3.943654466	61	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
476	S4	D	DA 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478	S4	D	DB	1	1	26	33	3	286	6.588532275	286	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480	S4	D	DB	1	1	4	2	3	2.666666667	1.386722549	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481	S4	D	DB	1	1	25	16	3	133.3333333	5.108729549	133	1	1	13	16	3	69.33333333	4.108160098	69	1	1	15	4	3	20	2.714417617	20
482	S4	D	DA 	1	1	36	12	3	144	5.241482788	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
483	S4	B	B	1	1	16	22	3	117.3333333	4.895613641	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484	S4	D	DA 	1	1	30	9	3	90	4.481404747	90	1	0	0	0	0	0	0	0	1	1	10	14	3	46.66666667	3.600274328	47
485	S4	C 	CB	1	1	17	18	3	102	4.672328728	102	1	1	5	5	3	8.333333333	2.027400665	8	1	1	9	5	3	15	2.466212074	15
487	S4	B	B	1	1	27	18	3	162	5.451361778	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
490	S4	B	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
493	S4	D	DB	1	1	11	27	3	99	4.626065009	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494	S4	D	DB	1	1	12	10	3	40	3.419951893	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495	S4	D	DB	1	1	3	21	3	21	2.758924176	21	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
496	S4	D	DA 	1	1	15	5	3	25	2.924017738	25	1	1	3	2	1	6	1.817120593	6	1	1	7	2	3	4.666666667	1.671099312	5
497	S4	B	B	1	1	27	10	3	90	4.481404747	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
498	S4	D	DA 	1	1	49	9	3	147	5.277632088	147	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
500	S4	D	DB	1	1	33	9	3	99	4.626065009	99	1	1	4	8	3	10.66666667	2.201284833	11	1	1	6	2	3	4	1.587401052	4
501	S4	C 	CB	1	1	31	4	3	41.33333333	3.457536792	41	1	1	14	11	3	51.33333333	3.716491598	51	1	1	11	8	3	29.33333333	3.084043339	29
502	S4	D	DB	1	1	59	8	3	157.3333333	5.398505912	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	S4	C 	CB	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
506	S4	C 	CB	1	1	4	15	3	20	2.714417617	20	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
507	S4	A	A	1	1	2	18	2	18	2.620741394	18	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
509	S4	D	DB	1	1	4	2	3	2.666666667	1.386722549	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
510	S4	D	DA 	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
511	S4	D	DA 	1	1	31	23	3	237.6666667	6.194259921	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512	S4	B	B	1	1	36	21	3	252	6.316359598	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
514	S4	D	DA 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
516	S4	D	DB	1	1	16	21	3	112	4.820284528	112	1	1	6	1	3	2	1.25992105	2	1	0	0	0	3	0	0	0
517	S4	D	DA 	1	1	51	9	3	153	5.348481241	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
519	S4	D	DA 	1	1	16	10	3	53.33333333	3.764144115	53	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
522	S4	B	B	1	1	2	2	1	4	1.587401052	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
523	S4	A	A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	S4	A	A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
525	S4	B	B	1	1	3	14	3	14	2.410142264	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
526	S4	D	DA 	1	1	28	20	3	186.6666667	5.715079255	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
527	S4	C 	CB	1	1	89	3	3	89	4.464745096	89	1	1	49	10	3	163.3333333	5.466276659	163	1	1	61	2	3	40.66666667	3.438847039	41
528	S4	D	DA 	1	1	10	31	3	103.3333333	4.692599388	103	1	0	0	0	1	0	0	0	1	1	7	2	3	4.666666667	1.671099312	5
529	S4	B	B	1	1	28	14	3	130.6666667	5.074441741	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
533	S4	D	DA 	1	0	0	0	0	0	0	0	1	1	3	6	3	6	1.817120593	6	1	0	0	0	2	0	0	0
534	S4	D	DB	1	1	18	20	3	120	4.932424149	120	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0
536	S4	D	DA 	1	1	9	12	3	36	3.301927249	36	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
537	S4	D	DA 	1	1	7	28	3	65.33333333	4.027587079	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
538	S4	D	DB	1	1	2	10	2	10	2.15443469	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
540	S4	A	A	1	1	5	55	3	91.66666667	4.508898715	92	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
541	S5	B	B	1	1	11	16	3	58.66666667	3.885651122	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
543	S5	C 	CA	1	1	7	7	3	16.33333333	2.53722087	16	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
544	S5	D	DA 	1	1	28	29	3	270.6666667	6.46861929	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
545	S5	C 	CB	1	1	12	38	3	152	5.336803297	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
546	S5	D	DB	1	1	16	9	3	48	3.634241186	48	1	0	0	0	0	0	0	0	1	1	6	7	3	14	2.410142264	14
547	S5	C 	CB	1	1	6	20	3	40	3.419951893	40	1	0	0	0	0	0	0	0	1	1	3	7	3	7	1.912931183	7
548	S5	B	B	1	1	22	27	3	198	5.828476683	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
549	S5	D	DA 	1	1	13	18	3	78	4.272658682	78	1	0	0	0	0	0	0	0	1	1	5	1	3	1.666666667	1.185631102	2
550	S5	A	A	1	1	18	13	3	78	4.272658682	78	1	1	5	34	3	56.66666667	3.840984508	57	1	0	0	0	0	0	0	0
551	S5	D	DB	1	1	24	7	3	56	3.825862366	56	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0
552	S5	C 	CA	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
553	S5	A	A	1	1	7	41	3	95.66666667	4.573551222	96	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
555	S5	A	A	1	1	3	32	3	32	3.174802104	32	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
556	S5	D	DB	1	1	28	14	3	130.6666667	5.074441741	131	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
557	S5	C 	CB	1	1	8	22	3	58.66666667	3.885651122	59	1	0	0	0	0	0	0	0	1	1	21	7	3	49	3.65930571	49
558	S5	D	DB	1	1	16	20	3	106.6666667	4.742524406	107	1	0	0	0	0	0	0	0	1	1	9	6	3	18	2.620741394	18
559	S5	B	B	1	1	12	21	3	84	4.37951914	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
560	S5	D	DA 	1	1	3	26	2	39	3.391211443	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561	S5	A	A	1	1	12	29	3	116	4.876998961	116	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
563	S5	A	A	1	1	7	14	3	32.66666667	3.196697983	33	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
564	S5	C 	CA	1	1	29	11	3	106.3333333	4.737579121	106	1	0	0	0	3	0	0	0	1	1	18	13	3	78	4.272658682	78
565	S5	B	B	1	1	11	14	2	77	4.254320865	77	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
566	S5	C 	CB	1	1	15	27	3	135	5.12992784	135	1	1	5	34	3	56.66666667	3.840984508	57	1	1	5	17	3	28.33333333	3.048591424	28
570	S5	C 	CB	1	1	6	8	2	24	2.884499141	24	1	1	1	4	1	4	1.587401052	4	1	1	7	14	3	32.66666667	3.196697983	33
571	S5	C 	CB	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	S5	D	DA 	1	1	10	17	3	56.66666667	3.840984508	57	1	0	0	0	0	0	0	0	1	1	5	1	3	1.666666667	1.185631102	2
573	S5	B	B	1	1	15	28	3	140	5.192494102	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
