Population,Pool,Sire,Dam,Treatment,RepbyDam, Replicate,Bin ,Column,Row,IfPlantGerm,IfFlowered,numberinflors,inflorwt
Dales,4,43,B,Nina,3,D43BS3,8S,G,9,1,0,,
Dales,1,43,C,Normal,1,D43CC1,4C,F,16,1,1,4,7.47
Dales,1,43,C,Normal,2,D43CC2,7C,J,10,1,1,4,8.44
Dales,1,43,C,Normal,3,D43CC3,9C,D,18,1,1,4,15.13
Dales,1,43,C,Nino,1,D43CN1,7N,E,7,1,1,4,15.24
Dales,1,43,C,Nino,2,D43CN2,5N,C,13,1,1,1,0.73
Dales,1,43,C,Nino,3,D43CN3,10N,A,19,1,1,1,5.22
Dales,1,43,C,Nina,1,D43CS1,1S,A,15,1,1,1,9.272
Dales,1,43,C,Nina,2,D43CS2,9S,I,11,1,0,,
Dales,1,43,C,Nina,3,D43CS3,10S,D,10,1,1,1,8.068
Dales,2,44,A,Normal,1,D44AC1,4C,G,9,1,1,3,8.91
Dales,2,44,A,Normal,2,D44AC2,9C,H,18,1,1,3,10.59
Dales,2,44,A,Normal,3,D44AC3,10C,A,13,1,1,2,8.9
Dales,2,44,A,Nino,1,D44AN1,2N,B,16,0,0,0,
Dales,2,44,A,Nino,2,D44AN2,3N,G,17,1,1,4,14.38
Dales,2,44,A,Nino,3,D44AN3,11N,G,9,1,1,2,3.34
Dales,2,44,A,Nina,1,D44AS1,1S,E,3,1,0,,
Dales,2,44,A,Nina,2,D44AS2,11S,F,4,1,0,,
Dales,2,44,A,Nina,3,D44AS3,9S,C,15,1,0,,
Dales,3,44,B,Normal,1,D44BC1,1C,J,2,1,1,5,16.87
Dales,3,44,B,Normal,2,D44BC2,2C,H,6,1,1,2,8.19
Dales,3,44,B,Normal,3,D44BC3,8C,B,16,1,1,3,9.32
Dales,3,44,B,Nino,1,D44BN1,1N,C,13,1,1,2,4.13
Dales,3,44,B,Nino,2,D44BN2,7N,A,17,1,1,2,7.01
Dales,3,44,B,Nino,3,D44BN3,10N,J,14,1,1,2,5.99
Dales,3,44,B,Nina,1,D44BS1,9S,E,1,1,0,,
Dales,3,44,B,Nina,2,D44BS2,4S,C,13,1,1,2,4.851
Dales,3,44,B,Nina,3,D44BS3,2S,F,6,1,0,,
Dales,2,44,C,Normal,1,D44CC1,2C,H,12,1,1,3,11.01
Dales,2,44,C,Normal,2,D44CC2,4C,J,2,1,1,4,7
Dales,2,44,C,Normal,3,D44CC3,6C,J,4,1,1,1,6.14
Dales,2,44,C,Nino,1,D44CN1,1N,J,2,1,1,4,5.05
Dales,2,44,C,Nino,2,D44CN2,6N,E,3,1,1,2,2.01
Dales,2,44,C,Nino,3,D44CN3,11N,A,15,1,0,0,
Dales,2,44,C,Nina,1,D44CS1,6S,A,15,1,0,,
Dales,2,44,C,Nina,2,D44CS2,4S,A,11,1,1,1,3.288
Dales,2,44,C,Nina,3,D44CS3,5S,F,14,1,1,1,5.182
Dales,1,45,A,Normal,1,D45AC1,6C,E,9,1,1,1,6.59
Dales,1,45,A,Normal,2,D45AC2,9C,J,16,1,1,3,5.26
Dales,1,45,A,Normal,3,D45AC3,3C,B,8,1,1,1,4.62
Dales,1,45,A,Nino,1,D45AN1,10N,E,15,1,1,2,6.3
Dales,1,45,A,Nino,2,D45AN2,4N,I,1,1,1,3,20.68
Dales,1,45,A,Nino,3,D45AN3,7N,C,1,1,1,3,9.45
Dales,1,45,A,Nina,1,D45AS1,9S,I,3,1,1,1,3.503
Dales,1,45,A,Nina,2,D45AS2,4S,E,19,1,1,2,11.505
Dales,1,45,A,Nina,3,D45AS3,5S,G,5,1,1,1,3.371
Dales,1,45,B,Normal,1,D45BC1,6C,B,12,1,1,2,6.81
Dales,1,45,B,Normal,2,D45BC2,9C,B,10,1,1,4,14.08
Dales,1,45,B,Normal,3,D45BC3,1C,G,19,1,1,4,4.83
Dales,1,45,B,Nino,1,D45BN1,4N,A,13,1,0,0,
Dales,1,45,B,Nino,2,D45BN2,1N,G,11,1,1,6,12.99
Dales,1,45,B,Nino,3,D45BN3,11N,E,11,1,1,2,5.26
Dales,1,45,B,Nina,1,D45BS1,6S,J,8,1,0,,
Dales,1,45,B,Nina,2,D45BS2,4S,I,1,1,1,2,8.862
Dales,1,45,B,Nina,3,D45BS3,11S,F,14,1,0,,
Dales,1,45,C,Normal,1,D45CC1,4C,F,4,1,1,3,9.55
Dales,1,45,C,Normal,2,D45CC2,7C,I,15,0,0,,
Dales,1,45,C,Normal,3,D45CC3,6C,D,20,1,1,4,4.8
Dales,1,45,C,Nino,1,D45CN1,9N,G,13,1,1,2,11.1
Dales,1,45,C,Nino,2,D45CN2,6N,E,13,1,1,4,9.45
Dales,1,45,C,Nino,3,D45CN3,2N,G,19,1,1,4,9.86
Dales,1,45,C,Nina,1,D45CS1,10S,B,6,1,0,,
Dales,1,45,C,Nina,2,D45CS2,9S,D,10,1,0,,
Dales,1,45,C,Nina,3,D45CS3,11S,A,19,1,0,,
Mather,4,1,A,Normal,1,M1AC1,1C,E,11,1,1,4,2.22
Mather,4,1,A,Normal,2,M1AC2,5C,G,17,1,1,1,0.61
Mather,4,1,A,Normal,3,M1AC3,7C,F,2,1,1,2,9.37
Mather,4,1,A,Nino,1,M1AN1,4N,F,20,1,1,2,3.45
Mather,4,1,A,Nino,2,M1AN2,3N,J,12,1,1,2,5.21
Mather,4,1,A,Nino,3,M1AN3,5N,H,14,1,1,5,15.7
Mather,4,1,A,Nina,1,M1AS1,7S,D,12,1,0,,
Mather,4,1,A,Nina,2,M1AS2,2S,C,5,1,0,,
Mather,4,1,A,Nina,3,M1AS3,5S,F,6,1,1,2,3.994
Mather,3,1,B,Normal,1,M1BC1,6C,G,7,1,1,2,2.45
Mather,3,1,B,Normal,2,M1BC2,7C,H,8,1,1,4,8.42
Mather,3,1,B,Normal,3,M1BC3,1C,C,9,1,1,2,3.33
Mather,3,1,B,Nino,1,M1BN1,2N,A,13,1,1,3,5.3
Mather,3,1,B,Nino,2,M1BN2,6N,B,14,1,1,4,11.05
Mather,3,1,B,Nino,3,M1BN3,9N,F,6,1,1,2,3.97
Mather,3,1,B,Nina,1,M1BS1,3S,F,18,1,0,,
Mather,3,1,B,Nina,2,M1BS2,4S,J,14,1,1,1,4.762
Mather,3,1,B,Nina,3,M1BS3,7S,I,7,1,1,1,3.009
Mather,3,1,C,Normal,1,M1CC1,6C,E,15,1,1,2,13.9
Mather,3,1,C,Normal,2,M1CC2,9C,E,1,1,1,5,25.61
Mather,3,1,C,Normal,3,M1CC3,1C,I,15,1,1,3,6.64
Mather,3,1,C,Nino,1,M1CN1,11N,F,10,1,1,5,3.66
Mather,3,1,C,Nino,2,M1CN2,6N,F,20,1,1,4,3.48
Mather,3,1,C,Nino,3,M1CN3,7N,F,20,1,1,5,11.35
Mather,3,1,C,Nina,1,M1CS1,2S,I,9,1,0,,
Mather,3,1,C,Nina,2,M1CS2,4S,D,20,1,0,,
Mather,3,1,C,Nina,3,M1CS3,7S,J,10,1,0,,
Mather,1,2,A,Normal,1,M2AC1,5C,B,4,1,1,3,4.92
Mather,1,2,A,Normal,2,M2AC2,8C,H,18,1,1,1,4.35
Mather,1,2,A,Normal,3,M2AC3,11C,D,16,1,1,4,8.05
Mather,1,2,A,Nino,1,M2AN1,10N,C,13,1,1,1,0.27
Mather,1,2,A,Nino,2,M2AN2,2N,A,9,1,1,5,8.93
Mather,1,2,A,Nino,3,M2AN3,5N,F,16,1,1,1,1.56
Mather,1,2,A,Nina,1,M2AS1,4S,H,10,1,1,2,6.742
Mather,1,2,A,Nina,2,M2AS2,5S,B,20,1,0,,
Mather,1,2,A,Nina,3,M2AS3,10S,G,3,1,0,,
Mather,1,2,B,Normal,1,M2BC1,2C,C,17,1,1,3,7.37
Mather,1,2,B,Normal,2,M2BC2,4C,C,19,1,1,4,7.49
Mather,1,2,B,Normal,3,M2BC3,1C,E,13,1,0,,
Mather,1,2,B,Nino,1,M2BN1,11N,H,10,1,1,5,5.05
Mather,1,2,B,Nino,2,M2BN2,2N,H,10,1,0,0,
Mather,1,2,B,Nino,3,M2BN3,3N,D,8,1,1,3,17.16
Mather,1,2,B,Nina,1,M2BS1,2S,D,20,1,0,,
Mather,1,2,B,Nina,2,M2BS2,9S,G,19,1,0,,
Mather,1,2,B,Nina,3,M2BS3,4S,E,7,1,1,2,5.517
Mather,3,2,C,Normal,1,M2CC1,4C,A,3,1,1,5,16.3
Mather,3,2,C,Normal,2,M2CC2,8C,H,20,1,1,3,3.5
Mather,3,2,C,Normal,3,M2CC3,1C,D,4,1,1,3,4.79
Mather,3,2,C,Nino,1,M2CN1,10N,I,19,1,1,4,2.2
Mather,3,2,C,Nino,2,M2CN2,3N,C,13,1,1,5,7.6
Mather,3,2,C,Nino,3,M2CN3,7N,C,15,1,1,3,3.94
Mather,3,2,C,Nina,1,M2CS1,10S,H,2,1,0,,
Mather,3,2,C,Nina,2,M2CS2,1S,D,10,1,0,,
Mather,3,2,C,Nina,3,M2CS3,4S,H,6,1,1,2,8.853
Mather,1,5,A,Normal,1,M5AC1,5C,E,7,1,1,1,0.5
Mather,1,5,A,Normal,2,M5AC2,10C,H,16,0,0,,
Mather,1,5,A,Normal,3,M5AC3,9C,I,13,1,1,4,7.2
Mather,1,5,A,Nino,1,M5AN1,9N,F,12,1,1,3,10.92
Mather,1,5,A,Nino,2,M5AN2,2N,F,2,1,0,0,
Mather,1,5,A,Nino,3,M5AN3,10N,E,9,1,1,2,5.06
Mather,1,5,A,Nina,1,M5AS1,9S,F,16,1,1,1,6.713
Mather,1,5,A,Nina,2,M5AS2,11S,C,3,1,1,1,3.317
Mather,1,5,A,Nina,3,M5AS3,5S,E,11,1,0,,
Mather,4,5,B,Normal,1,M5BC1,7C,A,19,1,1,1,6.47
Mather,4,5,B,Normal,2,M5BC2,8C,I,15,1,1,3,4.99
Mather,4,5,B,Normal,3,M5BC3,1C,A,9,1,1,3,10.81
Mather,4,5,B,Nino,1,M5BN1,7N,B,12,1,1,4,11.41
Mather,4,5,B,Nino,2,M5BN2,8N,G,7,1,1,2,7.65
Mather,4,5,B,Nino,3,M5BN3,2N,J,18,1,0,0,
Mather,4,5,B,Nina,1,M5BS1,1S,F,2,1,0,,
Mather,4,5,B,Nina,2,M5BS2,7S,G,15,1,1,1,4.16
Mather,4,5,B,Nina,3,M5BS3,4S,D,6,1,1,2,6.289
Mather,2,5,C,Normal,1,M5CC1,8C,E,17,1,1,3,11.75
Mather,2,5,C,Normal,2,M5CC2,9C,C,3,1,1,5,26.56
Mather,2,5,C,Normal,3,M5CC3,4C,D,8,1,1,3,3.23
Mather,2,5,C,Nino,1,M5CN1,10N,E,19,1,0,0,
Mather,2,5,C,Nino,2,M5CN2,8N,G,13,1,1,1,0.34
Mather,2,5,C,Nino,3,M5CN3,1N,A,5,1,1,2,4.85
Mather,2,5,C,Nina,1,M5CS1,10S,E,19,1,1,1,1.012
Mather,2,5,C,Nina,2,M5CS2,3S,G,7,1,0,,
Mather,2,5,C,Nina,3,M5CS3,6S,I,1,1,1,1,5.639
Mather,1,6,A,Normal,1,M6AC1,7C,H,20,1,1,4,8.49
Mather,1,6,A,Normal,2,M6AC2,10C,F,4,1,1,6,13.56
Mather,1,6,A,Normal,3,M6AC3,6C,J,6,1,1,3,6.35
Mather,1,6,A,Nino,1,M6AN1,11N,F,20,1,1,1,0.64
Mather,1,6,A,Nino,2,M6AN2,9N,C,3,1,1,3,6.67
Mather,1,6,A,Nino,3,M6AN3,2N,B,6,1,1,6,13.02
Mather,1,6,A,Nina,1,M6AS1,2S,J,18,1,0,,
Mather,1,6,A,Nina,2,M6AS2,7S,C,3,1,1,1,2.187
Mather,1,6,A,Nina,3,M6AS3,8S,D,12,1,1,1,5.296
Mather,3,6,B,Normal,1,M6BC1,11C,G,7,1,1,1,3.4
Mather,3,6,B,Normal,2,M6BC2,5C,C,9,1,1,2,5.49
Mather,3,6,B,Normal,3,M6BC3,8C,F,12,1,1,3,7.7
Mather,3,6,B,Nino,1,M6BN1,11N,F,6,1,1,4,15.56
Mather,3,6,B,Nino,2,M6BN2,10N,H,6,0,0,0,
Mather,3,6,B,Nino,3,M6BN3,8N,J,20,1,1,7,13.05
Mather,3,6,B,Nina,1,M6BS1,1S,G,5,1,1,1,6.945
Mather,3,6,B,Nina,2,M6BS2,8S,F,8,1,1,1,3.18
Mather,3,6,B,Nina,3,M6BS3,2S,F,12,1,0,,
Mather,2,6,C,Normal,1,M6CC1,1C,J,20,1,1,1,4
Mather,2,6,C,Normal,2,M6CC2,9C,H,20,1,1,3,15.64
Mather,2,6,C,Normal,3,M6CC3,11C,E,17,1,1,4,10.58
Mather,2,6,C,Nino,1,M6CN1,9N,D,2,1,1,2,4.13
Mather,2,6,C,Nino,2,M6CN2,1N,F,16,1,1,1,2.45
Mather,2,6,C,Nino,3,M6CN3,4N,H,16,0,0,0,
Mather,2,6,C,Nina,1,M6CS1,3S,G,9,1,0,,
Mather,2,6,C,Nina,2,M6CS2,6S,E,15,1,1,1,4.734
Mather,2,6,C,Nina,3,M6CS3,4S,H,12,1,1,1,5.147
Mather,2,7,A,Normal,1,M7AC1,1C,A,17,1,0,,
Mather,2,7,A,Normal,2,M7AC2,10C,C,13,1,1,3,6.18
Mather,2,7,A,Normal,3,M7AC3,11C,A,1,1,1,3,8.6
Mather,2,7,A,Nino,1,M7AN1,2N,D,12,1,1,2,6.34
Mather,2,7,A,Nino,2,M7AN2,2N,H,4,1,1,4,7.23
Mather,2,7,A,Nino,3,M7AN3,5N,E,3,1,1,2,4.28
Mather,2,7,A,Nina,1,M7AS1,10S,I,15,1,1,1,0.807
Mather,2,7,A,Nina,2,M7AS2,1S,C,19,1,0,,
Mather,2,7,A,Nina,3,M7AS3,5S,D,16,1,0,,
Mather,2,7,B,Normal,1,M7BC1,7C,H,10,1,1,3,9.58
Mather,2,7,B,Normal,2,M7BC2,9C,B,16,1,1,2,11.04
Mather,2,7,B,Normal,3,M7BC3,11C,B,10,1,1,2,1.33
Mather,2,7,B,Nino,1,M7BN1,11N,J,12,0,0,0,
Mather,2,7,B,Nino,2,M7BN2,1N,J,12,1,1,2,3.29
Mather,2,7,B,Nino,3,M7BN3,4N,B,4,1,1,4,10.99
Mather,2,7,B,Nina,1,M7BS1,4S,F,6,1,0,,
Mather,2,7,B,Nina,2,M7BS2,10S,D,20,0,0,,
Mather,2,7,B,Nina,3,M7BS3,3S,B,10,1,0,,
Mather,1,7,C,Normal,1,M7CC1,7C,C,9,1,1,1,1.739
Mather,1,7,C,Normal,2,M7CC2,1C,F,18,1,1,3,3.55
Mather,1,7,C,Normal,3,M7CC3,2C,E,15,1,1,3,14.83
Mather,1,7,C,Nino,1,M7CN1,8N,C,7,1,1,3,7.04
Mather,1,7,C,Nino,2,M7CN2,4N,H,12,1,1,4,10.85
Mather,1,7,C,Nino,3,M7CN3,10N,I,3,1,1,2,3.14
Mather,1,7,C,Nina,1,M7CS1,7S,F,8,1,0,,
Mather,1,7,C,Nina,2,M7CS2,3S,C,17,1,0,,
Mather,1,7,C,Nina,3,M7CS3,9S,B,10,1,0,,
Mather,2,9,A,Normal,1,M9AC1,1C,E,5,1,1,2,1.79
Mather,2,9,A,Normal,2,M9AC2,7C,E,11,1,1,2,13.17
Mather,2,9,A,Normal,3,M9AC3,9C,G,7,1,1,5,9.56
Mather,2,9,A,Nino,1,M9AN1,7N,A,13,1,1,2,12.14
Mather,2,9,A,Nino,2,M9AN2,10N,E,5,1,1,1,1.39
Mather,2,9,A,Nino,3,M9AN3,9N,D,18,1,1,2,1.93
Mather,2,9,A,Nina,1,M9AS1,3S,D,12,1,1,1,3.026
Mather,2,9,A,Nina,2,M9AS2,4S,G,5,1,1,1,4.049
Mather,2,9,A,Nina,3,M9AS3,1S,E,19,1,1,2,18.376
Mather,3,9,B,Normal,1,M9BC1,10C,G,11,1,1,1,9.02
Mather,3,9,B,Normal,2,M9BC2,8C,F,14,1,1,2,0.73
Mather,3,9,B,Normal,3,M9BC3,5C,C,13,1,1,3,7.48
Mather,3,9,B,Nino,1,M9BN1,5N,D,6,1,1,3,4.57
Mather,3,9,B,Nino,2,M9BN2,7N,J,4,1,1,2,5.06
Mather,3,9,B,Nino,3,M9BN3,8N,F,16,1,1,3,3.1
Mather,3,9,B,Nina,1,M9BS1,3S,E,1,1,0,,
Mather,3,9,B,Nina,2,M9BS2,5S,H,10,1,1,1,6.185
Mather,3,9,B,Nina,3,M9BS3,6S,E,11,1,0,,
Mather,1,9,C,Normal,1,M9CC1,9C,G,1,1,1,3,5.88
Mather,1,9,C,Normal,2,M9CC2,2C,G,3,1,1,3,5.82
Mather,1,9,C,Normal,3,M9CC3,6C,H,16,1,1,3,13.05
Mather,1,9,C,Nino,1,M9CN1,3N,F,18,1,1,8,10.61
Mather,1,9,C,Nino,2,M9CN2,6N,F,18,1,1,3,4.73
Mather,1,9,C,Nino,3,M9CN3,7N,H,12,1,1,4,8.74
Mather,1,9,C,Nina,1,M9CS1,6S,J,2,1,1,1,6.772
Mather,1,9,C,Nina,2,M9CS2,5S,A,19,1,0,,
Mather,1,9,C,Nina,3,M9CS3,3S,I,3,1,1,1,1.91
Mather,1,10,A,Normal,1,M10AC1,7C,E,17,1,1,1,10.09
Mather,1,10,A,Normal,2,M10AC2,8C,C,13,1,1,1,1.67
Mather,1,10,A,Normal,3,M10AC3,3C,E,17,1,1,5,17.3
Mather,1,10,A,Nino,1,M10AN1,10N,B,18,1,1,2,3.69
Mather,1,10,A,Nino,2,M10AN2,9N,B,14,1,1,5,7.19
Mather,1,10,A,Nino,3,M10AN3,3N,I,5,1,1,3,21.13
Mather,1,10,A,Nina,1,M10AS1,4S,E,9,1,0,,
Mather,1,10,A,Nina,2,M10AS2,3S,F,2,0,0,,
Mather,1,10,A,Nina,3,M10AS3,5S,F,19,0,0,,
Mather,1,10,B,Normal,1,M10BC1,11C,B,6,1,1,4,8.41
Mather,1,10,B,Normal,2,M10BC2,2C,D,8,1,1,2,10.42
Mather,1,10,B,Normal,3,M10BC3,4C,D,20,1,1,3,20.3
Mather,1,10,B,Nino,1,M10BN1,5N,I,13,1,1*,3*,8.49
Mather,1,10,B,Nino,2,M10BN2,7N,E,3,1,1,7,19.34
Mather,1,10,B,Nino,3,M10BN3,6N,G,7,1,1,7,9.6
Mather,1,10,B,Nina,1,M10BS1,1S,H,14,1,0,,
Mather,1,10,B,Nina,2,M10BS2,6S,I,3,1,0,,
Mather,1,10,B,Nina,3,M10BS3,2S,H,20,1,0,,
Mather,1,10,C,Normal,1,M10CC1,6C,F,8,1,1,3,15.73
Mather,1,10,C,Normal,2,M10CC2,7C,H,16,1,1,3,11.52
Mather,1,10,C,Normal,3,M10CC3,9C,H,4,1,0,,
Mather,1,10,C,Nino,1,M10CN1,5N,E,5,1,1,2,9.51
Mather,1,10,C,Nino,2,M10CN2,11N,B,16,1,0,0,
Mather,1,10,C,Nino,3,M10CN3,3N,E,9,1,1,3,6.94
Mather,1,10,C,Nina,1,M10CS1,6S,D,18,1,0,,
Mather,1,10,C,Nina,2,M10CS2,10S,D,16,1,1,1,4.318
Mather,1,10,C,Nina,3,M10CS3,5S,F,2,1,0,,
Mather,1,11,A,Normal,1,M11AC1,4C,A,15,1,1,3,9.37
Mather,1,11,A,Normal,2,M11AC2,3C,H,6,1,1,3,11.73
Mather,1,11,A,Normal,3,M11AC3,6C,C,7,1,1,5,15.99
Mather,1,11,A,Nino,1,M11AN1,3N,D,20,1,1,2,13.11
Mather,1,11,A,Nino,2,M11AN2,10N,H,10,1,1,3,4.45
Mather,1,11,A,Nino,3,M11AN3,3N,G,5,0,0,0,
Mather,1,11,A,Nina,1,M11AS1,1S,B,14,1,1,1,4.23
Mather,1,11,A,Nina,2,M11AS2,4S,F,2,1,1,2,7.079
Mather,1,11,A,Nina,3,M11AS3,8S,E,9,1,0,,
Mather,4,11,B,Normal,1,M11BC1,6C,I,5,1,1,2,4.62
Mather,4,11,B,Normal,2,M11BC2,8C,A,13,1,1,3,4.06
Mather,4,11,B,Normal,3,M11BC3,1C,G,5,1,1,3,5.02
Mather,4,11,B,Nino,1,M11BN1,6N,B,10,1,1,1,1.45
Mather,4,11,B,Nino,2,M11BN2,4N,D,16,1,1,1,0.37
Mather,4,11,B,Nino,3,M11BN3,11N,E,13,0,0,0,
Mather,4,11,B,Nina,1,M11BS1,7S,B,6,1,0,,
Mather,4,11,B,Nina,2,M11BS2,10S,C,19,1,0,,
Mather,4,11,B,Nina,3,M11BS3,11S,F,8,1,0,,
Mather,1,11,C,Normal,1,M11CC1,3C,I,9,0,0,,
Mather,1,11,C,Normal,2,M11CC2,6C,E,5,1,1,2,1.5
Mather,1,11,C,Normal,3,M11CC3,4C,F,20,0,0,,
Mather,1,11,C,Nino,1,M11CN1,10N,D,20,1,0,0,
Mather,1,11,C,Nino,2,M11CN2,1N,H,18,0,0,0,
Mather,1,11,C,Nino,3,M11CN3,7N,F,6,1,1,4,2.05
Mather,1,11,C,Nina,1,M11CS1,5S,F,4,1,1,1,5.544
Mather,1,11,C,Nina,2,M11CS2,10S,A,3,1,0,,
Mather,1,11,C,Nina,3,M11CS3,9S,G,5,1,1,1,7.921
Mather,3,12,A,Normal,1,M12AC1,11C,F,2,1,1,4,8.94
Mather,3,12,A,Normal,2,M12AC2,2C,D,18,1,1,3,13.53
Mather,3,12,A,Normal,3,M12AC3,5C,C,3,1,1,1,0.87
Mather,3,12,A,Nino,1,M12AN1,4N,B,14,1,1,2,5.31
Mather,3,12,A,Nino,2,M12AN2,5N,B,8,1,1,5,9.07
Mather,3,12,A,Nino,3,M12AN3,9N,E,9,1,1,2,1.33
Mather,3,12,A,Nina,1,M12AS1,2S,H,10,1,0,,
Mather,3,12,A,Nina,2,M12AS2,1S,B,16,1,0,,
Mather,3,12,A,Nina,3,M12AS3,4S,B,14,1,0,,
Mather,2,12,B,Normal,1,M12BC1,1C,G,1,1,1,4,10.81
Mather,2,12,B,Normal,2,M12BC2,3C,I,15,1,1,2,1.53
Mather,2,12,B,Normal,3,M12BC3,4C,A,5,1,1,7,19.97
Mather,2,12,B,Nino,1,M12BN1,4N,A,3,1,1,4,11.94
Mather,2,12,B,Nino,2,M12BN2,2N,B,18,1,1,4,3.18
Mather,2,12,B,Nino,3,M12BN3,11N,D,4,1,1,4,8.04
Mather,2,12,B,Nina,1,M12BS1,3S,J,6,1,0,,
Mather,2,12,B,Nina,2,M12BS2,8S,I,17,1,0,,
Mather,2,12,B,Nina,3,M12BS3,1S,B,18,1,0,,
Mather,3,12,C,Normal,1,M12CC1,9C,G,11,1,1,3,2.93
Mather,3,12,C,Normal,2,M12CC2,7C,A,1,1,1,2,5.5
Mather,3,12,C,Normal,3,M12CC3,4C,A,9,1,1,4,10.57
Mather,3,12,C,Nino,1,M12CN1,6N,I,9,1,1,2,2.26
Mather,3,12,C,Nino,2,M12CN2,3N,A,7,1,1,3,8.71
Mather,3,12,C,Nino,3,M12CN3,1N,A,9,1,1,3,19.35
Mather,3,12,C,Nina,1,M12CS1,2S,D,16,1,0,,
Mather,3,12,C,Nina,2,M12CS2,3S,G,13,1,1,1,8.134
Mather,3,12,C,Nina,3,M12CS3,1S,C,5,1,0,,
Mather,3,13,A,Normal,1,M13AC1,5C,F,18,1,0,,
Mather,3,13,A,Normal,2,M13AC2,8C,A,19,1,1,1,9.71
Mather,3,13,A,Normal,3,M13AC3,2C,D,16,1,1,1,9.05
Mather,3,13,A,Nino,1,M13AN1,3N,F,6,1,1,2,3.02
Mather,3,13,A,Nino,2,M13AN2,5N,F,14,1,1,4,11.2
Mather,3,13,A,Nino,3,M13AN3,6N,E,1,1,1,3,3.18
Mather,3,13,A,Nina,1,M13AS1,6S,H,8,1,1,1,5.541
Mather,3,13,A,Nina,2,M13AS2,7S,F,18,1,0,,
Mather,3,13,A,Nina,3,M13AS3,9S,F,4,1,0,,
Mather,1,13,B,Normal,1,M13BC1,3C,B,14,1,1,3,14.18
Mather,1,13,B,Normal,2,M13BC2,7C,B,20,1,1,4,6.57
Mather,1,13,B,Normal,3,M13BC3,6C,H,12,1,1,1,5.44
Mather,1,13,B,Nino,1,M13BN1,2N,J,8,1,0,0,
Mather,1,13,B,Nino,2,M13BN2,9N,F,2,1,1,3,9.96
Mather,1,13,B,Nino,3,M13BN3,6N,F,16,1,1,6,19.02
Mather,1,13,B,Nina,1,M13BS1,4S,G,9,1,1,1,7.619
Mather,1,13,B,Nina,2,M13BS2,1S,H,20,1,0,,
Mather,1,13,B,Nina,3,M13BS3,11S,A,17,1,0,,
Mather,3,13,C,Normal,1,M13CC1,2C,E,9,1,1,2,6.13
Mather,3,13,C,Normal,2,M13CC2,1C,F,10,1,0,,
Mather,3,13,C,Normal,3,M13CC3,3C,E,1,1,1,1,5.58
Mather,3,13,C,Nino,1,M13CN1,10N,E,3,1,1,4,4.95
Mather,3,13,C,Nino,2,M13CN2,2N,G,11,1,1,1,5.45
Mather,3,13,C,Nino,3,M13CN3,6N,I,13,1,1,4,9.11
Mather,3,13,C,Nina,1,M13CS1,7S,C,9,1,1,1,3.891
Mather,3,13,C,Nina,2,M13CS2,4S,J,2,1,1,2,13.829
Mather,3,13,C,Nina,3,M13CS3,3S,E,17,1,1,1,2.79
Mather,2,14,A,Normal,1,M14AC1,2C,D,6,1,1,2,6.19
Mather,2,14,A,Normal,2,M14AC2,8C,A,5,1,1,3,11.81
Mather,2,14,A,Normal,3,M14AC3,11C,E,15,1,1,2,3.73
Mather,2,14,A,Nino,1,M14AN1,9N,D,6,1,1,4,13.47
Mather,2,14,A,Nino,2,M14AN2,7N,D,16,1,1,4,7.97
Mather,2,14,A,Nino,3,M14AN3,3N,D,14,1,1,2,9.85
Mather,2,14,A,Nina,1,M14AS1,7S,I,17,1,0,,
Mather,2,14,A,Nina,2,M14AS2,10S,J,12,1,0,,
Mather,2,14,A,Nina,3,M14AS3,3S,G,1,1,1,2,12.247
Mather,3,14,B,Normal,1,M14BC1,6C,C,19,1,1,4,14.11
Mather,3,14,B,Normal,2,M14BC2,8C,B,14,1,1,3,13.02
Mather,3,14,B,Normal,3,M14BC3,10C,E,11,1,1,6,8.57
Mather,3,14,B,Nino,1,M14BN1,8N,E,17,1,1,4,8.28
Mather,3,14,B,Nino,2,M14BN2,2N,C,19,1,1,4,3.78
Mather,3,14,B,Nino,3,M14BN3,4N,I,5,1,1,1,0.54
Mather,3,14,B,Nina,1,M14BS1,4S,F,12,1,1,2,3.993
Mather,3,14,B,Nina,2,M14BS2,9S,B,6,1,0,,
Mather,3,14,B,Nina,3,M14BS3,6S,F,4,1,1,1,10.143
Mather,3,14,C,Normal,1,M14CC1,5C,F,10,1,1,2,5.01
Mather,3,14,C,Normal,2,M14CC2,6C,I,11,1,1,4,14.53
Mather,3,14,C,Normal,3,M14CC3,2C,F,18,1,1,2,11.05
Mather,3,14,C,Nino,1,M14CN1,10N,H,16,1,1,4,11.14
Mather,3,14,C,Nino,2,M14CN2,1N,E,7,1,1,3,6.51
Mather,3,14,C,Nino,3,M14CN3,4N,D,6,1,1,4,12.46
Mather,3,14,C,Nina,1,M14CS1,4S,A,19,1,0,,
Mather,3,14,C,Nina,2,M14CS2,2S,J,12,1,0,,
Mather,3,14,C,Nina,3,M14CS3,5S,B,8,1,0,,
Mather,2,15,A,Normal,1,M15AC1,9C,C,11,1,1,2,3.63
Mather,2,15,A,Normal,2,M15AC2,10C,C,3,1,1,3,5.54
Mather,2,15,A,Normal,3,M15AC3,3C,G,9,1,1,2,3.55
Mather,2,15,A,Nino,1,M15AN1,10N,B,2,1,1,2,4.53
Mather,2,15,A,Nino,2,M15AN2,4N,C,11,1,1,2,5.04
