Population,Pool,Sire,Dam,Treatment,RepbyDam, Replicate,Bin ,Column,Row,IfPlantGerm,IfFlowered,numberinflors,inflorwt
Dales,3,1,A,Normal,1,D1AC1,3C,C,7,1,1,1,7.79
Dales,3,1,A,Normal,2,D1AC2,11C,J,18,1,1,2,8.51
Dales,3,1,A,Normal,3,D1AC3,5C,F,6,1,1,3,9.64
Dales,3,1,A,Nino,1,D1AN1,6N,E,7,1,1,4,8.66
Dales,3,1,A,Nino,2,D1AN2,5N,D,18,1,1,5,8.1
Dales,3,1,A,Nino,3,D1AN3,9N,C,17,1,1,1,7.37
Dales,3,1,A,Nina,1,D1AS1,11S,G,11,1,1,1,8.005
Dales,3,1,A,Nina,2,D1AS2,10S,B,10,1,1,2,6.047
Dales,3,1,A,Nina,3,D1AS3,2S,G,7,1,1,1,7.505
Dales,2,1,B,Normal,1,D1BC1,11C,J,16,1,1,2,9.63
Dales,2,1,B,Normal,2,D1BC2,7C,G,13,1,1,3,12.82
Dales,2,1,B,Normal,3,D1BC3,1C,H,10,1,1,3,12.27
Dales,2,1,B,Nino,1,D1BN1,8N,D,20,1,1,3,25.53
Dales,2,1,B,Nino,2,D1BN2,2N,H,14,1,1,1,1.49
Dales,2,1,B,Nino,3,D1BN3,4N,D,12,1,1,2,12.33
Dales,2,1,B,Nina,1,D1BS1,7S,G,3,1,0,,
Dales,2,1,B,Nina,2,D1BS2,6S,C,9,1,0,,
Dales,2,1,B,Nina,3,D1BS3,11S,G,5,1,0,,
Dales,1,1,C,Normal,1,D1CC1,11C,J,14,1,1,3,14.21
Dales,1,1,C,Normal,2,D1CC2,5C,E,11,1,1,1,6.12
Dales,1,1,C,Normal,3,D1CC3,8C,H,14,1,1,2,9.33
Dales,1,1,C,Nino,1,D1CN1,5N,C,17,1,1,5,21.16
Dales,1,1,C,Nino,2,D1CN2,8N,C,15,1,1,1,9.82
Dales,1,1,C,Nino,3,D1CN3,2N,J,6,1,1,2,10.75
Dales,1,1,C,Nina,1,D1CS1,1S,A,1,1,0,,
Dales,1,1,C,Nina,2,D1CS2,4S,A,5,1,1,1,8.712
Dales,1,1,C,Nina,3,D1CS3,10S,E,7,1,0,,
Dales,2,2,A,Normal,1,D2AC1,3C,G,5,1,1,2,7.28
Dales,2,2,A,Normal,2,D2AC2,11C,J,12,1,1,1,3.16
Dales,2,2,A,Normal,3,D2AC3,4C,I,19,1,1,2,6.5
Dales,2,2,A,Nino,1,D2AN1,8N,E,5,1,1,3,9.66
Dales,2,2,A,Nino,2,D2AN2,7N,J,8,1,1,1,7.86
Dales,2,2,A,Nino,3,D2AN3,3N,H,2,1,1,3,20.89
Dales,2,2,A,Nina,1,D2AS1,6S,C,1,1,1,1,2.751
Dales,2,2,A,Nina,2,D2AS2,7S,B,2,1,0,,
Dales,2,2,A,Nina,3,D2AS3,4S,I,15,1,1,1,16.109
Dales,3,2,B,Normal,1,D2BC1,8C,A,9,1,1,4,9.34
Dales,3,2,B,Normal,2,D2BC2,11C,D,4,1,1,2,9.92
Dales,3,2,B,Normal,3,D2BC3,1C,B,20,1,1,3,7.62
Dales,3,2,B,Nino,1,D2BN1,10N,G,15,1,1,1,5.77
Dales,3,2,B,Nino,2,D2BN2,3N,H,20,1,1,3,22.04
Dales,3,2,B,Nino,3,D2BN3,4N,C,17,1,1,2,6.23
Dales,3,2,B,Nina,1,D2BS1,10S,I,3,1,1,1,1.243
Dales,3,2,B,Nina,2,D2BS2,1S,C,17,1,1,1,6.607
Dales,3,2,B,Nina,3,D2BS3,2S,G,3,1,0,,
Dales,3,2,C,Normal,1,D2CC1,5C,E,13,1,1,1,7.48
Dales,3,2,C,Normal,2,D2CC2,10C,A,11,1,1,3,13.18
Dales,3,2,C,Normal,3,D2CC3,7C,D,14,1,1,4,6.86
Dales,3,2,C,Nino,1,D2CN1,6N,C,5,1,1,2,21.55
Dales,3,2,C,Nino,2,D2CN2,4N,J,16,1,1,2,15.71
Dales,3,2,C,Nino,3,D2CN3,2N,B,12,1,1,3,16.36
Dales,3,2,C,Nina,1,D2CS1,3S,A,19,1,1,1,2.563
Dales,3,2,C,Nina,2,D2CS2,5S,A,13,1,0,,
Dales,3,2,C,Nina,3,D2CS3,9S,A,15,1,1,2,21.52
Dales,1,3,A,Normal,1,D3AC1,3C,F,18,1,1,2,14.22
Dales,1,3,A,Normal,2,D3AC2,6C,G,19,1,1,2,13.09
Dales,1,3,A,Normal,3,D3AC3,4C,F,18,1,1,5,21.29
Dales,1,3,A,Nino,1,D3AN1,3N,H,12,1,1,1,11.68
Dales,1,3,A,Nino,2,D3AN2,6N,C,7,1,1,3,14.91
Dales,1,3,A,Nino,3,D3AN3,9N,G,15,1,1,2,15.8
Dales,1,3,A,Nina,1,D3AS1,8S,C,17,1,1,1,6.847
Dales,1,3,A,Nina,2,D3AS2,10S,E,5,1,0,,
Dales,1,3,A,Nina,3,D3AS3,8S,A,3,1,0,,
Dales,2,3,B,Normal,1,D3BC1,4C,J,12,1,1,3,12.46
Dales,2,3,B,Normal,2,D3BC2,1C,A,5,1,1,1,14.55
Dales,2,3,B,Normal,3,D3BC3,2C,C,1,1,1,2,8.35
Dales,2,3,B,Nino,1,D3BN1,2N,H,8,1,1,1,15.73
Dales,2,3,B,Nino,2,D3BN2,4N,D,2,1,1,3,12.99
Dales,2,3,B,Nino,3,D3BN3,7N,J,6,1,1,5,14.95
Dales,2,3,B,Nina,1,D3BS1,2S,I,19,1,0,,
Dales,2,3,B,Nina,2,D3BS2,3S,H,6,1,1,1,11.179
Dales,2,3,B,Nina,3,D3BS3,6S,D,14,1,1,1,7.487
Dales,2,3,C,Normal,1,D3CC1,11C,J,10,1,1,3,8.84
Dales,2,3,C,Normal,2,D3CC2,7C,F,12,1,1,2,7.08
Dales,2,3,C,Normal,3,D3CC3,9C,I,9,1,1,3,10.31
Dales,2,3,C,Nino,1,D3CN1,11N,A,13,1,1,3,7.69
Dales,2,3,C,Nino,2,D3CN2,2N,I,15,1,1,3,23.53
Dales,2,3,C,Nino,3,D3CN3,4N,C,15,1,1,3,17.81
Dales,2,3,C,Nina,1,D3CS1,4S,B,10,1,1,1,5.912
Dales,2,3,C,Nina,2,D3CS2,11S,A,13,1,0,,
Dales,2,3,C,Nina,3,D3CS3,2S,D,10,1,0,,
Dales,3,4,A,Normal,1,D4AC1,3C,D,16,1,1,3,17.86
Dales,3,4,A,Normal,2,D4AC2,11C,J,8,1,1,1,4.76
Dales,3,4,A,Normal,3,D4AC3,1C,B,12,1,0,,
Dales,3,4,A,Nino,1,D4AN1,2N,D,8,1,0,0,
Dales,3,4,A,Nino,2,D4AN2,4N,G,3,1,1,2,4.06
Dales,3,4,A,Nino,3,D4AN3,8N,A,5,1,1,3,12.28
Dales,3,4,A,Nina,1,D4AS1,10S,C,7,1,1,1,1.359
Dales,3,4,A,Nina,2,D4AS2,2S,H,16,1,1,1,5.444
Dales,3,4,A,Nina,3,D4AS3,3S,A,9,1,0,,
Dales,3,4,B,Normal,1,D4BC1,4C,B,12,1,1,1,8.83
Dales,3,4,B,Normal,2,D4BC2,5C,A,17,1,1,3,9.78
Dales,3,4,B,Normal,3,D4BC3,8C,C,9,1,1,2,12.97
Dales,3,4,B,Nino,1,D4BN1,3N,C,1,1,1,3,13.08
Dales,3,4,B,Nino,2,D4BN2,5N,C,7,1,1,2,9.2
Dales,3,4,B,Nino,3,D4BN3,11N,C,7,1,1,3,8.58
Dales,3,4,B,Nina,1,D4BS1,9S,B,4,1,1,1,10.126
Dales,3,4,B,Nina,2,D4BS2,6S,A,17,1,0,,
Dales,3,4,B,Nina,3,D4BS3,7S,F,6,1,1,1,3.058
Dales,4,4,C,Normal,1,D4CC1,8C,C,17,1,1,2,8.15
Dales,4,4,C,Normal,2,D4CC2,1C,G,11,1,1,2,4.42
Dales,4,4,C,Normal,3,D4CC3,2C,D,20,1,1,3,12.34
Dales,4,4,C,Nino,1,D4CN1,2N,C,15,1,1,3,8.61
Dales,4,4,C,Nino,2,D4CN2,1N,H,2,1,1,2,11.09
Dales,4,4,C,Nino,3,D4CN3,3N,B,4,1,0,0,
Dales,4,4,C,Nina,1,D4CS1,5S,C,11,1,0,,
Dales,4,4,C,Nina,2,D4CS2,11S,F,2,1,1,1,0.913
Dales,4,4,C,Nina,3,D4CS3,6S,D,8,1,0,,
Dales,1,5,A,Normal,1,D5AC1,3C,F,8,1,1,3,13.35
Dales,1,5,A,Normal,2,D5AC2,7C,C,13,1,1,3,14.34
Dales,1,5,A,Normal,3,D5AC3,11C,F,4,1,1,1,6.44
Dales,1,5,A,Nino,1,D5AN1,8N,B,10,1,1,3,16.21
Dales,1,5,A,Nino,2,D5AN2,9N,A,17,1,1,2,8.59
Dales,1,5,A,Nino,3,D5AN3,9N,E,11,1,1,1,6.74
Dales,1,5,A,Nina,1,D5AS1,2S,H,2,1,1,1,12.696
Dales,1,5,A,Nina,2,D5AS2,3S,D,2,1,1,1,12.309
Dales,1,5,A,Nina,3,D5AS3,4S,C,5,1,1,2,5.842
Dales,2,5,B,Normal,1,D5BC1,5C,A,1,1,1,3,4.13
Dales,2,5,B,Normal,2,D5BC2,6C,B,2,1,1,3,9.98
Dales,2,5,B,Normal,3,D5BC3,3C,H,8,1,1,1,5.23
Dales,2,5,B,Nino,1,D5BN1,10N,H,18,1,0,0,
Dales,2,5,B,Nino,2,D5BN2,9N,C,5,1,1,4,14.29
Dales,2,5,B,Nino,3,D5BN3,7N,J,16,1,1,4,12.08
Dales,2,5,B,Nina,1,D5BS1,9S,H,8,1,1,1,6.664
Dales,2,5,B,Nina,2,D5BS2,8S,E,17,1,0,,
Dales,2,5,B,Nina,3,D5BS3,1S,B,12,1,1,1,10.926
Dales,2,5,C,Normal,1,D5CC1,10C,E,3,1,1,1,9.34
Dales,2,5,C,Normal,2,D5CC2,11C,D,2,1,1,2,11.15
Dales,2,5,C,Normal,3,D5CC3,8C,F,8,1,1,5,14.54
Dales,2,5,C,Nino,1,D5CN1,8N,H,6,1,1,5,18.31
Dales,2,5,C,Nino,2,D5CN2,10N,F,4,1,1,2,14.9
Dales,2,5,C,Nino,3,D5CN3,1N,I,15,1,1,2,5.94
Dales,2,5,C,Nina,1,D5CS1,11S,A,3,1,0,,
Dales,2,5,C,Nina,2,D5CS2,3S,J,20,1,1,1,7.988
Dales,2,5,C,Nina,3,D5CS3,9S,G,1,1,0,,
Dales,3,6,A,Normal,1,D6AC1,7C,C,1,1,1,1,6.41
Dales,3,6,A,Normal,2,D6AC2,2C,H,8,1,1,2,5.4
Dales,3,6,A,Normal,3,D6AC3,5C,H,14,1,1,2,10.89
Dales,3,6,A,Nino,1,D6AN1,4N,A,9,0,0,0,
Dales,3,6,A,Nino,2,D6AN2,3N,C,15,1,1,3,8.38
Dales,3,6,A,Nino,3,D6AN3,9N,I,9,1,1,5,15.31
Dales,3,6,A,Nina,1,D6AS1,10S,C,15,1,1,1,2.916
Dales,3,6,A,Nina,2,D6AS2,1S,J,6,1,0,,
Dales,3,6,A,Nina,3,D6AS3,5S,H,19,1,1,1,6.925
Dales,2,6,B,Normal,1,D6BC1,9C,B,12,1,1,1,8.54
Dales,2,6,B,Normal,2,D6BC2,10C,H,2,1,1,2,6.7
Dales,2,6,B,Normal,3,D6BC3,11C,A,3,1,1,1,4.61
Dales,2,6,B,Nino,1,D6BN1,6N,J,18,1,1,3,10.84
Dales,2,6,B,Nino,2,D6BN2,8N,J,2,1,1,3,12.07
Dales,2,6,B,Nino,3,D6BN3,4N,C,13,1,1,2,10.84
Dales,2,6,B,Nina,1,D6BS1,2S,A,7,1,0,,
Dales,2,6,B,Nina,2,D6BS2,7S,D,10,1,1,1,10.149
Dales,2,6,B,Nina,3,D6BS3,10S,G,7,1,0,,
Dales,1,6,C,Normal,1,D6CC1,1C,H,8,1,1,1,6.58
Dales,1,6,C,Normal,2,D6CC2,11C,J,6,1,1,2,9.75
Dales,1,6,C,Normal,3,D6CC3,6C,G,9,1,1,3,7.46
Dales,1,6,C,Nino,1,D6CN1,6N,C,11,0,0,0,
Dales,1,6,C,Nino,2,D6CN2,5N,A,15,1,1,3,21.3
Dales,1,6,C,Nino,3,D6CN3,9N,C,19,1,1,1,11.46
Dales,1,6,C,Nina,1,D6CS1,2S,A,19,1,1,1,6.777
Dales,1,6,C,Nina,2,D6CS2,11S,I,1,1,1,1,6.136
Dales,1,6,C,Nina,3,D6CS3,8S,A,5,1,1,1,8.516
Dales,4,7,A,Normal,1,D7AC1,11C,C,7,1,1,4,24.88
Dales,4,7,A,Normal,2,D7AC2,4C,A,17,1,1,5,15.73
Dales,4,7,A,Normal,3,D7AC3,10C,H,20,1,1,5,23.26
Dales,4,7,A,Nino,1,D7AN1,10N,E,7,1,1,5,14.24
Dales,4,7,A,Nino,2,D7AN2,4N,E,19,1,1,4,14.81
Dales,4,7,A,Nino,3,D7AN3,3N,E,3,1,1,1,0.66
Dales,4,7,A,Nina,1,D7AS1,5S,G,9,1,1,1,14.468
Dales,4,7,A,Nina,2,D7AS2,6S,H,16,1,1,1,3.97
Dales,4,7,A,Nina,3,D7AS3,10S,H,6,1,0,,
Dales,3,7,B,Normal,1,D7BC1,8C,G,17,1,1,2,14.14
Dales,3,7,B,Normal,2,D7BC2,10C,I,13,1,1,3,10.78
Dales,3,7,B,Normal,3,D7BC3,11C,E,3,1,1,2,2.9
Dales,3,7,B,Nino,1,D7BN1,6N,F,8,1,0,0,
Dales,3,7,B,Nino,2,D7BN2,4N,E,5,1,1,7,22.12
Dales,3,7,B,Nino,3,D7BN3,10N,I,9,1,1,4,15.31
Dales,3,7,B,Nina,1,D7BS1,5S,J,4,1,1,2,12.783
Dales,3,7,B,Nina,2,D7BS2,3S,C,7,1,1,1,13.841
Dales,3,7,B,Nina,3,D7BS3,4S,A,9,1,1,1,10.423
Dales,4,7,C,Normal,1,D7CC1,3C,F,20,1,1,3,9.17
Dales,4,7,C,Normal,2,D7CC2,11C,C,15,1,1,2,17.37
Dales,4,7,C,Normal,3,D7CC3,7C,D,20,1,1,3,14.56
Dales,4,7,C,Nino,1,D7CN1,8N,B,18,1,1,2,10.3
Dales,4,7,C,Nino,2,D7CN2,3N,F,8,1,1,3,21.12
Dales,4,7,C,Nino,3,D7CN3,4N,J,20,1,1,5,20.52
Dales,4,7,C,Nina,1,D7CS1,9S,I,13,1,1,1,6.699
Dales,4,7,C,Nina,2,D7CS2,5S,E,3,1,1,1,6.621
Dales,4,7,C,Nina,3,D7CS3,1S,A,17,1,0,,
Dales,1,8,A,Normal,1,D8AC1,8C,G,11,1,1,2,11.99
Dales,1,8,A,Normal,2,D8AC2,9C,E,9,1,1,3,12.31
Dales,1,8,A,Normal,3,D8AC3,10C,C,19,1,1,4,16.18
Dales,1,8,A,Nino,1,D8AN1,9N,F,10,1,1,4,14.1
Dales,1,8,A,Nino,2,D8AN2,1N,E,11,1,1,3,17.21
Dales,1,8,A,Nino,3,D8AN3,6N,B,12,1,1,3,16.7
Dales,1,8,A,Nina,1,D8AS1,6S,A,9,1,0,,
Dales,1,8,A,Nina,2,D8AS2,11S,I,3,1,1,2,6.271
Dales,1,8,A,Nina,3,D8AS3,8S,J,4,1,0,,
Dales,1,8,B,Normal,1,D8BC1,2C,F,16,1,1,2,11.38
Dales,1,8,B,Normal,2,D8BC2,3C,E,7,1,1,2,9.68
Dales,1,8,B,Normal,3,D8BC3,1C,H,4,1,1,1,1.94
Dales,1,8,B,Nino,1,D8BN1,7N,D,8,1,1,1,6.06
Dales,1,8,B,Nino,2,D8BN2,2N,B,4,1,1,2,15.25
Dales,1,8,B,Nino,3,D8BN3,6N,B,20,1,1,5,21.67
Dales,1,8,B,Nina,1,D8BS1,7S,A,3,1,1,1,6.863
Dales,1,8,B,Nina,2,D8BS2,11S,F,12,1,0,,
Dales,1,8,B,Nina,3,D8BS3,8S,I,15,1,1,1,11.311
Dales,4,8,C,Normal,1,D8CC1,2C,J,14,1,1,4,24.87
Dales,4,8,C,Normal,2,D8CC2,10C,H,8,1,1,3,6.68
Dales,4,8,C,Normal,3,D8CC3,1C,F,14,1,1,2,6.9
Dales,4,8,C,Nino,1,D8CN1,8N,I,1,1,1,3,10.65
Dales,4,8,C,Nino,2,D8CN2,1N,H,16,1,1,4,17.47
Dales,4,8,C,Nino,3,D8CN3,2N,A,5,1,1,2,9.8
Dales,4,8,C,Nina,1,D8CS1,10S,I,7,1,0,,
Dales,4,8,C,Nina,2,D8CS2,5S,I,11,1,1,1,3.819
Dales,4,8,C,Nina,3,D8CS3,8S,J,14,1,0,,
Dales,1,9,A,Normal,1,D9AC1,2C,G,1,1,1,3,7.68
Dales,1,9,A,Normal,2,D9AC2,3C,E,13,1,1,3,11.86
Dales,1,9,A,Normal,3,D9AC3,5C,C,5,1,1,4,18.69
Dales,1,9,A,Nino,1,D9AN1,2N,A,19,1,1,3,11.46
Dales,1,9,A,Nino,2,D9AN2,5N,C,19,1,1,1,7.82
Dales,1,9,A,Nino,3,D9AN3,6N,J,8,1,1,3,18.94
Dales,1,9,A,Nina,1,D9AS1,9S,I,17,1,1,2,20.91
Dales,1,9,A,Nina,2,D9AS2,10S,D,8,1,1,1,6.86
Dales,1,9,A,Nina,3,D9AS3,5S,J,10,1,1,2,6.535
Dales,4,9,B,Normal,1,D9BC1,8C,C,11,1,1,2,10.35
Dales,4,9,B,Normal,2,D9BC2,5C,F,20,1,1,2,11.6
Dales,4,9,B,Normal,3,D9BC3,6C,G,11,1,1,3,12.04
Dales,4,9,B,Nino,1,D9BN1,1N,J,16,1,1,3,9.48
Dales,4,9,B,Nino,2,D9BN2,7N,B,2,1,1,3,26.94
Dales,4,9,B,Nino,3,D9BN3,5N,D,20,1,1,3,20.6
Dales,4,9,B,Nina,1,D9BS1,6S,D,6,1,1,1,9.379
Dales,4,9,B,Nina,2,D9BS2,10S,C,3,1,1,1,3.616
Dales,4,9,B,Nina,3,D9BS3,1S,D,18,1,1,1,10.563
Dales,4,9,C,Normal,1,D9CC1,7C,C,5,1,1,4,18.22
Dales,4,9,C,Normal,2,D9CC2,11C,D,12,1,1,3,13.11
Dales,4,9,C,Normal,3,D9CC3,6C,G,3,1,1,1,10.21
Dales,4,9,C,Nino,1,D9CN1,2N,H,2,1,1,4,14.87
Dales,4,9,C,Nino,2,D9CN2,6N,F,10,1,1,5,13.66
Dales,4,9,C,Nino,3,D9CN3,8N,A,7,1,1,5,16.19
Dales,4,9,C,Nina,1,D9CS1,9S,F,8,1,1,1,8.468
Dales,4,9,C,Nina,2,D9CS2,1S,E,11,1,1,1,11.029
Dales,4,9,C,Nina,3,D9CS3,10S,J,20,1,1,1,10.782
Dales,2,10,A,Normal,1,D10AC1,9C,I,17,1,1,2,2.98
Dales,2,10,A,Normal,2,D10AC2,4C,I,5,1,1,5,12.94
Dales,2,10,A,Normal,3,D10AC3,11C,J,4,1,1,4,17.35
Dales,2,10,A,Nino,1,D10AN1,9N,B,20,1,0,,
Dales,2,10,A,Nino,2,D10AN2,1N,A,1,1,1,4,18
Dales,2,10,A,Nino,3,D10AN3,10N,B,4,1,1,2,10.31
Dales,2,10,A,Nina,1,D10AS1,2S,B,4,1,0,,
Dales,2,10,A,Nina,2,D10AS2,10S,I,1,0,0,,
Dales,2,10,A,Nina,3,D10AS3,6S,F,8,0,0,,
Dales,3,10,B,Normal,1,D10BC1,11C,J,2,1,1,3,1.71
Dales,3,10,B,Normal,2,D10BC2,4C,A,19,1,1,3,8.39
Dales,3,10,B,Normal,3,D10BC3,11C,G,11,1,1,4,6.66
Dales,3,10,B,Nino,1,D10BN1,5N,F,20,1,1,3,10.75
Dales,3,10,B,Nino,2,D10BN2,9N,H,10,1,1,1,8.17
Dales,3,10,B,Nino,3,D10BN3,1N,B,14,1,1,2,11.56
Dales,3,10,B,Nina,1,D10BS1,1S,A,9,1,0,,
Dales,3,10,B,Nina,2,D10BS2,4S,I,7,1,1,2,9.791
Dales,3,10,B,Nina,3,D10BS3,10S,A,11,1,0,,
Dales,1,10,C,Normal,1,D10CC1,5C,E,1,1,1,2,13.13
Dales,1,10,C,Normal,2,D10CC2,6C,F,16,1,1,4,9.14
Dales,1,10,C,Normal,3,D10CC3,8C,G,5,1,1,2,12.9
Dales,1,10,C,Nino,1,D10CN1,8N,I,19,1,1,3,14.12
Dales,1,10,C,Nino,2,D10CN2,9N,B,2,1,1,1,6.93
Dales,1,10,C,Nino,3,D10CN3,10N,J,8,1,1,3,12.48
Dales,1,10,C,Nina,1,D10CS1,10S,B,4,0,0,,
Dales,1,10,C,Nina,2,D10CS2,1S,C,15,1,1,1,6.303
Dales,1,10,C,Nina,3,D10CS3,6S,I,15,1,0,,
Dales,2,11,A,Normal,1,D11AC1,9C,G,19,1,1,2,10.16
Dales,2,11,A,Normal,2,D11AC2,6C,C,13,1,1,4,18
Dales,2,11,A,Normal,3,D11AC3,8C,B,12,0,0,,
Dales,2,11,A,Nino,1,D11AN1,2N,C,17,1,1,1,5.7
Dales,2,11,A,Nino,2,D11AN2,6N,E,15,1,1,1,14.67
Dales,2,11,A,Nino,3,D11AN3,8N,H,14,1,1,4,16.81
Dales,2,11,A,Nina,1,D11AS1,7S,C,13,1,0,,
Dales,2,11,A,Nina,2,D11AS2,2S,A,17,1,1,2,10.217
Dales,2,11,A,Nina,3,D11AS3,4S,C,17,1,1,1,7.699
Dales,2,11,B,Normal,1,D11BC1,8C,D,2,1,1,3,20.55
Dales,2,11,B,Normal,2,D11BC2,3C,B,20,1,1,1,10.27
Dales,2,11,B,Normal,3,D11BC3,9C,E,17,1,1,1,4.11
Dales,2,11,B,Nino,1,D11BN1,7N,I,3,1,1,4,18.2
Dales,2,11,B,Nino,2,D11BN2,3N,C,17,1,1,2,25.92
Dales,2,11,B,Nino,3,D11BN3,6N,C,17,1,1,6,38.41
Dales,2,11,B,Nina,1,D11BS1,11S,A,1,0,0,,
Dales,2,11,B,Nina,2,D11BS2,1S,D,8,1,0,,
Dales,2,11,B,Nina,3,D11BS3,5S,G,13,1,0,,
Dales,2,11,C,Normal,1,D11CC1,4C,J,20,1,1,1,5.83
Dales,2,11,C,Normal,2,D11CC2,6C,D,12,1,1,1,10.94
Dales,2,11,C,Normal,3,D11CC3,11C,I,1,1,1,2,14.26
Dales,2,11,C,Nino,1,D11CN1,6N,D,2,1,1,2,20.34
Dales,2,11,C,Nino,2,D11CN2,9N,J,10,1,1,3,16.39
Dales,2,11,C,Nino,3,D11CN3,8N,H,20,1,1,3,16.8
Dales,2,11,C,Nina,1,D11CS1,5S,I,1,1,1,1,9.807
Dales,2,11,C,Nina,2,D11CS2,10S,C,1,1,0,,
Dales,2,11,C,Nina,3,D11CS3,1S,D,20,1,1,1,6.699
Dales,4,12,A,Normal,1,D12AC1,7C,A,9,1,1,1,10.47
Dales,4,12,A,Normal,2,D12AC2,2C,F,8,1,1,1,10.07
Dales,4,12,A,Normal,3,D12AC3,8C,D,10,1,1,5,20.61
Dales,4,12,A,Nino,1,D12AN1,5N,A,11,1,1,1,10.79
Dales,4,12,A,Nino,2,D12AN2,1N,F,18,1,1,4,16.27
Dales,4,12,A,Nino,3,D12AN3,7N,G,17,1,1,3,12.06
Dales,4,12,A,Nina,1,D12AS1,2S,F,18,1,0,,
Dales,4,12,A,Nina,2,D12AS2,6S,I,19,0,0,,
Dales,4,12,A,Nina,3,D12AS3,8S,F,16,0,0,,
Dales,4,12,B,Normal,1,D12BC1,10C,G,19,1,1,1,9.83
Dales,4,12,B,Normal,2,D12BC2,5C,C,1,1,1,1,12.59
Dales,4,12,B,Normal,3,D12BC3,1C,D,20,1,0,,
Dales,4,12,B,Nino,1,D12BN1,10N,F,12,1,1,1,2.9
Dales,4,12,B,Nino,2,D12BN2,7N,H,10,1,1,3,30.05
Dales,4,12,B,Nino,3,D12BN3,11N,I,3,1,1,2,6.85
Dales,4,12,B,Nina,1,D12BS1,2S,A,15,1,0,,
Dales,4,12,B,Nina,2,D12BS2,1S,E,7,1,1,1,7.359
Dales,4,12,B,Nina,3,D12BS3,6S,E,19,1,1,1,8.927
Dales,3,12,C,Normal,1,D12CC1,8C,C,7,1,1,1,9.02
Dales,3,12,C,Normal,2,D12CC2,11C,I,3,1,1,2,16.05
Dales,3,12,C,Normal,3,D12CC3,1C,E,9,1,1,3,17.41
Dales,3,12,C,Nino,1,D12CN1,4N,C,1,1,1,2,9.15
Dales,3,12,C,Nino,2,D12CN2,7N,H,2,1,1,4,20.6
Dales,3,12,C,Nino,3,D12CN3,5N,F,6,1,1,2,20.99
Dales,3,12,C,Nina,1,D12CS1,9S,D,18,1,0,,
Dales,3,12,C,Nina,2,D12CS2,1S,I,15,1,0,,
Dales,3,12,C,Nina,3,D12CS3,2S,D,8,1,0,,
Dales,2,13,A,Normal,1,D13AC1,2C,E,13,1,1,4,17.84
Dales,2,13,A,Normal,2,D13AC2,7C,E,19,0,0,,
Dales,2,13,A,Normal,3,D13AC3,11C,H,8,1,1,3,10.33
Dales,2,13,A,Nino,1,D13AN1,5N,J,20,1,1,3,7.94
Dales,2,13,A,Nino,2,D13AN2,8N,G,5,1,1,6,9.57
Dales,2,13,A,Nino,3,D13AN3,7N,I,17,1,1,6,21.73
Dales,2,13,A,Nina,1,D13AS1,2S,I,11,0,0,,
Dales,2,13,A,Nina,2,D13AS2,3S,B,6,1,1,1,9.175
Dales,2,13,A,Nina,3,D13AS3,11S,J,14,1,1,1,4.172
Dales,1,13,B,Normal,1,D13BC1,4C,H,4,1,1,3,10.08
Dales,1,13,B,Normal,2,D13BC2,7C,C,15,1,1,3,10.38
Dales,1,13,B,Normal,3,D13BC3,3C,H,14,1,1,2,14.43
Dales,1,13,B,Nino,1,D13BN1,6N,J,2,1,1,2,1.87
Dales,1,13,B,Nino,2,D13BN2,1N,G,5,1,1,3,7.85
Dales,1,13,B,Nino,3,D13BN3,2N,E,1,1,1,3,14.13
Dales,1,13,B,Nina,1,D13BS1,8S,D,18,1,0,,
Dales,1,13,B,Nina,2,D13BS2,2S,H,18,1,0,,
Dales,1,13,B,Nina,3,D13BS3,6S,H,10,1,0,,
Dales,4,13,C,Normal,1,D13CC1,5C,B,16,1,1,5,11.04
Dales,4,13,C,Normal,2,D13CC2,7C,B,12,1,1,3,10.4
Dales,4,13,C,Normal,3,D13CC3,11C,I,5,1,1,3,8.07
Dales,4,13,C,Nino,1,D13CN1,3N,J,16,1,1,3,20.94
Dales,4,13,C,Nino,2,D13CN2,4N,G,5,1,1,5,21.24
Dales,4,13,C,Nino,3,D13CN3,8N,F,14,1,1,6,10.94
Dales,4,13,C,Nina,1,D13CS1,7S,C,5,1,0,,
Dales,4,13,C,Nina,2,D13CS2,1S,A,7,1,0,,
Dales,4,13,C,Nina,3,D13CS3,3S,C,13,1,1,1,4.311
Dales,2,14,A,Normal,1,D14AC1,6C,I,17,1,1,1,5.31
Dales,2,14,A,Normal,2,D14AC2,4C,A,13,1,1,2,14.42
Dales,2,14,A,Normal,3,D14AC3,1C,C,3,1,1,3,10.81
Dales,2,14,A,Nino,1,D14AN1,7N,H,16,1,1,3,16.68
Dales,2,14,A,Nino,2,D14AN2,9N,G,11,1,1,3,14.52
Dales,2,14,A,Nino,3,D14AN3,8N,D,8,1,1,2,14.87
Dales,2,14,A,Nina,1,D14AS1,11S,G,17,1,0,,
Dales,2,14,A,Nina,2,D14AS2,3S,C,15,1,0,,
Dales,2,14,A,Nina,3,D14AS3,5S,F,8,1,0,,
Dales,1,14,B,Normal,1,D14BC1,4C,C,1,1,1,4,25.44
Dales,1,14,B,Normal,2,D14BC2,8C,H,6,1,1,3,10.8
Dales,1,14,B,Normal,3,D14BC3,5C,H,2,1,1,1,6.01
Dales,1,14,B,Nino,1,D14BN1,8N,A,15,1,1,4,11.03
