Pop	FamFixed	Fam	Seed	Rep	Row	Col	Surv306	BoltDate	FlowerDate	Diam1_306	Diam2_306	Area_306	ShootHt306	S06TotalShoots	S06TotalShootsZ	S06Flowered	S06SampledShoots	AfterColl(1/0)	S06AdjSiliques	S06TotalSiliques	S06CollSiliques	S06SilPerShoot	S06Seeds	S06SeedPerSil	S06SeedWt	S06WtPer100	ReprodOutput	ReprodOutputZ	CollDate	Surv606	Shoots606	Flowering606	Diam1_606	Diam2_606	Area_606	dDiam1	dDiam2	dArea	Surv1106	Diam1_1206	Diam2_1206	Final
F2	A	A	1	R6	9	AF	1	38783	38793	104	85	8840	55	49	49	1	3	1	66	66	10	22	151	15.1	24.2	16.02649007	16277.8	16277.8	38869	1	0	0	90	50	4500	-14	-35	-4340	0			1
F2	A	A	2	R6	12	AH	1	38783	38783	80	73	5840	12	7	7	1	3	1	60	58	6	20	62	10.33333333	2.6	4.193548387	1446.666667	1446.666667	38863	0									0			2
F2	A	A	3	R6	8	AH	1	38783	38793	118	117	13806	42	65	65	1	3	1	52	52	10	17.33333333	154	15.4	10.4	6.753246753	17350.66667	17350.66667	38868	1	0	0	70	40	2800	-48	-77	-11006	0			3
F2	A	A	4	R6	6	AG	1	38783	38786	82	80	6560	15	20	20	1	3	1	30	29	10	10	56	5.6	4.4	7.857142857	1120	1120	38868	1	0	0	95	70	6650	13	-10	90	0			4
F2	A	A	5	R6	2	AG	1	38783	38807	95	87	8265	30	18	18	1	3	1	34	33	10	11.33333333	136	13.6	22.9	16.83823529	2774.4	2774.4	38868	1	0	0	70	50	3500	-25	-37	-4765	1	62	50	5
F2	A	A	6	R6	7	AE	1	38783	38786	75	72	5400	5	16	16	1	3	1	46	44	12	15.33333333	162	13.5	19.6	12.09876543	3312	3312	38861	1	0	0	80	40	3200	5	-32	-2200	1	45	41	6
F2	A	A	7	R6	23	AH	1	38789	38811	159	148	23532	114	32	32	1	3	1	73	73	10	24.33333333	103	10.3	21.9	21.26213592	8020.266667	8020.266667	38863	1	0	0	80	50	4000	-79	-98	-19532	0			7
F2	A	A	8	R6	20	AH	1	38783	38783	87	85	7395	10	17	17	1	3	1	29	28	10	9.666666667	132	13.2	21	15.90909091	2169.2	2169.2	38863	1	0	0	100	60	6000	13	-25	-1395	0			8
F2	A	A	9	R6	10	AG	1	38789	38824	98	97	9506	58	12	12	1	3	1	23	22	7	7.666666667	35	5	2.5	7.142857143	460	460	38863	1	0	0	70	40	2800	-28	-57	-6706	0			9
F2	A	A	10	R6	9	AH	1	38783	38786	72	63	4536	9	19	19	1	3	1	62	61	10	20.66666667	75	7.5	6	8	2945	2945	38863	1	0	0	60	40	2400	-12	-23	-2136	1	33	12	10
F2	A	A	11	R6	4	AG	1	38783	38783	115	100	11500	15	34	34	1	3	1	38	38	10	12.66666667	158	15.8	24.9	15.75949367	6804.533333	6804.533333	38868	1	0	0	70	40	2800	-45	-60	-8700	0			11
F2	A	A	12	R6	27	AF	1	38789	38789	116	107	12412	36	47	47	1	3	1	57	57	10	19	76	7.6	11.9	15.65789474	6786.8	6786.8	38867	1	0	0	75	50	3750	-41	-57	-8662	0			12
F2	A	A	13	R8	12	AS	1	38789	38789	92	85	7820	15	58	58	1	3	1	54	54	8	18	83	10.375	9.9	11.92771084	10831.5	10831.5	38869	1	0	0	0	0	0	-92	-85	-7820	0			13
F2	A	A	14	R8	14	AS	1	38783	38789	125	96	12000	66	36	36	1	3	1	60	60	8	20	85	10.625	10.6	12.47058824	7650	7650	38869	1	0	0	79	60	4740	-46	-36	-7260	0			14
F2	A	A	15	R8	3	AT	1	38783	38786	110	105	11550	29	83	83	1	3	1	57	57	10	19	124	12.4	19.6	15.80645161	19554.8	19554.8	38869	1	0	0	76	75	5700	-34	-30	-5850	0			15
F2	A	A	16	R8	9	AS	1	38786	38789	80	77	6160	31	55	55	1	3	1	71	71	10	23.66666667	193	19.3	39.2	20.31088083	25122.16667	25122.16667	38869	1	0	0	98	77	7546	18	0	1386	0			16
F2	A	A	17	R8	17	AT	1	38793	38811	64	59	3776	55	53	53	1	3	1	39	39	8	13	100	12.5	15.8	15.8	8612.5	8612.5	38869	1	0	0	124	99	12276	60	40	8500	0			17
F2	A	A	18	R8	10	AR	1	38786	38811	85	75	6375	136	43	43	1	3		51	51	12	17	129	10.75	13.2	10.23255814	7858.25	7858.25	38836	1	0	0	0	0	0	-85	-75	-6375	0			18
F2	A	A	19	R8	7	AQ	1	38786	38789	93	92	8556	53	58	58	1	3		43	43	10	14.33333333	188	18.8	18.4	9.787234043	15629.06667	15629.06667	38843	1	0	0	0	0	0	-93	-92	-8556	0			19
F2	A	A	20	R8	12	AR	1	38783	38786	99	98	9702	30	73	73	1	3		29	29	12	9.666666667	220	18.33333333	35	15.90909091	12937.22222	12937.22222	38843	1	0	0	0	0	0	-99	-98	-9702	0			20
F2	A	A	21	R8	3	AR	1	38783	38789	122	98	11956	64	104	104	1	3	1	56	56	10	18.66666667	97	9.7	20.4	21.03092784	18830.93333	18830.93333	38868	1	0	0	112	111	12432	-10	13	476	0			21
F2	A	A	22	R6	13	AE	1	38789	38811	111	102	11322	61	23	23	1	3	1	25	24	10	8.333333333	60	6	11.5	19.16666667	1150	1150	38868	1	0	0	85	70	5950	-26	-32	-5372	0			22
F2	A	A	23	R6	19	AF	1	38793	38824	103	98	10094	111	30	30	1	3	1	69	68	10	23	91	9.1	12.2	13.40659341	6279	6279	38867	1	0	0	90	40	3600	-13	-58	-6494	0			23
F2	A	A	24	R6	25	AF	1	38783	38793	178	170	30260	67	41	41	1	3	1	107	107	10	35.66666667	82	8.2	7.2	8.780487805	11991.13333	11991.13333	38867	1	0	0	70	50	3500	-108	-120	-26760	0			24
F2	A	A	25	R6	17	AE	1	38783	38786	117	102	11934	27	37	37	1	3		47	47	12	15.66666667	152	12.66666667	27.6	18.15789474	7342.444444	7342.444444	38843	0									0			25
F2	A	A	26	R6	22	AF	1	38783	38783	90	86	7740	13	21	21	1	3	1	32	31	10	10.66666667	66	6.6	7.3	11.06060606	1478.4	1478.4	38867	1	1	1	110	90	9900	20	4	2160	0			26
F2	A	A	27	R8	19	AQ	1	38786	38780	83	73	6059	80	56	56	1	3	1	38	38	10	12.66666667	96	9.6	13.7	14.27083333	6809.6	6809.6	38868	1	0	0	108	93	10044	25	20	3985	0			27
F2	A	A	28	R5	5	AB	1	38783	38783	114	98	11172	38	30	30	1	3		67	67	12	22.33333333	138	11.5	22.6	16.37681159	7705	7705	38843	1	0	0	0	0	0	-114	-98	-11172	1	55	50	28
F2	A	A	29	R6	22	AE	1	38783	38789	106	96	10176	43	20	20	1	3		105	105	12	35	262	21.83333333	57.1	21.79389313	15283.33333	15283.33333	38843	1	0	0	70	30	2100	-36	-66	-8076	0			29
F2	A	A	30	R6	15	AF	1	38783	38798	115	105	12075	47	16	16	1	3	1	102	101	10	34	108	10.8	25.3	23.42592593	5875.2	5875.2	38867	1	0	0	60	50	3000	-55	-55	-9075	0			30
F2	A	A	31	R6	16	AH	1	38783	38786	119	114	13566	24	22	22	1	3	1	29	28	10	9.666666667	190	19	41.8	22	4040.666667	4040.666667	38863	1	0	0	90	60	5400	-29	-54	-8166	0			31
F2	A	A	32	R5	13	AB	1	38783	38811	95	92	8740	78	6	6	1	3	1	35	30	10	11.66666667	93	9.3	21.5	23.11827957	651	651	38869	1	0	1	80	70	5600	-15	-22	-3140	1	80	56	32
F2	A	A	33	R5	9	AB	1	38783	38783	90	84	7560	15	22	22	1	3		83	83	11	27.66666667	56	5.090909091	4.8	8.571428571	3098.666667	3098.666667	38843	0									0			33
F2	A	A	34	R6	26	AE	1	38783	38803	90	81	7290	23	35	35	1	3	1	29	29	10	9.666666667	147	14.7	29.3	19.93197279	4973.5	4973.5	38867	1	0	0	75	60	4500	-15	-21	-2790	1	75	60	34
F2	A	A	35	R6	18	AH	1	38793	38811	77	77	5929	36	41	41	1	3	1	49	49	10	16.33333333	41	4.1	7.4	18.04878049	2745.633333	2745.633333	38863	1	0	0	110	60	6600	33	-17	671	0			35
F2	A	A	36	R6	17	AG	1	38783	38793	73	69	5037	19	16	16	1	3	1	62	61	10	20.66666667	178	17.8	33.8	18.98876404	5885.866667	5885.866667	38863	1	0	0	80	50	4000	7	-19	-1037	0			36
F2	A	A	37	R5	25	AB	1	38793	38824	80	74	5920	85	35	35	1	3	1	55	55	10	18.33333333	161	16.1	46.8	29.06832298	10330.83333	10330.83333	38873	1	0	0	100	95	9500	20	21	3580	0			37
F2	A	A	38	R5	17	AA	1	38786	38789	130	115	14950	25	71	71	1	3	1	54	54	10	18	149	14.9	23.7	15.90604027	19042.2	19042.2	38869	1	0	0	0	0	0	-130	-115	-14950	0			38
F2	A	A	39	R5	9	AA	1	38789	38811	112	110	12320	80	22	22	1	3	1	84	83	11	28	149	13.54545455	19.1	12.81879195	8344	8344	38881	1	0	0	70	50	3500	-42	-60	-8820	0			39
F2	A	A	40	R6	6	AE	1	38789	38803	82	80	6560	35	31	31	1	3	1	60	60	10	20	163	16.3	23.8	14.60122699	10106	10106	38869	1	0	0	50	40	2000	-32	-40	-4560	0			40
F2	A	A	41	R6	2	AE	1	38789	38811	140	136	19040	76	31	31	1	3	1	65	64	20	21.66666667	126	6.3	17.9	14.20634921	4231.5	4231.5	38868	1	1	1	110	85	9350	-30	-51	-9690	1	77	68	41
F2	A	A	42	R6	4	AF	1	38786	38789	96	90	8640	35	24	24	1	3	1	68	67	10	22.66666667	181	18.1	23.9	13.20441989	9846.4	9846.4	38869	1	1	1	60	40	2400	-36	-50	-6240	1	57	47	42
F2	A	A	43	R5	13	AA	1	38783	38786	124	105	13020	11	41	41	1	3	1	55	55	10	18.33333333	136	13.6	35.2	25.88235294	10222.66667	10222.66667	38869	1	1	1	70	60	4200	-54	-45	-8820	1	44	40	43
F2	A	A	44	R5	2	AA	1	38783	38783	105	100	10500	49	22	22	1	3	1	38	37	10	12.66666667	157	15.7	27.6	17.57961783	4375.066667	4375.066667	38881	0									1	89	70	44
F2	A	A	45	R6	12	AE	1	38783	38807	75	68	5100	23	21	21	1	3	1	26	25	12	8.666666667	87	7.25	15.4	17.70114943	1319.5	1319.5	38868	1	0	0	100	80	8000	25	12	2900	1	10	4	45
F2	A	A	46	R6	23	AE	1	38783	38789	97	90	8730	39	16	16	1	3	1	95	94	10	31.66666667	175	17.5	23.1	13.2	8866.666667	8866.666667	38867	1	1	0	80	70	5600	-17	-20	-3130	1	68	66	46
F2	A	A	47	R6	17	AF	1	38786	38789	134	119	15946	40	42	42	1	3	1	174	174	10	58	94	9.4	15.1	16.06382979	22898.4	22898.4	38867	1	0	0	50	30	1500	-84	-89	-14446	0			47
F2	A	A	48	R5	7	Z	1	38786	38793	94	86	8084	38	41	41	1	3		45	45	12	15	156	13	40.8	26.15384615	7995	7995	38843	1	0	0	40	30	1200	-54	-56	-6884	0			48
F2	A	A	49	R5	1	Z	1	38783	38789	74	71	5254	39	41	41	1	3		59	59	12	19.66666667	130	10.83333333	29.6	22.76923077	8735.277778	8735.277778	38855	1									1	30	28	49
F2	A	A	50	R5	22	AB	1	38783	38783	112	103	11536	10	21	21	1	3	1	56	55	10	18.66666667	130	13	19.3	14.84615385	5096	5096	38869	1	1	1	80	70	5600	-32	-33	-5936	0			50
F2	A	A	51	R5	3	AB	1	38789	38811	92	85	7820	48	37	37	1	3		40	40	8	13.33333333	40	5	7	17.5	2466.666667	2466.666667	38843	1	0	0	60	40	2400	-32	-45	-5420	1	69	67	51
F2	A	A	52	R5	10	AB	1	38783	38783	111	110	12210	20	36	36	1	3	1	52	52	10	17.33333333	159	15.9	23	14.46540881	9921.6	9921.6	38881	1	0	0	55	45	2475	-56	-65	-9735	0			52
F2	A	A	53	R5	25	Z	1	38783	38783	69	67	4623	12	11	11	1	3		47	47	12	15.66666667	152	12.66666667	23.5	15.46052632	2182.888889	2182.888889	38826	1	1	0	114	111	12654	45	44	8031	0			53
F2	A	A	54	R5	1	Y	1	38783	38783	72	71	5112	27	17	17	1	3		58	58	12	19.33333333	200	16.66666667	44.8	22.4	5477.777778	5477.777778	38843	1	1	1	40	30	1200	-32	-41	-3912	0			54
F2	A	A	55	R5	4	Z	1	38786	38786	128	124	15872	10	64	64	1	3		62	62	12	20.66666667	189	15.75	33.9	17.93650794	20832	20832	38855	1	0	0	95	80	7600	-33	-44	-8272	0			55
F2	A	A	56	R5	6	AB	1	38783	38811	94	91	8554	97	15	15	1	3	1	32	30	10	10.66666667	81	8.1	13	16.04938272	1296	1296	38881	1	0	0	60	40	2400	-34	-51	-6154	0			56
F2	A	A	57	R5	5	AA	1	38783	38783	90	88	7920	26	13	13	1	3	1	40	38	10	13.33333333	111	11.1	19	17.11711712	1924	1924	38881	1	0	0	0	0	0	-90	-88	-7920	0			57
F2	A	A	58	R5	23	Y	1	38783	38789	127	118	14986	45	26	26	1	3	1	69	68	10	23	130	13	23.4	18	7774	7774	38870	1	0	0	100	80	8000	-27	-38	-6986	0			58
F2	A	A	59	R5	17	Z	1	38789	38789	136	133	18088	42	92	92	1	3		60	60	12	20	82	6.833333333	15.9	19.3902439	12573.33333	12573.33333	38856	1	1	1	120	110	13200	-16	-23	-4888	0			59
F2	A	A	60	R5	14	Y	1	38786	38803	178	169	30082	76	78	78	1	3	1	52	52	12	17.33333333	87	7.25	13.5	15.51724138	9802	9802	38870	1	0	0	65	50	3250	-113	-119	-26832	1	70	65	60
F2	A	A	61	R5	11	Z	1	38789	38824	112	109	12208	96	44	44	1	3	1	32	32	12	10.66666667	179	14.91666667	26.3	14.69273743	7000.888889	7000.888889	38870	1	0	1	70	60	4200	-42	-49	-8008	1	80	71	61
F2	A	A	62	R5	24	Y	1	38783	38783	123	115	14145	12	38	38	1	3	1	137	137	10	45.66666667	100	10	23.7	23.7	17353.33333	17353.33333	38870	1	0	1	110	100	11000	-13	-15	-3145	0			62
F2	A	A	63	R5	21	Z	0																							0									1	80	75	63
F2	A	A	64	R5	15	Y	1	38783	38786	103	99	10197	33	25	25	1	3		97	97	12	32.33333333	173	14.41666667	32.5	18.78612717	11653.47222	11653.47222	38856	1	0	1	40	30	1200	-63	-69	-8997	0			64
F2	A	A	65	R5	14	Z	1	38783	38786	109	89	9701	18	21	21	1	3		37	37	9	12.33333333	144	16	26.4	18.33333333	4144	4144	38843	1	0	0	50	30	1500	-59	-59	-8201	1	45	40	65
F2	A	A	66	R5	9	Y	1	38789	38811	98	88	8624	71	49	49	1	3		65	65	12	21.66666667	139	11.58333333	16.3	11.72661871	12297.63889	12297.63889	38856	1	1	0	80	60	4800	-18	-28	-3824	0			66
F2	A	A	67	R5	19	Y	1	38783	38783	87	69	6003	11	18	18	1	0	1	48	48	12		134	11.16666667	28.5	21.26865672			38870	1	1	1	60	40	2400	-27	-29	-3603	0			67
F2	A	A	68	R4	11	T	1	38783	38793	120	92	11040	62	39	39	1	3		128	128	12	42.66666667	59	4.916666667	11.7	19.83050847	8181.333333	8181.333333	38855	1	0	0	50	43	2150	-70	-49	-8890	0			68
F2	A	A	69	R4	13	S	1	38789	38811	122	110	13420	101	6	6	1	6	1	94	84	10	15.66666667	78	7.8	15.3	19.61538462	733.2	733.2	38863	1	0	0	91	77	7007	-31	-33	-6413	1	97	92	69
F2	A	A	70	R4	17	T	1	38783	38783	119	96	11424	33	52	52	1	3	1	45	45	6	15	38	6.333333333	12.3	12.3	4940	4940	38863	1	1	1	101	84	8484	-18	-12	-2940	0			70
F2	A	A	71	R1	5	C	1	38786	38811	73	69	5037	67	29	29	1	3	1	26	26	8	8.666666667	62	7.75	11.8	19.03225806	1947.833333	1947.833333	38873	1	0	0	75	61	4575	2	-8	-462	0			71
F2	A	A	72	R1	5	D	1	38793	38824	55	53	2915	110	16	16	1	3	1	26	25	8	8.666666667	59	7.375	12.4	21.01694915	1022.666667	1022.666667	38873	1	0	0	84	79	6636	29	26	3721	0			72
F2	A	A	73	R1	9	A	1	38783	38783	73	65	4745	10	13	13	1	3		34	34	7	11.33333333	100	14.28571429	21.6	21.6	2104.761905	2104.761905	38849	1	0	0	62	57	3534	-11	-8	-1211	1	54	44	73
F2	A	A	74	R4	26	S	1	38798	38811	72	70	5040	42		0	0												0		1	0	0	39	38	1482	-33	-32	-3558	0			74
F2	A	A	75	R4	23	T	1	38783	38786	92	90	8280	16	23	23	1	3	1	47	46	12	15.66666667	111	9.25	15.4	13.87387387	3333.083333	3333.083333	38863	1	1	0	64	61	3904	-28	-29	-4376	1	70	61	75
F2	A	A	76	R4	19	S	1	38783	38783	111	84	9324	35	37	37	1	6	1	112	111	7	18.66666667	41	5.857142857	7.7	18.7804878	4045.333333	4045.333333	38863	1	0	0	71	54	3834	-40	-30	-5490	1	51	46	76
F2	A	A	77	R1	6	C	1	38783	38783	67	63	4221	13	32	32	1	3		43	43	12	14.33333333	107	8.916666667	18.3	17.10280374	4089.777778	4089.777778	38849	1	0	0	78	62	4836	11	-1	615	0			77
F2	A	A	78	R4	6	S	1	38783	38783	79	75	5925	20	13	13	1	6	1	87	84	8	14.5	61	7.625	11	18.03278689	1437.3125	1437.3125	38863	1	1	1	76	71	5396	-3	-4	-529	0			78
F2	A	A	79	R2	27	G	1	38783	38783	78	66	5148	26	7	7	1	3		18	18	8	6	32	4	2.4	7.5	168	168	38860	1	1	0	61	53	3233	-17	-13	-1915	0			79
F2	A	A	80	R2	25	H	1	38789	38793	32	26	832	56	4	4	1	4		26	26	9	6.5	51	5.666666667	12.1	23.7254902	147.3333333	147.3333333	38860	1	0	0	62	60	3720	30	34	2888	1	42	31	80
F2	A	A	81	R2	21	I	1	38786	38793	80	80	6400	49	28	28	1	3		63	63	12	21	186	15.5	31.7	17.04301075	9114	9114	38853	1	0	0	82	79	6478	2	-1	78	0			81
F2	A	A	82	R1	4	A	1	38789	38824	87	62	5394	88	8	8	1	3	1	19	16	8	6.333333333	33	4.125	4.4	13.33333333	209	209	38873	1	0	0	42	38	1596	-45	-24	-3798	0			82
F2	A	A	83	R4	4	S	1	38786	38811	77	84	6468	100	33	33	1	6	1	91	90	9	15.16666667	97	10.77777778	14	14.43298969	5394.277778	5394.277778	38863	1	0	0	37	31	1147	-40	-53	-5321	0			83
F2	A	A	84	R2	18	I	1	38783	38789	49	46	2254	25	9	9	1	3		43	43	10	14.33333333	108	10.8	19.2	17.77777778	1393.2	1393.2	38853	1	1	0	65	62	4030	16	16	1776	0			84
F2	A	A	85	R2	23	G	1	38789	38824	96	87	8352	141	20	20	1	3	1	18	18	3	6	36	12	6.2	17.22222222	1440	1440	38874	1	1	1	94	76	7144	-2	-11	-1208	0			85
F2	A	A	86	R4	7	V	1	38793	38811	86	86	7396	57	26	26	1	3	1	48	48	8	16	44	5.5	10.6	24.09090909	2288	2288	38863	1	0	0	89	88	7832	3	2	436	1	88	77	86
F2	A	A	87	R4	3	V	1	38783	38783	94	88	8272	27	31	31	1	3	1	28	28		9.333333333							38863	1	0	0	87	79	6873	-7	-9	-1399	0			87
F2	A	A	88	R4	10	V	1	38783	38783	79	74	5846	35	8	8	1	3	1			8		114	14.25	23	20.1754386			38863	1	0	0	65	51	3315	-14	-23	-2531	0			88
F2	A	A	89	R2	6	H	1	38786	38789	82	67	5494	43	31	31	1	3		39	39	11	13	137	12.45454545	26.6	19.41605839	5019.181818	5019.181818	38853	1	0	0	81	73	5913	-1	6	419	1	40	20	89
F2	A	A	90	R2	8	H	1	38786	38786	87	68	5916	16	26	26	1	3	1	22	22	8	7.333333333	141	17.625	31.2	22.12765957	3360.5	3360.5	38874	1	1	0	62	57	3534	-25	-11	-2382	1	20	19	90
F2	A	A	91	R4	12	U	1	38783	38783	92	85	7820	15	21	21	1	3	1	38	37	9	12.66666667	74	8.222222222	10.5	14.18918919	2187.111111	2187.111111	38863	1	0	0	55	54	2970	-37	-31	-4850	1	55	50	91
F2	A	A	92	R4	4	U	1	38783	38783	92	86	7912	24	34	34	1	3		54	54	12	18	135	11.25	24	17.77777778	6885	6885	38843	1	0	0	70	61	4270	-22	-25	-3642	1	77	50	92
F2	A	A	93	R4	1	V	1	38786	38824	77	73	5621	55		0	0												0		1	0	0	47	45	2115	-30	-28	-3506	0			93
F2	A	A	94	R2	8	G	1	38783	38786	51	51	2601	14	20	20	1	3		38	38	9	12.66666667	57	6.333333333	12.6	22.10526316	1604.444444	1604.444444	38853	1	0	0	75	71	5325	24	20	2724	0			94
F2	A	A	95	R2	11	G	1	38789	38824	55	46	2530	106	27	27	1	3	1	33	33	3	11	16	5.333333333	2.4	15	1584	1584	38874	1	1	0	67	61	4087	12	15	1557	0			95
F2	A	A	96	R2	4	J	1	38786	38786	47	42	1974	13	30	30	1	3		45	45	12	15	161	13.41666667	30.3	18.81987578	6037.5	6037.5	38855	1	0	0	24	22	528	-23	-20	-1446	0			96
F2	A	A	97	R2	2	J	1	38786	38789	69	66	4554	34	25	25	1	3		26	26	12	8.666666667	79	6.583333333	7.4	9.367088608	1426.388889	1426.388889	38855	1	0	0	71	63	4473	2	-3	-81	1	53	51	97
F2	A	A	98	R3	18	O	1	38783	38783	99	90	8910	23	21	21	1	3	1	52	51	10	17.33333333	64	6.4	7.7	12.03125	2329.6	2329.6	38875	1	0	1	118	98	11564	19	8	2654	0			98
F2	A	A	99	R3	2	M	1	38783	38783	63	61	3843	63	9	9	1	3		24	24	10	8	91	9.1	16.2	17.8021978	655.2	655.2	38836	1	0	1	69	57	3933	6	-4	90	0			99
F2	A	A	100	R3	19	M	1	38783	38793	64	48	3072	31	15	15	1	3	1	17	16	8	5.666666667	46	5.75	10.4	22.60869565	488.75	488.75	38875	1	0	0	50	48	2400	-14	0	-672	0			100
F2	A	A	101	R2	19	J	1	38783	38789	28	75	2100	28	28	28	1	3		59	59	12	19.66666667	169	14.08333333	21.6	12.78106509	7755.222222	7755.222222	38853	1	0	0	73	69	5037	45	-6	2937	1	60	55	101
F2	A	A	102	R2	13	I	1	38783	38783	60	60	3600	16	11	11	1	3		62	62	13	20.66666667	145	11.15384615	26.6	18.34482759	2535.641026	2535.641026	38854	1	0	0	52	43	2236	-8	-17	-1364	0			102
F2	A	A	103	R3	23	P	1	38786	38793	86	84	7224	54	25	25	1	3	1	34	34	8	11.33333333	107	13.375	20.9	19.53271028	3789.583333	3789.583333	38875	0			130	119	15470	44	35	8246	0			103
F2	A	A	104	R3	5	N	1	38789	38803	88	79	6952	55	37	37	1	3	1	36	36	8	12	100	12.5	16.6	16.6	5550	5550	38874	1	1	1	108	99	10692	20	20	3740	0			104
F2	A	A	105	R3	13	M	1	38789	38811	70	59	4130	42	2	2	1	2		8	8	3	4	25	8.333333333	4.8	19.2	66.66666667	66.66666667	38855	1	0	0	78	68	5304	8	9	1174	0			105
F2	A	A	106	R3	10	N	1	38783	38783	92	87	8004	15	38	38	1	3	1	62	62	8	20.66666667	127	15.875	20.2	15.90551181	12467.16667	12467.16667	38874	1	0	0	99	98	9702	7	11	1698	0			106
F2	A	A	107	R3	21	N	1	38786	38779	77	70	5390	9	24	24	1	3	1	20	19	8	6.666666667	65	8.125	7.9	12.15384615	1300	1300	38875	1	0	1	103	100	10300	26	30	4910	0			107
F2	A	A	108	R3	24	N	1	38786	38789	48	48	2304	15	6	6	1	3		30	30	8	10	111	13.875	17.4	15.67567568	832.5	832.5	38840	1	0	0	28	25	700	-20	-23	-1604	0			108
F2	A	A	109	R3	1	O	1	38783	38783	59	58	3422	21	6	6	1	3		13	13	7	4.333333333	68	9.714285714	6.4	9.411764706	252.5714286	252.5714286	38842	1	0	0	82	78	6396	23	20	2974	1	55	38	109
F2	A	A	110	R3	17	P	1	38783	38783	96	91	8736	23	32	32	1	3	1	41	41	8	13.66666667	93	11.625	16	17.20430108	5084	5084	38875	1	0	0	91	82	7462	-5	-9	-1274	0			110
F2	A	A	111	R3	20	P	1	38786	38793	11	97	1067	57	3	3	1	3	1	70	60	10	23.33333333	86	8.6	11.5	13.37209302	602	602	38875	1	1	1	84	70	5880	73	-27	4813	0			111
F2	A	A	112	R3	15	M	1	38783	38783	66	64	4224	19	16	16	1	3		23	23	11	7.666666667	167	15.18181818	41.5	24.8502994	1862.30303	1862.30303	38836	1	0	0	95	94	8930	29	30	4706	0			112
F2	A	A	113	R3	17	M	1	38783	38783	71	67	4757	20	24	24	1	3	1	32	31	8	10.66666667	81	10.125	10.8	13.33333333	2592	2592	38875	1	0	0	75	74	5550	4	7	793	0			113
F2	A	A	114	R3	27	N	1	38786	38796	72	60	4320	45	5	5	1	3	1	20	16	8	6.666666667	60	7.5	12.3	20.5	250	250	38881	1	1	1	114	114	12996	42	54	8676	0			114
F2	A	A	115	R3	10	O	1	38786	38786	77	75	5775	11	32	32	1	3		107	107	12	35.66666667	197	16.41666667	35.2	17.8680203	18736.88889	18736.88889	38854	1	1	1	121	104	12584	44	29	6809	0			115
F2	A	A	116	R3	15	O	1	38783	38783	62	57	3534	9	28	28	1	3	1	109	109	8	36.33333333	66	8.25	9.9	15	8393	8393	38875	1	0	0	118	112	13216	56	55	9682	0			116
F2	A	A	117	R3	25	P	1	38783	38783	91	89	8099	36	5	5	1	3	1	35	31	8	11.66666667	53	6.625	12.3	23.20754717	386.4583333	386.4583333	38881	1	1	1	75	71	5325	-16	-18	-2774	0			117
F2	A	A	118	R3	25	M	1	38783	38786	82	58	4756	18	21	21	1	3		39	39	11	13	90	8.181818182	8.9	9.888888889	2233.636364	2233.636364	38854	1	1	0	77	71	5467	-5	13	711	0			118
F2	A	A	119	R3	13	P	1	38783	38811	97	93	9021	140	13	13	1	3		65	65	8	21.66666667	85	10.625	17.1	20.11764706	2992.708333	2992.708333		1	0	0	86	80	6880	-11	-13	-2141	0			119
F2	A	A	120	R3	5	P	1	38789	38811	62	58	3596	54	22	22	1	3	1	43	42	8	14.33333333	77	9.625	11.8	15.32467532	3035.083333	3035.083333	38875	1	0	0	90	89	8010	28	31	4414	0			120
F2	A	A	121	R3	13	N	1	38793	38838	44	43	1892	35		0	0												0		1	1	1	125	121	15125	81	78	13233	0			121
F2	A	A	122	R3	22	M	1	38789	38824	72	68	4896	106	26	26	1	3	1	23	22	9	7.666666667	102	11.33333333	16.6	16.2745098	2259.111111	2259.111111	38875	1	1	1	90	87	7830	18	19	2934	0			122
F2	A	A	123	R8	2	AS	1	38783	38786	75	66	4950	15	96	96	1	3	1	65	65	10	21.66666667	161	16.1	23.1	14.34782609	33488	33488	38869	1	0	0	119	111	13209	44	45	8259	0			123
F2	A	A	124	R3	18	N	1	38786	38789	90	84	7560	28	18	18	1	3	1	48	47	8	16	89	11.125	10.2	11.46067416	3204	3204	38875	1	0	1	82	74	6068	-8	-10	-1492	0			124
F2	A	A	125	R3	6	O	1	38786	38811	73	62	4526	50	14	14	1	3	1	24	23	8	8	33	4.125	8.2	24.84848485	462	462	38875	1	0	0	124	111	13764	51	49	9238	1	49	47	125
F2	A	A	126	R3	9	O	1	38783	38811	56	55	3080	51	20	20	1	3		21	21	8	7	111	13.875	24.1	21.71171171	1942.5	1942.5		1	0	0	100	96	9600	44	41	6520	0			126
F2	A	A	127	R3	3	M	1	38783	38786	48	36	1728	16	4	4	1	4		24	24	12	6	92	7.666666667	11.9	12.93478261	184	184	38855	1	0	0	52	49	2548	4	13	820	1	65	65	127
F2	A	A	128	R3	9	M	1	38783	38783	59	57	3363	11	12	12	1	3		41	41	12	13.66666667	260	21.66666667	42	16.15384615	3553.333333	3553.333333	38840	1	1	0	72	66	4752	13	9	1389	0			128
F2	A	A	129	R2	21	H	1	38789	38796	68	57	3876	21	4	4	1	4		29	29	4	7.25	57	14.25	13.5	23.68421053	413.25	413.25	38860	1	0	0	56	43	2408	-12	-14	-1468	0			129
