positionID,packID,row,group.position,position,maternalID,paternalID,planting.notes,presence1,leafnumber1,notes1,presence2,leafnumber2,notes2,presence3,leafnumber3,notes3,presence4,branch4,flowering4,munched4,notes4,presence5,flowering5,munched5,notes5,presence6,notes6,presence7,notes7,notes8,presence9,flowering9,crispy.pods9,green.pods9,ground.pods9,pods.on.plant9,seed.ct,ground.seed.ct,green.seed.ct,notes9
2076,423,608,31,30.8,67,1,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2077,423,608,31,30.9,67,1,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2078,423,608,31,31,67,1,,1,2,,1,3,,1,6,,1,1,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,0,0,2,0,NA,22,NA,only stem remaining
2079,423,608,31,31.1,67,1,,1,4,,1,5,,1,6,,1,1,1,0,,1,1,0,,1,,1,,only stem remaining; pods collected off ground,1,1,0,0,1,0,NA,12,NA,
2080,423,608,31,31.2,67,1,,1,3,,1,4,,1,6,,1,0,1,0,,1,1,0,,1,,1,,,1,1,0,0,0,0,NA,NA,NA,
2081,425,608,33,32.8,64,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2082,425,608,33,32.9,64,112,,1,3,,1,4,,1,7,,1,0,1,0,,1,1,0,,1,,1,,,1,1,0,0,0,0,NA,NA,NA,only stem remaining; pods nearby
2083,425,608,33,33,64,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2084,425,608,33,33.1,64,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2085,425,608,33,33.2,64,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2086,427,608,35,34.8,95,204,,1,2,,1,4,,1,6,,1,2,1,0,,1,1,0,,1,,1,,only stem remaining; pods collected off ground,1,1,0,0,0,0,NA,NA,NA,munched
2087,427,608,35,34.9,95,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2088,427,608,35,35,95,204,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2089,427,608,35,35.1,95,204,,1,3,,1,5,,1,8,,1,1,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,3,0,2,0,31,18,NA,munched; pods nearby
2090,427,608,35,35.2,95,204,,1,3,,1,4,,1,7,,1,1,1,0,,1,1,0,,1,,1,stem broke,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2091,428,608,37,36.8,104,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2092,428,608,37,36.9,104,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2093,428,608,37,37,104,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2094,428,608,37,37.1,104,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2095,428,608,37,37.2,104,149,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2096,429,608,39,38.8,18,167,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2097,429,608,39,38.9,18,167,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2098,429,608,39,39,18,167,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2099,429,608,39,39.1,18,167,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2100,429,608,39,39.2,18,167,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2101,430,608,41,40.8,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2102,430,608,41,40.9,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2103,430,608,41,41,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2104,430,608,41,41.1,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2105,430,608,41,41.2,202,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2106,431,608,43,42.8,181,71,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2107,431,608,43,42.9,181,71,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2108,431,608,43,43,181,71,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2109,431,608,43,43.1,181,71,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2110,431,608,43,43.2,181,71,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2111,432,608,45,44.8,22,15,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2112,432,608,45,44.9,22,15,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2113,432,608,45,45,22,15,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2114,432,608,45,45.1,22,15,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2115,432,608,45,45.2,22,15,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2116,433,608,47,46.8,136,16,,1,3,,1,6,,1,8,,1,1,1,0,,1,1,0,,1,munched,1,pods collected off ground,,1,1,0,0,1,0,NA,8,NA,only stem remaining
2117,433,608,47,46.9,136,16,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2118,433,608,47,47,136,16,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2119,433,608,47,47.1,136,16,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2120,433,608,47,47.2,136,16,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2121,434,608,49,48.8,7,76,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2122,434,608,49,48.9,7,76,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2123,434,608,49,49,7,76,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2124,434,608,49,49.1,7,76,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2125,434,608,49,49.2,7,76,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2126,435,610,1,0.8,46,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2127,435,610,1,0.9,46,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2128,435,610,1,1,46,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2129,435,610,1,1.1,46,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2130,435,610,1,1.2,46,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2131,436,610,3,2.8,4,34,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2132,436,610,3,2.9,4,34,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2133,436,610,3,3,4,34,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2134,436,610,3,3.1,4,34,,1,2,,1,4,,1,6,,1,0,1,0,,1,1,1,,1,,1,,,1,1,0,0,0,2,NA,NA,NA,only stem remaining
2135,436,610,3,3.2,4,34,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2136,437,610,5,4.8,132,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2137,437,610,5,4.9,132,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2138,437,610,5,5,132,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2139,437,610,5,5.1,132,162,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2140,437,610,5,5.2,132,162,,1,2,,1,4,,1,6,,1,1,1,0,,1,1,0,,1,,1,,,1,1,22,0,0,0,172,NA,NA,only stem remaining
2141,438,610,7,6.8,114,71,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2142,438,610,7,6.9,114,71,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2143,438,610,7,7,114,71,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2144,438,610,7,7.1,114,71,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2145,438,610,7,7.2,114,71,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2146,439,610,9,8.8,164,124,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2147,439,610,9,8.9,164,124,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2148,439,610,9,9,164,124,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2149,439,610,9,9.1,164,124,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2150,439,610,9,9.2,164,124,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2151,440,610,11,10.8,11,6,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2152,440,610,11,10.9,11,6,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2153,440,610,11,11,11,6,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2154,440,610,11,11.1,11,6,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2155,440,610,11,11.2,11,6,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2156,441,610,13,12.8,96,122,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2157,441,610,13,12.9,96,122,,1,2,,1,5,,1,7,,1,1,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,0,0,4,0,NA,38,NA,collected  4 pods of uncertain ID; only stem remaining
2158,441,610,13,13,96,122,,1,2,,1,5,,1,8,,1,3,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,0,0,1,0,NA,10,NA,collected  4 pods of uncertain ID; only stem remaining
2159,441,610,13,13.1,96,122,,1,3,,1,5,,1,9,,1,2,1,0,,1,1,0,,1,broken branch,1,pods collected off ground,,1,1,0,0,5,0,NA,55,NA,munched
2160,441,610,13,13.2,96,122,,1,3,,1,5,,1,8,,1,2,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,0,0,2,0,NA,20,NA,
2161,442,610,15,14.8,190,138,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2162,442,610,15,14.9,190,138,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2163,442,610,15,15,190,138,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2164,442,610,15,15.1,190,138,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2165,442,610,15,15.2,190,138,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2166,443,610,17,16.8,182,115,,1,3,,1,5,,1,7,,1,2,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,0,0,1,0,NA,12,NA,collected partial pods of uncertain ID; munched
2167,443,610,17,16.9,182,115,,1,3,,1,5,,1,7,,1,2,1,0,,1,1,0,,1,,1,,,1,1,2,0,0,0,27,NA,NA,
2168,443,610,17,17,182,115,,1,2,,1,4,,1,4,,1,0,0,0,,1,0,0,,1,,1,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2169,443,610,17,17.1,182,115,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2170,443,610,17,17.2,182,115,,1,3,,1,4,,1,7,,1,2,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,19,0,1,0,203,12,NA,only stem remaining
2171,444,610,19,18.8,136,16,,1,2,,1,4,,1,6,,1,0,1,0,,0,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2172,444,610,19,18.9,136,16,,1,2,,1,4,,1,6,,1,0,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,0,0,1,0,NA,12,NA,collected partial pods of uncertain ID
2173,444,610,19,19,136,16,,1,3,,1,5,,1,8,,1,0,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,0,0,2,0,NA,15,NA,only stem remaining
2174,444,610,19,19.1,136,16,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2175,444,610,19,19.2,136,16,,1,3,,1,5,,1,6,,1,0,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,0,0,6,0,NA,39,NA,only stem remaining; pods nearby
2176,445,610,21,20.8,92,126,,1,1,,1,3,,1,5,,1,2,0,0,,1,1,0,,1,,1,,,1,1,0,0,0,0,NA,NA,NA,only stem remaining
2177,445,610,21,20.9,92,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2178,445,610,21,21,92,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2179,445,610,21,21.1,92,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2180,445,610,21,21.2,92,126,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2181,446,610,23,22.8,78,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2182,446,610,23,22.9,78,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2183,446,610,23,23,78,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2184,446,610,23,23.1,78,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2185,446,610,23,23.2,78,112,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2186,447,610,25,24.8,32,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2187,447,610,25,24.9,32,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2188,447,610,25,25,32,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2189,447,610,25,25.1,32,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2190,447,610,25,25.2,32,28,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2191,448,610,27,26.8,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2192,448,610,27,26.9,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2193,448,610,27,27,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2194,448,610,27,27.1,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2195,448,610,27,27.2,41,38,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2196,449,610,29,28.8,97,60,,1,2,,1,4,,1,6,,1,1,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,10,0,3,0,113,38,NA,only stem remaining; pods nearby
2197,449,610,29,28.9,97,60,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2198,449,610,29,29,97,60,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2199,449,610,29,29.1,97,60,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2200,449,610,29,29.2,97,60,,1,2,,1,4,,1,6,,1,0,1,0,,1,1,0,,1,,1,pods collected off ground,,1,1,3,0,4,0,32,52,NA,
2201,450,610,31,30.8,20,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2202,450,610,31,30.9,20,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2203,450,610,31,31,20,127,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2204,450,610,31,31.1,20,127,,1,2,,1,3,,1,6,,1,2,1,0,,1,1,0,,1,,1,pods collected off ground,main branch breaking,1,1,1,0,2,9,5,14,NA,
2205,450,610,31,31.2,20,127,,1,2,,1,4,,1,3,,1,0,0,0,,1,0,0,,0,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2206,451,610,33,32.8,173,63,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2207,451,610,33,32.9,173,63,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2208,451,610,33,33,173,63,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2209,451,610,33,33.1,173,63,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2210,451,610,33,33.2,173,63,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2211,452,610,35,34.8,73,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2212,452,610,35,34.9,73,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2213,452,610,35,35,73,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2214,452,610,35,35.1,73,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2215,452,610,35,35.2,73,8,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2216,453,610,37,36.8,180,163,,1,1,,1,3,,1,5,,1,0,1,0,,1,1,1,,1,,1,pods collected off ground,,1,1,0,0,1,0,NA,11,NA,munched
2217,453,610,37,36.9,180,163,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2218,453,610,37,37,180,163,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2219,453,610,37,37.1,180,163,,1,2,,1,3,,1,6,,1,0,1,0,,1,1,1,,1,,1,,only stem remaining,1,1,0,0,0,0,NA,NA,NA,only stem remaining; pods nearby
2220,453,610,37,37.2,180,163,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2221,454,610,39,38.8,94,160,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2222,454,610,39,38.9,94,160,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
2223,454,610,39,39,94,160,,0,NA,,0,NA,,0,NA,,0,NA,NA,NA,,NA,NA,NA,,NA,,NA,,,0,NA,NA,NA,NA,NA,NA,NA,NA,
