Site,Dam,Sire,Packet_ID,Planting_position,Germination,Surv_flwr,total_pods_collected,total_seeds,total_pods,Xloc,Yloc
ML,86,66,315,206-29.4,0,0,0,0,0,4,-21
ML,86,66,315,206-29.5,0,0,0,0,0,4,-21
ML,123,178,302,206-3.1,0,0,0,0,0,4,-47
ML,123,178,302,206-3.2,0,0,0,0,0,4,-47
ML,123,178,302,206-3.3,0,0,0,0,0,4,-47
ML,123,178,302,206-3.4,0,0,0,0,0,4,-47
ML,123,178,302,206-3.5,0,0,0,0,0,4,-47
ML,153,69,316,206-31.1,0,0,0,0,0,4,-19
ML,153,69,316,206-31.2,0,0,0,0,0,4,-19
ML,153,69,316,206-31.3,0,0,0,0,0,4,-19
ML,153,69,316,206-31.4,0,0,0,0,0,4,-19
ML,153,69,316,206-31.5,0,0,0,0,0,4,-19
ML,93,85,317,206-33.1,0,0,0,0,0,4,-17
ML,93,85,317,206-33.2,0,0,0,0,0,4,-17
ML,93,85,317,206-33.3,0,0,0,0,0,4,-17
ML,93,85,317,206-33.4,0,0,0,0,0,4,-17
ML,93,85,317,206-33.5,0,0,0,0,0,4,-17
ML,166,85,318,206-35.1,0,0,0,0,0,4,-15
ML,166,85,318,206-35.2,0,0,0,0,0,4,-15
ML,166,85,318,206-35.3,0,0,0,0,0,4,-15
ML,166,85,318,206-35.4,0,0,0,0,0,4,-15
ML,166,85,318,206-35.5,0,0,0,0,0,4,-15
ML,162,75,319,206-37.1,0,0,0,0,0,4,-13
ML,162,75,319,206-37.2,0,0,0,0,0,4,-13
ML,162,75,319,206-37.3,0,0,0,0,0,4,-13
ML,162,75,319,206-37.4,0,0,0,0,0,4,-13
ML,162,75,319,206-37.5,0,0,0,0,0,4,-13
ML,23,73,320,206-39.1,0,0,0,0,0,4,-11
ML,23,73,320,206-39.2,0,0,0,0,0,4,-11
ML,23,73,320,206-39.3,0,0,0,0,0,4,-11
ML,23,73,320,206-39.4,0,0,0,0,0,4,-11
ML,23,73,320,206-39.5,0,0,0,0,0,4,-11
ML,78,47,321,206-41.1,0,0,0,0,0,4,-9
ML,78,47,321,206-41.2,0,0,0,0,0,4,-9
ML,78,47,321,206-41.3,0,0,0,0,0,4,-9
ML,78,47,321,206-41.4,0,0,0,0,0,4,-9
ML,78,47,321,206-41.5,1,1,59,522,1146,4,-9
ML,191,164,322,206-43.1,0,0,0,0,0,4,-7
ML,191,164,322,206-43.2,0,0,0,0,0,4,-7
ML,191,164,322,206-43.3,0,0,0,0,0,4,-7
ML,191,164,322,206-43.4,0,0,0,0,0,4,-7
ML,191,164,322,206-43.5,1,1,50,414,531,4,-7
ML,101,133,323,206-45.1,0,0,0,0,0,4,-5
ML,101,133,323,206-45.2,0,0,0,0,0,4,-5
ML,101,133,323,206-45.3,0,0,0,0,0,4,-5
ML,101,133,323,206-45.4,0,0,0,0,0,4,-5
ML,101,133,323,206-45.5,0,0,0,0,0,4,-5
ML,93,85,324,206-47.1,1,1,12,70,79,4,-3
ML,93,85,324,206-47.2,0,0,0,0,0,4,-3
ML,93,85,324,206-47.3,0,0,0,0,0,4,-3
ML,93,85,324,206-47.4,0,0,0,0,0,4,-3
ML,93,85,324,206-47.5,0,0,0,0,0,4,-3
ML,80,57,325,206-49.1,0,0,0,0,0,4,-1
ML,80,57,325,206-49.2,0,0,0,0,0,4,-1
ML,80,57,325,206-49.3,0,0,0,0,0,4,-1
ML,80,57,325,206-49.4,0,0,0,0,0,4,-1
ML,80,57,325,206-49.5,0,0,0,0,0,4,-1
ML,89,73,303,206-5.1,0,0,0,0,0,4,-45
ML,89,73,303,206-5.2,0,0,0,0,0,4,-45
ML,89,73,303,206-5.3,0,0,0,0,0,4,-45
ML,89,73,303,206-5.4,0,0,0,0,0,4,-45
ML,89,73,303,206-5.5,0,0,0,0,0,4,-45
ML,107,139,304,206-7.1,1,1,40,438,40,4,-43
ML,107,139,304,206-7.2,1,0,0,0,0,4,-43
ML,107,139,304,206-7.3,0,0,0,0,0,4,-43
ML,107,139,304,206-7.4,0,0,0,0,0,4,-43
ML,107,139,304,206-7.5,0,0,0,0,0,4,-43
ML,93,85,305,206-9.1,0,0,0,0,0,4,-41
ML,93,85,305,206-9.2,0,0,0,0,0,4,-41
ML,93,85,305,206-9.3,1,1,30,405,350,4,-41
ML,93,85,305,206-9.4,0,0,0,0,0,4,-41
ML,93,85,305,206-9.5,0,0,0,0,0,4,-41
ML,59,196,326,208-1.1,0,0,0,0,0,5,-49
ML,59,196,326,208-1.2,0,0,0,0,0,5,-49
ML,59,196,326,208-1.3,0,0,0,0,0,5,-49
ML,59,196,326,208-1.4,0,0,0,0,0,5,-49
ML,59,196,326,208-1.5,0,0,0,0,0,5,-49
ML,38,138,331,208-11.1,0,0,0,0,0,5,-39
ML,38,138,331,208-11.2,0,0,0,0,0,5,-39
ML,38,138,331,208-11.3,0,0,0,0,0,5,-39
ML,38,138,331,208-11.4,0,0,0,0,0,5,-39
ML,38,138,331,208-11.5,1,1,75,642,530,5,-39
ML,59,196,332,208-13.1,0,0,0,0,0,5,-37
ML,59,196,332,208-13.2,0,0,0,0,0,5,-37
ML,59,196,332,208-13.3,0,0,0,0,0,5,-37
ML,59,196,332,208-13.4,0,0,0,0,0,5,-37
ML,59,196,332,208-13.5,0,0,0,0,0,5,-37
ML,89,73,333,208-15.1,0,0,0,0,0,5,-35
ML,89,73,333,208-15.2,0,0,0,0,0,5,-35
ML,89,73,333,208-15.3,0,0,0,0,0,5,-35
ML,89,73,333,208-15.4,0,0,0,0,0,5,-35
ML,89,73,333,208-15.5,0,0,0,0,0,5,-35
ML,159,67,334,208-17.1,0,0,0,0,0,5,-33
ML,159,67,334,208-17.2,0,0,0,0,0,5,-33
ML,159,67,334,208-17.3,0,0,0,0,0,5,-33
ML,159,67,334,208-17.4,0,0,0,0,0,5,-33
ML,159,67,334,208-17.5,0,0,0,0,0,5,-33
ML,99,126,335,208-19.1,0,0,0,0,0,5,-31
ML,99,126,335,208-19.2,0,0,0,0,0,5,-31
ML,99,126,335,208-19.3,0,0,0,0,0,5,-31
ML,99,126,335,208-19.4,0,0,0,0,0,5,-31
ML,99,126,335,208-19.5,0,0,0,0,0,5,-31
ML,128,102,336,208-21.1,0,0,0,0,0,5,-29
ML,128,102,336,208-21.2,0,0,0,0,0,5,-29
ML,128,102,336,208-21.3,0,0,0,0,0,5,-29
ML,128,102,336,208-21.4,0,0,0,0,0,5,-29
ML,128,102,336,208-21.5,0,0,0,0,0,5,-29
ML,88,111,337,208-23.1,0,0,0,0,0,5,-27
ML,88,111,337,208-23.2,0,0,0,0,0,5,-27
ML,88,111,337,208-23.3,0,0,0,0,0,5,-27
ML,88,111,337,208-23.4,0,0,0,0,0,5,-27
ML,88,111,337,208-23.5,0,0,0,0,0,5,-27
ML,88,111,338,208-25.1,0,0,0,0,0,5,-25
ML,88,111,338,208-25.2,0,0,0,0,0,5,-25
ML,88,111,338,208-25.3,0,0,0,0,0,5,-25
ML,88,111,338,208-25.4,0,0,0,0,0,5,-25
ML,88,111,338,208-25.5,1,1,50,561,632,5,-25
ML,103,134,339,208-27.1,0,0,0,0,0,5,-23
ML,103,134,339,208-27.2,0,0,0,0,0,5,-23
ML,103,134,339,208-27.3,0,0,0,0,0,5,-23
ML,103,134,339,208-27.4,0,0,0,0,0,5,-23
ML,103,134,339,208-27.5,0,0,0,0,0,5,-23
ML,182,142,340,208-29.1,0,0,0,0,0,5,-21
ML,182,142,340,208-29.2,0,0,0,0,0,5,-21
ML,182,142,340,208-29.3,0,0,0,0,0,5,-21
ML,182,142,340,208-29.4,0,0,0,0,0,5,-21
ML,182,142,340,208-29.5,0,0,0,0,0,5,-21
ML,63,200,327,208-3.1,0,0,0,0,0,5,-47
ML,63,200,327,208-3.2,0,0,0,0,0,5,-47
ML,63,200,327,208-3.3,0,0,0,0,0,5,-47
ML,63,200,327,208-3.4,0,0,0,0,0,5,-47
ML,63,200,327,208-3.5,0,0,0,0,0,5,-47
ML,93,85,341,208-31.1,0,0,0,0,0,5,-19
ML,93,85,341,208-31.2,1,1,51,541,1329,5,-19
ML,93,85,341,208-31.3,0,0,0,0,0,5,-19
ML,93,85,341,208-31.4,0,0,0,0,0,5,-19
ML,93,85,341,208-31.5,0,0,0,0,0,5,-19
ML,171,126,342,208-33.1,0,0,0,0,0,5,-17
ML,171,126,342,208-33.2,0,0,0,0,0,5,-17
ML,171,126,342,208-33.3,0,0,0,0,0,5,-17
ML,171,126,342,208-33.4,0,0,0,0,0,5,-17
ML,171,126,342,208-33.5,0,0,0,0,0,5,-17
ML,117,149,343,208-35.1,0,0,0,0,0,5,-15
ML,117,149,343,208-35.2,0,0,0,0,0,5,-15
ML,117,149,343,208-35.3,0,0,0,0,0,5,-15
ML,117,149,343,208-35.4,0,0,0,0,0,5,-15
ML,117,149,343,208-35.5,0,0,0,0,0,5,-15
ML,129,198,344,208-37.1,0,0,0,0,0,5,-13
ML,129,198,344,208-37.2,0,0,0,0,0,5,-13
ML,129,198,344,208-37.3,0,0,0,0,0,5,-13
ML,129,198,344,208-37.4,0,0,0,0,0,5,-13
ML,129,198,344,208-37.5,0,0,0,0,0,5,-13
ML,72,20,345,208-39.1,0,0,0,0,0,5,-11
ML,72,20,345,208-39.2,0,0,0,0,0,5,-11
ML,72,20,345,208-39.3,0,0,0,0,0,5,-11
ML,72,20,345,208-39.4,0,0,0,0,0,5,-11
ML,72,20,345,208-39.5,0,0,0,0,0,5,-11
ML,4,105,346,208-41.1,0,0,0,0,0,5,-9
ML,4,105,346,208-41.2,0,0,0,0,0,5,-9
ML,4,105,346,208-41.3,0,0,0,0,0,5,-9
ML,4,105,346,208-41.4,0,0,0,0,0,5,-9
ML,4,105,346,208-41.5,0,0,0,0,0,5,-9
ML,40,134,347,208-43.1,0,0,0,0,0,5,-7
ML,40,134,347,208-43.2,0,0,0,0,0,5,-7
ML,40,134,347,208-43.3,0,0,0,0,0,5,-7
ML,40,134,347,208-43.4,0,0,0,0,0,5,-7
ML,40,134,347,208-43.5,0,0,0,0,0,5,-7
ML,76,30,348,208-45.1,0,0,0,0,0,5,-5
ML,76,30,348,208-45.2,0,0,0,0,0,5,-5
ML,76,30,348,208-45.3,0,0,0,0,0,5,-5
ML,76,30,348,208-45.4,0,0,0,0,0,5,-5
ML,76,30,348,208-45.5,0,0,0,0,0,5,-5
ML,46,147,349,208-47.1,0,0,0,0,0,5,-3
ML,46,147,349,208-47.2,0,0,0,0,0,5,-3
ML,46,147,349,208-47.3,0,0,0,0,0,5,-3
ML,46,147,349,208-47.4,0,0,0,0,0,5,-3
ML,46,147,349,208-47.5,0,0,0,0,0,5,-3
ML,108,140,350,208-49.1,0,0,0,0,0,5,-1
ML,108,140,350,208-49.2,0,0,0,0,0,5,-1
ML,108,140,350,208-49.3,0,0,0,0,0,5,-1
ML,108,140,350,208-49.4,0,0,0,0,0,5,-1
ML,108,140,350,208-49.5,0,0,0,0,0,5,-1
ML,101,133,328,208-5.1,0,0,0,0,0,5,-45
ML,101,133,328,208-5.2,0,0,0,0,0,5,-45
ML,101,133,328,208-5.3,0,0,0,0,0,5,-45
ML,101,133,328,208-5.4,0,0,0,0,0,5,-45
ML,101,133,328,208-5.5,0,0,0,0,0,5,-45
ML,13,62,329,208-7.1,0,0,0,0,0,5,-43
ML,13,62,329,208-7.2,0,0,0,0,0,5,-43
ML,13,62,329,208-7.3,0,0,0,0,0,5,-43
ML,13,62,329,208-7.4,0,0,0,0,0,5,-43
ML,13,62,329,208-7.5,0,0,0,0,0,5,-43
ML,84,65,330,208-9.1,0,0,0,0,0,5,-41
ML,84,65,330,208-9.2,0,0,0,0,0,5,-41
ML,84,65,330,208-9.3,0,0,0,0,0,5,-41
ML,84,65,330,208-9.4,0,0,0,0,0,5,-41
ML,84,65,330,208-9.5,0,0,0,0,0,5,-41
ML,4,105,351,216-1.1,0,0,0,0,0,9,-49
ML,4,105,351,216-1.2,0,0,0,0,0,9,-49
ML,4,105,351,216-1.3,0,0,0,0,0,9,-49
ML,4,105,351,216-1.4,0,0,0,0,0,9,-49
ML,4,105,351,216-1.5,0,0,0,0,0,9,-49
ML,10,61,356,216-11.1,0,0,0,0,0,9,-39
ML,10,61,356,216-11.2,0,0,0,0,0,9,-39
ML,10,61,356,216-11.3,0,0,0,0,0,9,-39
ML,10,61,356,216-11.4,0,0,0,0,0,9,-39
ML,10,61,356,216-11.5,0,0,0,0,0,9,-39
ML,86,66,357,216-13.1,0,0,0,0,0,9,-37
ML,86,66,357,216-13.2,0,0,0,0,0,9,-37
ML,86,66,357,216-13.3,0,0,0,0,0,9,-37
ML,86,66,357,216-13.4,0,0,0,0,0,9,-37
ML,86,66,357,216-13.5,0,0,0,0,0,9,-37
ML,32,126,358,216-15.1,0,0,0,0,0,9,-35
ML,32,126,358,216-15.2,0,0,0,0,0,9,-35
ML,32,126,358,216-15.3,0,0,0,0,0,9,-35
ML,32,126,358,216-15.4,0,0,0,0,0,9,-35
ML,32,126,358,216-15.5,0,0,0,0,0,9,-35
ML,125,196,359,216-17.1,0,0,0,0,0,9,-33
ML,125,196,359,216-17.2,0,0,0,0,0,9,-33
ML,125,196,359,216-17.3,0,0,0,0,0,9,-33
ML,125,196,359,216-17.4,0,0,0,0,0,9,-33
ML,125,196,359,216-17.5,0,0,0,0,0,9,-33
ML,193,178,360,216-19.1,0,0,0,0,0,9,-31
ML,193,178,360,216-19.2,0,0,0,0,0,9,-31
ML,193,178,360,216-19.3,0,0,0,0,0,9,-31
ML,193,178,360,216-19.4,0,0,0,0,0,9,-31
ML,193,178,360,216-19.5,0,0,0,0,0,9,-31
ML,192,177,361,216-21.1,0,0,0,0,0,9,-29
ML,192,177,361,216-21.2,0,0,0,0,0,9,-29
ML,192,177,361,216-21.3,0,0,0,0,0,9,-29
ML,192,177,361,216-21.4,0,0,0,0,0,9,-29
ML,192,177,361,216-21.5,0,0,0,0,0,9,-29
ML,88,111,362,216-23.1,0,0,0,0,0,9,-27
ML,88,111,362,216-23.2,0,0,0,0,0,9,-27
ML,88,111,362,216-23.3,0,0,0,0,0,9,-27
ML,88,111,362,216-23.4,0,0,0,0,0,9,-27
ML,88,111,362,216-23.5,0,0,0,0,0,9,-27
ML,194,187,363,216-25.1,0,0,0,0,0,9,-25
ML,194,187,363,216-25.2,0,0,0,0,0,9,-25
ML,194,187,363,216-25.3,0,0,0,0,0,9,-25
ML,194,187,363,216-25.4,0,0,0,0,0,9,-25
ML,194,187,363,216-25.5,1,1,57,631,1724,9,-25
ML,98,113,364,216-27.1,0,0,0,0,0,9,-23
ML,98,113,364,216-27.2,0,0,0,0,0,9,-23
ML,98,113,364,216-27.3,0,0,0,0,0,9,-23
ML,98,113,364,216-27.4,0,0,0,0,0,9,-23
ML,98,113,364,216-27.5,0,0,0,0,0,9,-23
ML,4,105,365,216-29.1,0,0,0,0,0,9,-21
ML,4,105,365,216-29.2,0,0,0,0,0,9,-21
ML,4,105,365,216-29.3,0,0,0,0,0,9,-21
ML,4,105,365,216-29.4,0,0,0,0,0,9,-21
ML,4,105,365,216-29.5,0,0,0,0,0,9,-21
ML,90,75,352,216-3.1,0,0,0,0,0,9,-47
ML,90,75,352,216-3.2,0,0,0,0,0,9,-47
ML,90,75,352,216-3.3,0,0,0,0,0,9,-47
ML,90,75,352,216-3.4,0,0,0,0,0,9,-47
ML,90,75,352,216-3.5,0,0,0,0,0,9,-47
ML,152,20,366,216-31.1,0,0,0,0,0,9,-19
ML,152,20,366,216-31.2,0,0,0,0,0,9,-19
ML,152,20,366,216-31.3,0,0,0,0,0,9,-19
ML,152,20,366,216-31.4,0,0,0,0,0,9,-19
ML,152,20,366,216-31.5,0,0,0,0,0,9,-19
ML,191,164,367,216-33.1,0,0,0,0,0,9,-17
ML,191,164,367,216-33.2,0,0,0,0,0,9,-17
ML,191,164,367,216-33.3,0,0,0,0,0,9,-17
ML,191,164,367,216-33.4,0,0,0,0,0,9,-17
ML,191,164,367,216-33.5,0,0,0,0,0,9,-17
ML,71,19,368,216-35.1,0,0,0,0,0,9,-15
ML,71,19,368,216-35.2,0,0,0,0,0,9,-15
ML,71,19,368,216-35.3,0,0,0,0,0,9,-15
ML,71,19,368,216-35.4,0,0,0,0,0,9,-15
ML,71,19,368,216-35.5,0,0,0,0,0,9,-15
ML,137,20,369,216-37.1,0,0,0,0,0,9,-13
ML,137,20,369,216-37.2,0,0,0,0,0,9,-13
ML,137,20,369,216-37.3,0,0,0,0,0,9,-13
ML,137,20,369,216-37.4,0,0,0,0,0,9,-13
ML,137,20,369,216-37.5,0,0,0,0,0,9,-13
ML,168,127,370,216-39.1,0,0,0,0,0,9,-11
ML,168,127,370,216-39.2,0,0,0,0,0,9,-11
ML,168,127,370,216-39.3,0,0,0,0,0,9,-11
ML,168,127,370,216-39.4,0,0,0,0,0,9,-11
ML,168,127,370,216-39.5,0,0,0,0,0,9,-11
ML,176,138,371,216-41.1,0,0,0,0,0,9,-9
ML,176,138,371,216-41.2,0,0,0,0,0,9,-9
ML,176,138,371,216-41.3,0,0,0,0,0,9,-9
ML,176,138,371,216-41.4,0,0,0,0,0,9,-9
ML,176,138,371,216-41.5,0,0,0,0,0,9,-9
ML,176,138,372,216-43.1,0,0,0,0,0,9,-7
ML,176,138,372,216-43.2,0,0,0,0,0,9,-7
ML,176,138,372,216-43.3,0,0,0,0,0,9,-7
ML,176,138,372,216-43.4,0,0,0,0,0,9,-7
ML,176,138,372,216-43.5,0,0,0,0,0,9,-7
ML,188,154,373,216-45.1,0,0,0,0,0,9,-5
ML,188,154,373,216-45.2,0,0,0,0,0,9,-5
ML,188,154,373,216-45.3,0,0,0,0,0,9,-5
ML,188,154,373,216-45.4,0,0,0,0,0,9,-5
ML,188,154,373,216-45.5,0,0,0,0,0,9,-5
ML,103,134,374,216-47.1,0,0,0,0,0,9,-3
ML,103,134,374,216-47.2,0,0,0,0,0,9,-3
ML,103,134,374,216-47.3,0,0,0,0,0,9,-3
ML,103,134,374,216-47.4,0,0,0,0,0,9,-3
ML,103,134,374,216-47.5,0,0,0,0,0,9,-3
ML,150,47,375,216-49.1,0,0,0,0,0,9,-1
ML,150,47,375,216-49.2,0,0,0,0,0,9,-1
ML,150,47,375,216-49.3,0,0,0,0,0,9,-1
ML,150,47,375,216-49.4,0,0,0,0,0,9,-1
ML,150,47,375,216-49.5,0,0,0,0,0,9,-1
ML,185,147,353,216-5.1,0,0,0,0,0,9,-45
ML,185,147,353,216-5.2,0,0,0,0,0,9,-45
ML,185,147,353,216-5.3,0,0,0,0,0,9,-45
ML,185,147,353,216-5.4,0,0,0,0,0,9,-45
ML,185,147,353,216-5.5,0,0,0,0,0,9,-45
ML,190,163,354,216-7.1,0,0,0,0,0,9,-43
ML,190,163,354,216-7.2,0,0,0,0,0,9,-43
ML,190,163,354,216-7.3,0,0,0,0,0,9,-43
ML,190,163,354,216-7.4,0,0,0,0,0,9,-43
ML,190,163,354,216-7.5,0,0,0,0,0,9,-43
ML,32,126,355,216-9.1,0,0,0,0,0,9,-41
ML,32,126,355,216-9.2,0,0,0,0,0,9,-41
ML,32,126,355,216-9.3,0,0,0,0,0,9,-41
ML,32,126,355,216-9.4,0,0,0,0,0,9,-41
ML,32,126,355,216-9.5,0,0,0,0,0,9,-41
ML,9,47,376,224-1.1,0,0,0,0,0,13,-49
ML,9,47,376,224-1.2,0,0,0,0,0,13,-49
ML,9,47,376,224-1.3,0,0,0,0,0,13,-49
ML,9,47,376,224-1.4,0,0,0,0,0,13,-49
ML,9,47,376,224-1.5,0,0,0,0,0,13,-49
ML,197,198,381,224-11.1,0,0,0,0,0,13,-39
ML,197,198,381,224-11.2,0,0,0,0,0,13,-39
ML,197,198,381,224-11.3,0,0,0,0,0,13,-39
ML,197,198,381,224-11.4,0,0,0,0,0,13,-39
ML,197,198,381,224-11.5,0,0,0,0,0,13,-39
ML,103,134,382,224-13.1,0,0,0,0,0,13,-37
ML,103,134,382,224-13.2,0,0,0,0,0,13,-37
ML,103,134,382,224-13.3,0,0,0,0,0,13,-37
ML,103,134,382,224-13.4,0,0,0,0,0,13,-37
ML,103,134,382,224-13.5,0,0,0,0,0,13,-37
ML,46,147,383,224-15.1,0,0,0,0,0,13,-35
ML,46,147,383,224-15.2,0,0,0,0,0,13,-35
ML,46,147,383,224-15.3,0,0,0,0,0,13,-35
ML,46,147,383,224-15.4,0,0,0,0,0,13,-35
ML,46,147,383,224-15.5,0,0,0,0,0,13,-35
ML,48,149,384,224-17.1,0,0,0,0,0,13,-33
ML,48,149,384,224-17.2,0,0,0,0,0,13,-33
ML,48,149,384,224-17.3,0,0,0,0,0,13,-33
ML,48,149,384,224-17.4,0,0,0,0,0,13,-33
ML,48,149,384,224-17.5,0,0,0,0,0,13,-33
ML,176,138,385,224-19.1,0,0,0,0,0,13,-31
ML,176,138,385,224-19.2,0,0,0,0,0,13,-31
ML,176,138,385,224-19.3,0,0,0,0,0,13,-31
ML,176,138,385,224-19.4,0,0,0,0,0,13,-31
ML,176,138,385,224-19.5,0,0,0,0,0,13,-31
ML,45,146,386,224-21.1,0,0,0,0,0,13,-29
ML,45,146,386,224-21.2,0,0,0,0,0,13,-29
ML,45,146,386,224-21.3,0,0,0,0,0,13,-29
ML,45,146,386,224-21.4,0,0,0,0,0,13,-29
ML,45,146,386,224-21.5,0,0,0,0,0,13,-29
ML,78,47,387,224-23.1,0,0,0,0,0,13,-27
ML,78,47,387,224-23.2,0,0,0,0,0,13,-27
ML,78,47,387,224-23.3,0,0,0,0,0,13,-27
ML,78,47,387,224-23.4,0,0,0,0,0,13,-27
ML,78,47,387,224-23.5,0,0,0,0,0,13,-27
ML,185,147,388,224-25.1,0,0,0,0,0,13,-25
ML,185,147,388,224-25.2,0,0,0,0,0,13,-25
ML,185,147,388,224-25.3,0,0,0,0,0,13,-25
ML,185,147,388,224-25.4,0,0,0,0,0,13,-25
ML,185,147,388,224-25.5,0,0,0,0,0,13,-25
ML,190,163,389,224-27.1,0,0,0,0,0,13,-23
ML,190,163,389,224-27.2,0,0,0,0,0,13,-23
ML,190,163,389,224-27.3,0,0,0,0,0,13,-23
ML,190,163,389,224-27.4,0,0,0,0,0,13,-23
ML,190,163,389,224-27.5,0,0,0,0,0,13,-23
ML,12,61,390,224-29.1,0,0,0,0,0,13,-21
ML,12,61,390,224-29.2,0,0,0,0,0,13,-21
ML,12,61,390,224-29.3,0,0,0,0,0,13,-21
ML,12,61,390,224-29.4,0,0,0,0,0,13,-21
ML,12,61,390,224-29.5,0,0,0,0,0,13,-21
ML,22,69,377,224-3.1,0,0,0,0,0,13,-47
ML,22,69,377,224-3.2,0,0,0,0,0,13,-47
ML,22,69,377,224-3.3,0,0,0,0,0,13,-47
ML,22,69,377,224-3.4,0,0,0,0,0,13,-47
ML,22,69,377,224-3.5,0,0,0,0,0,13,-47
ML,131,6,391,224-31.1,0,0,0,0,0,13,-19
ML,131,6,391,224-31.2,0,0,0,0,0,13,-19
ML,131,6,391,224-31.3,0,0,0,0,0,13,-19
ML,131,6,391,224-31.4,0,0,0,0,0,13,-19
ML,131,6,391,224-31.5,1,1,50,438,385,13,-19
ML,135,19,392,224-33.1,0,0,0,0,0,13,-17
ML,135,19,392,224-33.2,0,0,0,0,0,13,-17
ML,135,19,392,224-33.3,0,0,0,0,0,13,-17
ML,135,19,392,224-33.4,0,0,0,0,0,13,-17
ML,135,19,392,224-33.5,0,0,0,0,0,13,-17
ML,24,75,393,224-35.1,0,0,0,0,0,13,-15
ML,24,75,393,224-35.2,0,0,0,0,0,13,-15
ML,24,75,393,224-35.3,0,0,0,0,0,13,-15
ML,24,75,393,224-35.4,0,0,0,0,0,13,-15
ML,24,75,393,224-35.5,0,0,0,0,0,13,-15
ML,27,102,394,224-37.1,0,0,0,0,0,13,-13
ML,27,102,394,224-37.2,0,0,0,0,0,13,-13
ML,27,102,394,224-37.3,0,0,0,0,0,13,-13
ML,27,102,394,224-37.4,0,0,0,0,0,13,-13
ML,27,102,394,224-37.5,0,0,0,0,0,13,-13
ML,128,102,395,224-39.1,0,0,0,0,0,13,-11
ML,128,102,395,224-39.2,0,0,0,0,0,13,-11
ML,128,102,395,224-39.3,0,0,0,0,0,13,-11
ML,128,102,395,224-39.4,0,0,0,0,0,13,-11
ML,128,102,395,224-39.5,0,0,0,0,0,13,-11
ML,43,144,396,224-41.1,0,0,0,0,0,13,-9
ML,43,144,396,224-41.2,0,0,0,0,0,13,-9
ML,43,144,396,224-41.3,0,0,0,0,0,13,-9
ML,43,144,396,224-41.4,0,0,0,0,0,13,-9
ML,43,144,396,224-41.5,0,0,0,0,0,13,-9
ML,97,111,397,224-43.1,0,0,0,0,0,13,-7
ML,97,111,397,224-43.2,0,0,0,0,0,13,-7
ML,97,111,397,224-43.3,0,0,0,0,0,13,-7
ML,97,111,397,224-43.4,0,0,0,0,0,13,-7
ML,97,111,397,224-43.5,0,0,0,0,0,13,-7
ML,186,149,398,224-45.1,1,1,72,846,280,13,-5
ML,186,149,398,224-45.2,0,0,0,0,0,13,-5
ML,186,149,398,224-45.3,0,0,0,0,0,13,-5
ML,186,149,398,224-45.4,0,0,0,0,0,13,-5
ML,186,149,398,224-45.5,1,1,0,0,0,13,-5
ML,35,133,399,224-47.1,0,0,0,0,0,13,-3
ML,35,133,399,224-47.2,0,0,0,0,0,13,-3
ML,35,133,399,224-47.3,0,0,0,0,0,13,-3
ML,35,133,399,224-47.4,0,0,0,0,0,13,-3
ML,35,133,399,224-47.5,1,1,50,577,1370,13,-3
ML,153,69,400,224-49.1,1,1,0,0,0,13,-1
ML,153,69,400,224-49.2,0,0,0,0,0,13,-1
ML,153,69,400,224-49.3,0,0,0,0,0,13,-1
ML,153,69,400,224-49.4,0,0,0,0,0,13,-1
ML,153,69,400,224-49.5,0,0,0,0,0,13,-1
ML,70,17,378,224-5.1,0,0,0,0,0,13,-45
ML,70,17,378,224-5.2,0,0,0,0,0,13,-45
ML,70,17,378,224-5.3,0,0,0,0,0,13,-45
ML,70,17,378,224-5.4,0,0,0,0,0,13,-45
ML,70,17,378,224-5.5,0,0,0,0,0,13,-45
ML,18,67,379,224-7.1,0,0,0,0,0,13,-43
ML,18,67,379,224-7.2,0,0,0,0,0,13,-43
ML,18,67,379,224-7.3,0,0,0,0,0,13,-43
ML,18,67,379,224-7.4,0,0,0,0,0,13,-43
ML,18,67,379,224-7.5,0,0,0,0,0,13,-43
ML,189,158,380,224-9.1,0,0,0,0,0,13,-41
ML,189,158,380,224-9.2,0,0,0,0,0,13,-41
ML,189,158,380,224-9.3,0,0,0,0,0,13,-41
ML,189,158,380,224-9.4,0,0,0,0,0,13,-41
ML,189,158,380,224-9.5,0,0,0,0,0,13,-41
ML,182,142,401,230-1.1,0,0,0,0,0,16,-49
ML,182,142,401,230-1.2,0,0,0,0,0,16,-49
ML,182,142,401,230-1.3,0,0,0,0,0,16,-49
ML,182,142,401,230-1.4,0,0,0,0,0,16,-49
ML,182,142,401,230-1.5,0,0,0,0,0,16,-49
ML,179,139,406,230-11.1,1,1,58,470,1229,16,-39
ML,179,139,406,230-11.2,1,1,37,183,432,16,-39
ML,179,139,406,230-11.3,0,0,0,0,0,16,-39
ML,179,139,406,230-11.4,0,0,0,0,0,16,-39
ML,179,139,406,230-11.5,0,0,0,0,0,16,-39
ML,108,140,407,230-13.1,0,0,0,0,0,16,-37
ML,108,140,407,230-13.2,0,0,0,0,0,16,-37
ML,108,140,407,230-13.3,1,1,21,155,88,16,-37
ML,108,140,407,230-13.4,0,0,0,0,0,16,-37
ML,108,140,407,230-13.5,0,0,0,0,0,16,-37
ML,41,141,408,230-15.1,0,0,0,0,0,16,-35
ML,41,141,408,230-15.2,0,0,0,0,0,16,-35
